"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"310M100US26020","Hobbs, NM Micro Area","21241","847","90.0","2.2","N","N","N","N","N","N","N","N","N","N","N","N","44.6","2.9","50.1","3.0","6.1","2.3","38.1","3.3","36.2","2.8","19.6","1.9","16113","1220","N","N","N","N","N","N","N","N","N","N","5128","895","40.4","8.4","37.8","8.6","2.5","2.5","59.6","8.4","40.6","10.0","19.1","10.5","24.7","(X)","28.4","(X)","11.0","(X)","51504","8849","54580","10038","2,500-","***","N","-","**","-","**","42166","32919","N","N","47078","5070","62459","11046","36568","3996","60379","21607","80852","11409","27628","5127","59279","10175","55399","16225","61004","17772","71107","8397","23686","9197","60805","27060","28324","9321","19630","8765","17076","9982","84688","96980","42031","46232","30931","10921","90943","10583","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US26100","Holland-Grand Haven, MI Metro Area","95048","1975","93.5","1.1","N","N","N","N","N","N","N","N","N","N","N","N","6.6","0.8","89.1","1.0","4.9","1.1","33.9","1.3","38.8","1.2","22.4","0.9","68579","2470","45.3","2.2","54.7","2.2","82.5","2.1","12.2","1.8","5.3","1.3","26469","1985","53.9","4.2","43.6","4.0","10.3","2.8","46.1","4.2","36.3","4.1","9.8","3.3","23.7","(X)","22.5","(X)","25.5","(X)","54323","2478","55993","2757","N","N","21394","45671","24848","-","**","27441","13964","58500","45190","42030","4101","56388","2516","31065","8026","54392","4535","68544","3871","40996","5275","64477","2282","64310","6037","64509","1732","71440","1891","32536","7142","41715","7052","32813","2017","27099","3023","25647","3674","39471","17730","37593","3440","37919","3145","35525","12156","(X)","(X)","(X)","(X)","(X)","(X)","13710"
"310M100US26140","Homosassa Springs, FL Micro Area","58640","2729","96.5","0.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.7","1.5","1.4","0.9","14.8","2.0","36.6","2.1","47.2","2.0","36255","2774","N","N","N","N","N","N","N","N","N","N","22385","2351","51.2","4.3","42.9","4.2","8.3","2.6","48.8","4.3","39.9","4.7","8.9","3.2","32.9","(X)","32.9","(X)","31.3","(X)","39322","2228","39303","2167","N","N","-","N","N","-","**","-","**","73052","6591","39348","22298","39300","2313","38045","3837","48103","8611","45245","5367","33353","3797","46003","4086","41996","14093","46577","3277","52025","4192","21307","5448","21386","11850","25951","2644","23102","3615","20274","2535","43541","4516","28610","7187","26794","7279","32719","21720","(X)","(X)","(X)","(X)","(X)","(X)","**"
"310M100US26180","Honolulu, HI Metro Area","308072","2917","28.2","0.8","3.1","0.4","N","N","44.7","0.9","7.3","0.6","0.9","0.3","15.5","0.9","6.9","0.6","25.8","0.7","4.2","0.5","33.0","0.7","37.1","0.7","25.7","0.6","215409","4025","39.6","1.4","60.4","1.4","74.2","1.4","18.1","1.3","7.8","0.7","92663","3531","50.7","2.7","40.2","2.7","10.5","1.4","49.3","2.7","37.2","2.5","12.1","1.7","33.3","(X)","33.9","(X)","28.4","(X)","71404","1593","72493","2667","60555","10546","31277","75695","2538","65524","6147","42644","14023","64632","6943","58161","6227","73519","3001","45522","5692","69397","3259","85591","4140","63746","3398","82557","2155","77024","3141","87342","3212","91945","2311","51776","2733","72942","3921","42764","2873","38345","3904","31657","3040","79893","16978","48420","3267","43738","4213","71402","10581","(X)","(X)","(X)","(X)","(X)","(X)","13592"
"310M100US26300","Hot Springs, AR Metro Area","40656","1805","87.6","1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86.8","1.9","4.6","1.5","25.7","2.1","37.8","2.6","31.9","1.9","27447","2312","N","N","N","N","N","N","N","N","N","N","13209","1608","55.1","6.2","50.5","6.1","4.5","3.0","44.9","6.2","36.4","5.8","8.5","3.9","32.1","(X)","31.6","(X)","31.8","(X)","40893","3351","43501","3555","21024","3352","N","N","N","-","**","29159","24660","52233","48968","28129","9509","43702","3516","29925","9586","39965","7751","46332","4444","39858","6368","48192","6479","36500","7137","57890","6658","60355","4593","24390","4761","16978","32789","22008","2662","19605","2513","18390","2459","81978","15909","24986","2815","24801","5835","25325","9803","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US26380","Houma-Bayou Cane-Thibodaux, LA Metro Area","74435","1585","79.5","1.7","15.3","1.2","N","N","N","N","N","N","N","N","N","N","N","N","77.4","1.5","4.8","1.2","31.8","1.8","39.8","1.8","23.5","1.3","53080","2114","42.0","2.8","58.0","2.8","69.6","3.1","19.8","2.4","10.6","2.3","21355","1880","48.6","4.9","40.8","4.4","7.8","2.5","51.4","4.9","42.8","4.9","8.6","2.7","30.9","(X)","32.3","(X)","24.7","(X)","48866","3687","52978","2882","27102","4414","44385","70606","30740","-","**","36349","21366","52719","39051","50109","20958","52984","2858","44000","14098","60456","8595","58909","5590","29242","3402","55756","4153","58193","8408","54732","3297","72119","5467","28629","4375","33655","12608","22286","5014","16581","2032","15344","1903","51078","25431","39114","8586","32331","10404","66921","22120","(X)","(X)","(X)","(X)","(X)","(X)","34447"
"310M100US26420","Houston-Sugar Land-Baytown, TX Metro Area","2099897","9851","67.8","0.5","18.1","0.3","0.4","0.1","6.3","0.2","N","N","5.9","0.4","1.4","0.1","27.9","0.3","46.7","0.3","3.8","0.2","40.6","0.4","39.7","0.3","15.9","0.2","1478132","12031","50.4","0.6","49.6","0.6","72.0","0.7","20.2","0.6","7.8","0.4","621765","11386","48.7","0.9","42.4","0.9","6.4","0.6","51.3","0.9","41.2","0.9","10.0","0.8","31.6","(X)","33.2","(X)","25.8","(X)","55910","903","62137","973","40095","1222","44601","75696","3811","37905","16100","40400","1706","56112","9229","42160","1007","75201","1279","28975","3751","55523","1533","68591","1690","40489","1120","65854","863","60023","1743","71146","1471","82521","1212","31253","1043","46281","2482","36890","753","31475","957","28607","1470","59179","5214","42433","1596","39828","2019","56227","3307","(X)","(X)","(X)","(X)","(X)","(X)","7101"
"310M100US26580","Huntington-Ashland, WV-KY-OH Metro Area","112510","2167","95.9","0.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95.4","0.7","4.0","0.7","29.4","1.5","38.9","1.4","27.6","1.0","71280","2784","35.9","2.4","64.1","2.4","76.0","2.4","17.1","2.2","6.9","1.4","41230","2767","53.6","3.0","48.5","2.9","5.1","1.4","46.4","3.0","38.5","3.2","7.8","1.8","27.7","(X)","28.3","(X)","25.8","(X)","39160","2537","40157","1950","14028","5549","N","N","N","-","**","N","N","45143","39769","72868","39887","40027","2050","17028","5555","50088","7006","44533","5036","28457","2857","52172","2293","57831","4002","49849","2283","60527","2370","25680","4349","31802","6698","19698","1625","18652","1492","18066","1609","28212","9785","22156","3107","17900","4047","32796","10236","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US26620","Huntsville, AL Metro Area","167556","2506","74.0","1.0","21.5","0.9","N","N","N","N","N","N","N","N","N","N","2.6","0.4","72.4","1.0","3.3","0.7","33.9","1.1","40.9","1.2","21.8","0.8","111129","3788","41.3","1.9","58.7","1.9","76.5","1.9","17.0","1.6","6.5","1.3","56427","3454","55.0","3.0","50.2","3.0","4.8","1.3","45.0","3.0","38.4","2.8","6.7","2.0","28.6","(X)","28.6","(X)","27.2","(X)","54617","2485","62171","2114","35235","4861","33238","65123","14628","82521","7977","45319","32004","51027","17037","36966","17147","62686","2576","25374","5267","54921","5962","69137","4762","41890","2928","71290","2895","64066","6748","74699","4685","83048","2849","36867","3224","37749","2854","28559","3437","23112","3297","21781","1786","56366","10082","35693","4343","33778","4019","47427","17382","(X)","(X)","(X)","(X)","(X)","(X)","20863"
"310M100US26660","Huntsville, TX Micro Area","20414","2622","84.1","5.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76.6","6.9","20.6","4.6","26.8","7.1","33.1","5.2","19.5","3.9","12831","2087","N","N","N","N","N","N","N","N","N","N","7583","1518","54.8","12.2","44.4","12.3","10.4","5.7","45.2","12.2","35.9","12.0","9.3","7.2","24.1","(X)","31.2","(X)","12.2","(X)","36382","5349","42018","9294","20969","19829","-","N","N","-","**","-","**","-","**","51667","24917","41680","9720","20555","17090","38081","12339","52767","13350","46350","12355","53245","4209","45402","17897","57990","10543","70777","14345","21119","6985","35102","22983","22547","4282","15998","7852","18232","9858","7331","23006","28999","7073","31018","6783","2,500-","***","(X)","(X)","(X)","(X)","(X)","(X)","**"
"310M100US26740","Hutchinson, KS Micro Area","25462","1007","94.2","2.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.0","2.2","4.1","2.0","31.2","2.9","37.5","2.5","27.1","2.0","16467","1184","N","N","N","N","N","N","N","N","N","N","8995","1100","54.4","6.1","52.5","6.7","2.0","1.9","45.6","6.1","36.9","6.1","8.6","4.7","26.0","(X)","27.4","(X)","23.4","(X)","42739","7335","43559","7487","N","N","52188","N","N","-","**","22913","17566","N","N","28330","15282","43206","7866","15996","5027","41670","11264","58256","3769","30966","1525","55946","4781","51927","6991","58080","2873","61371","3306","27446","3926","55893","29542","26836","3547","23200","4301","22754","4498","91031","55250","31254","3505","27617","8657","46182","11702","(X)","(X)","(X)","(X)","(X)","(X)","7821"
"310M100US26820","Idaho Falls, ID Metro Area","43620","1029","93.9","1.7","N","N","N","N","N","N","N","N","N","N","N","N","8.1","1.3","89.6","1.5","2.8","1.0","37.9","2.3","37.1","2.7","22.2","1.3","32683","1372","51.1","3.0","48.9","3.0","78.4","3.9","16.3","3.3","5.2","2.1","10937","1263","58.5","4.9","50.5","5.3","8.0","3.6","41.5","4.9","37.8","5.1","3.7","2.1","26.5","(X)","25.4","(X)","26.9","(X)","49200","3167","50326","3472","67593","64733","N","43255","16734","-","**","42607","23632","25092","13697","43074","16542","50965","3767","32822","10082","52995","6694","57411","5962","39068","5186","58640","4037","60120","10446","57966","4161","69221","2883","28465","9343","37288","10693","27406","4963","24957","3917","22870","3189","54863","41311","32989","5462","31272","10211","51677","25250","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US26860","Indiana, PA Micro Area","34934","1037","97.0","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96.6","1.3","8.8","2.3","25.7","1.5","39.0","1.6","26.6","1.6","22825","1426","35.3","3.6","64.7","3.6","79.7","3.6","12.9","2.5","7.4","2.7","12109","1220","56.8","5.9","44.4","5.7","12.3","5.3","43.2","5.9","35.8","6.0","7.5","3.4","26.3","(X)","25.9","(X)","26.4","(X)","44403","4276","45370","3515","31363","6390","-","-","**","-","**","60451","48219","16648","15734","N","N","45424","3399","12474","6570","50881","5654","58799","6847","29928","4535","54255","3962","55128","4047","53371","6605","63219","5284","40176","13082","29498","8179","19341","4261","16402","3520","17260","3561","14430","9660","23927","7866","20931","8386","45237","14822","(X)","(X)","(X)","(X)","(X)","(X)","**"
"310M100US26900","Indianapolis-Carmel, IN Metro Area","682276","4881","78.8","0.5","15.4","0.4","0.3","0.1","2.0","0.2","N","N","2.2","0.3","1.3","0.2","4.6","0.3","76.6","0.5","4.4","0.4","38.2","0.6","39.1","0.5","18.3","0.3","447436","6992","46.9","1.0","53.1","1.0","73.0","1.0","20.5","0.9","6.6","0.7","234840","6067","53.5","1.4","45.2","1.4","8.3","0.8","46.5","1.4","37.7","1.3","8.7","0.9","25.1","(X)","25.3","(X)","23.2","(X)","51808","778","60058","1471","30721","949","32729","60389","12201","N","N","27183","5211","41317","3295","38215","5170","60286","1103","25884","1388","55762","2271","63141","1691","37391","1205","66265","1302","65662","2543","66707","1773","80882","1580","30123","1696","40508","5503","31531","955","29832","1742","26330","1316","53334","6376","33882","1739","30245","1813","52636","6636","(X)","(X)","(X)","(X)","(X)","(X)","7223"
"310M100US26980","Iowa City, IA Metro Area","64540","1351","89.5","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87.7","1.1","13.6","1.7","38.1","2.0","31.9","1.6","16.4","0.9","37371","1643","45.0","2.9","55.0","2.9","76.2","3.3","16.4","3.1","7.4","1.7","27169","1689","53.2","3.5","39.4","3.7","13.8","3.6","46.8","3.5","31.6","4.7","15.2","3.4","21.2","(X)","21.2","(X)","20.9","(X)","52767","3996","55531","5066","30752","19155","-","40888","11394","-","**","45904","25469","22134","19006","45943","15237","55631","4997","17879","4276","58734","7311","75721","7055","45707","8486","75729","3306","73373","5321","77335","4290","86795","7748","37264","4477","50194","21452","26535","3653","24199","2377","23156","2353","32318","11041","29918","3783","27627","5553","38047","11352","(X)","(X)","(X)","(X)","(X)","(X)","**"
"310M100US27060","Ithaca, NY Metro Area","38269","1291","85.3","2.8","N","N","N","N","10.9","2.6","N","N","N","N","N","N","N","N","82.2","3.1","10.0","2.3","35.8","3.0","34.9","2.2","19.2","1.9","19491","1300","N","N","N","N","N","N","N","N","N","N","18778","1552","53.8","5.3","35.9","5.5","17.9","5.0","46.2","5.3","29.7","6.1","16.5","5.7","31.8","(X)","31.8","(X)","29.9","(X)","49930","3987","52377","4212","N","N","N","32130","31789","-","**","-","**","N","N","24866","10712","54447","7374","2,500-","***","48845","6927","75242","10989","44925","5339","73308","10756","70829","18356","74074","9949","82777","7856","31914","7896","45380","27552","29160","4444","28104","5946","26757","5161","32326","9527","29730","13659","28373","13877","36482","17021","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US27100","Jackson, MI Metro Area","60420","1638","92.5","0.9","5.8","0.9","N","N","N","N","N","N","N","N","N","N","N","N","91.5","1.0","3.4","1.0","28.6","1.9","41.6","1.6","26.5","1.4","39288","1947","39.3","3.0","60.7","3.0","71.2","3.2","20.9","2.8","7.9","2.0","21132","1762","51.2","5.0","46.1","4.4","5.2","2.3","48.8","5.0","38.2","3.8","10.6","4.1","27.8","(X)","27.9","(X)","24.8","(X)","42653","3017","43901","3376","23186","10324","N","-","**","-","**","40000","36483","N","N","27228","23773","43961","3434","18842","5540","46037","7181","52907","4834","31845","3715","52352","3534","49169","7417","55239","5525","62244","3957","22004","3433","51502","3281","24003","3590","20011","2532","19262","2345","45833","30091","32225","6667","28133","7780","41679","13279","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US27140","Jackson, MS Metro Area","196282","2899","53.8","0.9","44.1","1.0","N","N","N","N","N","N","N","N","N","N","N","N","53.2","0.9","3.3","0.6","33.7","1.1","41.4","1.2","21.6","0.8","134366","3685","43.9","1.9","56.1","1.9","62.8","2.0","28.6","1.9","8.6","1.2","61916","3221","58.2","2.6","50.5","2.7","7.7","2.0","41.8","2.6","34.1","2.7","7.7","1.7","32.1","(X)","33.3","(X)","28.6","(X)","42604","1543","59378","2919","30111","1665","66925","62942","11722","42803","6509","30463","17727","47667","24528","26902","5209","59853","2739","18811","4847","42764","3231","50619","2285","35553","2738","53462","2353","49067","5868","56285","2238","75578","3705","26219","2143","34798","4732","26192","1794","23397","2655","21658","1828","41875","20731","30052","3837","27955","4208","42038","13394","(X)","(X)","(X)","(X)","(X)","(X)","37577"
"310M100US27180","Jackson, TN Metro Area","43040","1431","68.5","2.1","30.6","2.1","N","N","N","N","N","N","N","N","N","N","N","N","66.8","2.2","4.9","1.4","31.7","2.4","38.9","2.1","24.6","2.2","27288","1802","N","N","N","N","N","N","N","N","N","N","15752","1719","55.1","5.9","49.0","5.8","6.2","2.8","44.9","5.9","40.2","5.9","4.7","2.3","28.7","(X)","27.9","(X)","30.0","(X)","42270","4717","49914","6123","27336","4048","-","N","N","-","**","N","N","N","N","21555","4916","51504","8064","16014","6516","42048","5510","52836","8645","31786","5467","61649","5016","60645","20239","61948","4780","72468","6194","25069","6949","40996","19655","21054","3095","17815","2547","16422","3130","48049","36186","26079","3001","26324","2479","19363","15793","(X)","(X)","(X)","(X)","(X)","(X)","**"
"310M100US27260","Jacksonville, FL Metro Area","508977","6190","73.7","0.7","20.2","0.7","N","N","2.9","0.2","N","N","0.9","0.3","2.1","0.3","6.2","0.5","68.8","0.8","3.6","0.4","34.1","0.8","40.9","0.8","21.4","0.5","330353","7592","42.3","1.3","57.7","1.3","71.7","1.2","22.1","1.1","6.2","0.7","178624","6345","54.9","1.8","47.7","1.7","7.3","1.2","45.1","1.8","36.1","2.0","9.0","1.4","34.1","(X)","34.0","(X)","33.6","(X)","48118","1446","53623","1533","30733","1325","60197","67604","8432","89928","33039","40010","8413","31946","7880","45894","5603","54196","1566","27738","2741","49956","2531","56270","2745","38410","1704","60139","1599","56568","2865","61594","1469","74349","2604","30145","2016","40808","3420","29475","1717","25440","1581","23818","1735","42429","7929","34562","2482","31758","1754","51838","4503","(X)","(X)","(X)","(X)","(X)","(X)","28428"
"310M100US27340","Jacksonville, NC Metro Area","61842","1923","76.3","2.1","17.9","1.7","N","N","N","N","N","N","N","N","N","N","8.0","1.6","71.9","2.1","16.7","2.7","42.9","2.4","26.4","1.4","14.1","1.1","45955","2292","51.6","3.8","48.4","3.8","77.1","3.8","17.6","3.2","5.3","2.0","15887","1730","34.9","5.5","32.2","5.5","2.6","1.8","65.1","5.5","46.3","7.6","18.8","6.9","26.1","(X)","26.4","(X)","23.7","(X)","44250","2019","45247","2707","42717","5008","17093","N","N","-","**","N","N","36818","25474","37446","9909","46192","2656","38305","4208","42751","2773","70458","7182","40733","8334","47508","1922","44465","2078","51219","5421","51541","3755","33454","5169","40098","25215","30128","2928","28175","3790","27260","3605","47802","13393","32249","7709","27990","9460","42456","13454","(X)","(X)","(X)","(X)","(X)","(X)","11916"
"310M100US27460","Jamestown-Dunkirk-Fredonia, NY Micro Area","51814","1677","96.3","1.1","N","N","N","N","N","N","N","N","N","N","N","N","4.3","0.8","93.4","1.2","2.8","1.1","26.8","1.4","43.0","1.6","27.4","1.2","32564","1574","38.7","2.8","61.3","2.8","72.5","3.2","21.6","2.9","5.9","1.7","19250","1462","55.0","4.1","45.6","3.9","9.4","3.0","45.0","4.1","36.5","3.6","8.5","2.8","24.1","(X)","23.2","(X)","23.6","(X)","41376","1608","41878","1712","N","N","14252","2,500-","***","-","**","23036","20079","N","N","20995","4377","42629","2082","7550","15138","41670","4609","54421","3485","30632","1788","51500","2024","44951","6539","56767","4117","60258","3916","25976","3640","41572","21267","22745","3974","19342","2009","17838","2279","43810","8849","31215","2456","29814","6253","42986","25749","(X)","(X)","(X)","(X)","(X)","(X)","4390"
"310M100US27500","Janesville, WI Metro Area","63287","1354","93.5","1.0","2.4","0.5","N","N","N","N","N","N","N","N","N","N","N","N","89.8","1.1","4.3","1.2","32.9","1.4","39.9","1.4","22.9","1.1","41572","1920","46.0","2.7","54.0","2.7","71.5","3.0","21.8","3.0","6.6","1.6","21715","1695","50.2","4.0","44.8","4.4","5.4","2.2","49.8","4.0","36.2","4.4","13.6","4.2","24.8","(X)","23.2","(X)","23.5","(X)","45989","2351","46650","2470","33598","6530","22681","72019","27793","-","**","N","N","30313","27613","38098","12956","46779","2529","24985","7002","49989","3183","52984","4371","33809","3196","55664","3244","47144","4612","60084","2745","65750","3784","26269","6955","52287","11965","27036","2019","25012","2010","23767","2610","37903","3981","33926","3822","27373","5345","60640","19076","(X)","(X)","(X)","(X)","(X)","(X)","15984"
"310M100US27620","Jefferson City, MO Metro Area","57934","1724","93.1","1.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92.0","1.7","5.7","1.4","31.5","1.9","39.1","2.0","23.7","1.3","37856","2086","45.4","2.9","54.6","2.9","75.3","3.2","19.7","3.0","4.9","1.6","20078","2061","53.8","4.8","46.9","4.6","6.8","3.6","46.2","4.8","35.3","5.1","11.0","3.4","37.6","(X)","36.1","(X)","39.3","(X)","46835","4021","49685","2857","22122","4406","N","61289","15161","-","**","-","**","31271","1040","27690","13634","50008","2724","22378","4601","52690","7374","55190","5266","32373","2305","59902","3987","57068","5787","61022","4728","69584","3841","32654","3518","35876","8125","26805","2582","22537","2072","20878","2296","40635","26867","32543","5966","30743","2411","56197","30271","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US27740","Johnson City, TN Metro Area","83530","2247","96.5","0.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.6","0.8","4.7","1.0","31.2","1.6","36.5","1.6","27.6","1.4","51231","2150","37.6","2.9","62.4","2.9","74.7","2.5","18.5","2.4","6.8","1.6","32299","2144","51.8","3.9","44.3","3.7","7.5","2.1","48.2","3.9","40.9","3.6","7.3","2.3","28.0","(X)","29.9","(X)","24.4","(X)","39137","1915","39589","1978","18449","3301","-","N","N","-","**","2,500-","***","20931","8805","36117","2251","39825","1871","17837","5750","42708","3977","48203","3471","29121","4245","49749","2517","50075","7509","49672","2513","58391","3021","24754","5964","26506","9949","22978","3326","21401","3754","20882","3432","27087","10615","25625","4439","21484","5214","48407","21364","(X)","(X)","(X)","(X)","(X)","(X)","**"
"310M100US27780","Johnstown, PA Metro Area","58228","1397","96.6","0.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95.9","1.0","1.9","0.7","26.5","1.0","39.7","1.1","31.9","1.1","37266","1463","34.7","2.2","65.3","2.2","73.6","2.5","18.7","2.0","7.7","1.6","20962","1623","53.2","3.2","50.7","3.3","2.6","1.5","46.8","3.2","37.7","3.1","9.0","2.6","25.9","(X)","27.9","(X)","21.9","(X)","39969","2103","40813","2087","11546","2367","-","N","N","-","**","-","**","N","N","12929","10547","40944","2084","11676","4889","53689","4100","48647","4116","27591","2047","52802","3142","52188","6262","53035","3054","61238","3233","26875","3005","40750","9479","20384","1646","16939","1312","16361","1219","49207","41303","26244","3951","23320","4107","49250","22418","(X)","(X)","(X)","(X)","(X)","(X)","**"
"310M100US27860","Jonesboro, AR Metro Area","47481","1244","86.1","1.7","10.7","1.3","N","N","N","N","N","N","N","N","N","N","N","N","83.8","1.6","9.2","1.7","34.0","2.2","37.6","2.5","19.1","1.4","32596","1440","46.5","3.3","53.5","3.3","71.2","4.1","21.6","3.6","7.2","2.5","14885","1428","58.8","5.3","48.7","6.0","10.1","4.2","41.2","5.3","29.3","5.2","11.9","3.8","23.2","(X)","22.7","(X)","22.1","(X)","41551","2066","43685","4246","21238","7704","N","43647","35287","-","**","2,500-","***","80060","73760","24662","8659","44342","4220","15080","3793","44741","5658","48999","6664","39831","9782","51384","3295","45889","5612","54136","4745","60385","3808","27205","13427","43868","35648","21529","2293","20280","3708","16538","3851","32109","11826","25548","7364","25615","7614","19857","25200","(X)","(X)","(X)","(X)","(X)","(X)","N"
"310M100US27900","Joplin, MO Metro Area","68745","1507","93.2","0.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.7","1.1","6.6","1.3","32.9","1.3","36.9","1.5","23.6","1.1","45352","1857","45.0","2.9","55.0","2.9","76.1","3.6","16.9","2.7","7.1","2.4","23393","2175","54.6","4.1","46.8","4.4","7.8","3.3","45.4","4.1","34.8","4.7","10.6","3.6","31.0","(X)","29.2","(X)","32.6","(X)","38229","2372","38649","2422","N","N","28048","N","N","25909","15740","39205","22035","34750","11725","33661","11175","39378","2816","22223","2045","44504","5897","47786","6014","29700","2857","47986","2843","44682","7896","49031","2743","55905","4411","23119","4479","31109","10617","20586","1381","17696","2134","16142","2417","36766","24785","25795","5135","21278","2413","46792","17625","(X)","(X)","(X)","(X)","(X)","(X)","17593"
"310M100US27980","Kahului-Wailuku, HI Micro Area","52120","1977","49.3","2.2","N","N","N","N","25.2","2.4","8.1","1.1","N","N","15.8","2.6","8.4","1.5","44.8","2.1","2.0","0.9","30.3","2.2","45.5","2.2","22.1","1.9","34861","1802","40.5","3.6","59.5","3.6","74.1","3.5","19.2","3.3","6.6","1.7","17259","1725","48.2","5.3","37.1","4.6","11.1","3.7","51.8","5.3","41.4","5.6","10.4","3.5","25.8","(X)","27.1","(X)","21.6","(X)","61207","3554","61434","6765","53435","8806","61250","68148","9637","47894","9416","N","N","59495","7165","38057","16858","64210","6508","40724","38294","60275","7022","67971","10387","58530","6428","71311","4208","59298","9423","77369","5576","79947","4367","37992","6383","54729","14488","43743","4578","49168","6049","42068","7068","76987","6017","36813","9635","31387","10049","66403","27628","(X)","(X)","(X)","(X)","(X)","(X)","50108"
"310M100US28020","Kalamazoo-Portage, MI Metro Area","128529","2111","85.7","1.0","9.1","0.9","N","N","1.9","0.5","N","N","N","N","2.1","0.6","3.8","0.6","83.5","1.0","7.4","0.9","31.3","1.1","39.2","1.2","22.1","0.8","78278","2425","43.9","2.0","56.1","2.0","73.4","2.0","19.2","2.0","7.4","1.2","50251","2407","54.7","2.6","45.4","2.7","9.3","1.8","45.3","2.6","35.4","2.8","9.9","2.0","22.0","(X)","21.4","(X)","21.3","(X)","44326","2289","48010","2081","21860","4396","N","N","N","-","**","35321","10077","17714","7713","31556","14344","48150","2104","18698","3240","50312","1969","54871","3845","33755","1910","57224","2837","54046","3987","60199","3010","69385","2464","25039","2969","40131","8917","24142","2735","22333","2781","20353","2749","39267","10494","27267","4133","25195","4084","37044","20734","(X)","(X)","(X)","(X)","(X)","(X)","N"
