"GEO_ID","NAME","S2201_C01_011M","S2201_C01_012E","S2201_C01_012M","S2201_C01_013E","S2201_C01_013M","S2201_C01_014E","S2201_C01_014M","S2201_C01_015E","S2201_C01_015M","S2201_C01_016E","S2201_C01_016M","S2201_C01_017E","S2201_C01_017M","S2201_C01_018E","S2201_C01_018M","S2201_C01_019E","S2201_C01_019M","S2201_C01_020E","S2201_C01_020M","S2201_C01_021E","S2201_C01_021M","S2201_C02_001E","S2201_C02_001M","S2201_C02_002E","S2201_C02_002M","S2201_C02_003E","S2201_C02_003M","S2201_C02_004E","S2201_C02_004M","S2201_C02_005E","S2201_C02_005M","S2201_C02_006E","S2201_C02_006M","S2201_C02_007E","S2201_C02_007M","S2201_C02_008E","S2201_C02_008M","S2201_C02_009E","S2201_C02_009M","S2201_C02_010E","S2201_C02_010M","S2201_C02_011E","S2201_C02_011M","S2201_C02_012E","S2201_C02_012M","S2201_C02_013E","S2201_C02_013M","S2201_C02_014E","S2201_C02_014M","S2201_C02_015E","S2201_C02_015M","S2201_C02_016E","S2201_C02_016M","S2201_C02_017E","S2201_C02_017M","S2201_C02_018E","S2201_C02_018M","S2201_C02_019E","S2201_C02_019M","S2201_C02_020E","S2201_C02_020M","S2201_C02_021E","S2201_C02_021M","S2201_C03_001E","S2201_C03_001M","S2201_C03_002E","S2201_C03_002M","S2201_C03_003E","S2201_C03_003M","S2201_C03_004E","S2201_C03_004M","S2201_C03_005E","S2201_C03_005M","S2201_C03_006E","S2201_C03_006M","S2201_C03_007E","S2201_C03_007M","S2201_C03_008E","S2201_C03_008M","S2201_C03_009E","S2201_C03_009M","S2201_C03_010E","S2201_C03_010M","S2201_C03_011E","S2201_C03_011M","S2201_C03_012E","S2201_C03_012M","S2201_C03_013E","S2201_C03_013M","S2201_C03_014E","S2201_C03_014M","S2201_C03_015M","S2201_C03_015E","S2201_C03_016E","S2201_C03_016M","S2201_C03_017M","S2201_C03_018E","S2201_C03_018M","S2201_C03_019E","S2201_C03_019M","S2201_C03_020E","S2201_C03_020M","S2201_C03_021E","S2201_C03_021M","S2201_C01_001E","S2201_C01_001M","S2201_C01_002E","S2201_C01_002M","S2201_C01_003E","S2201_C01_003M","S2201_C01_004E","S2201_C01_004M","S2201_C01_005E","S2201_C01_005M","S2201_C01_006E","S2201_C01_006M","S2201_C01_007E","S2201_C01_007M","S2201_C01_008E","S2201_C01_008M","S2201_C01_009E","S2201_C01_009M","S2201_C01_010E","S2201_C01_010M","S2201_C01_011E","S2201_C03_017E"
"310M100US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","N","1.1","0.3","1.2","0.4","5.6","0.5","86.3","0.7","51678","1262","99027","2892","15.5","1.3","30.0","1.9","54.5","1.9","0.8","(X)","18651","1859","19.7","3.8","53.7","4.6","49.6","5.1","40.6","5.0","N","N","76.0","3.9","19.1","3.8","N","N","0.9","0.7","N","N","0.7","0.7","2.9","1.9","9.1","3.0","68.7","4.6","18390","2055","12281","1557","14.4","3.9","55.3","6.0","30.3","5.4","(X)","(X)","137075","2363","39.8","1.0","26.5","1.6","6.4","1.0","21.1","1.3","N","N","92.1","0.9","4.5","0.7","N","N","1.2","0.3","N","N","1.1","0.3","1.0","0.3","5.1","0.6","1.0","88.7","56794","1662","2884","15.7","1.2","26.4","2.1","57.9","2.1","(X)","(X)","155726","2004","37.4","0.8","29.8","1.5","11.6","1.2","23.5","1.3","N","N","90.2","0.7","6.2","0.6","N","N","1.1","0.3","N","86746"
"310M100US19380","Dayton, OH Metro Area","N","0.3","0.1","1.5","0.3","1.8","0.3","80.1","0.6","45524","1062","210460","4365","17.1","0.9","34.0","1.3","48.9","1.4","1.4","(X)","53897","3356","23.8","3.0","51.2","3.6","57.8","3.1","52.3","3.2","N","N","64.7","2.7","31.7","2.9","0.0","0.1","N","N","N","N","0.4","0.4","3.1","1.1","2.9","1.3","62.9","2.8","15752","1272","35167","2499","25.5","3.3","49.2","4.7","25.4","4.3","(X)","(X)","287343","4148","41.0","0.9","24.6","1.2","7.6","0.8","23.5","0.9","N","N","84.5","0.7","12.1","0.7","0.2","0.1","N","N","N","N","0.2","0.2","1.2","0.3","1.6","0.2","0.7","83.3","51797","1055","4531","15.4","1.0","30.9","1.5","53.6","1.5","(X)","(X)","341240","3334","38.3","0.6","28.8","0.9","15.5","1.1","28.0","0.9","N","N","81.4","0.6","15.2","0.6","0.1","0.1","N","N","N","175293"
"310M100US19460","Decatur, AL Metro Area","N","N","N","2.5","0.9","3.8","0.6","79.3","1.5","42088","3896","41426","2025","16.2","2.6","38.9","3.4","45.0","3.5","2.8","(X)","10267","1674","27.5","6.4","56.2","7.6","62.4","7.1","49.4","8.3","N","N","70.0","6.7","24.4","6.2","1.6","1.6","N","N","N","N","N","N","2.5","2.9","7.7","4.7","64.1","7.0","16222","2917","7374","1459","17.6","5.3","53.3","7.9","29.1","7.3","(X)","(X)","49523","1766","38.5","1.9","29.1","2.7","8.5","2.0","31.0","3.0","N","N","84.3","1.7","10.2","1.4","2.0","0.9","N","N","N","N","N","N","2.6","0.9","3.0","0.9","1.8","82.5","50291","1791","1928","15.9","2.9","35.7","3.6","48.4","3.7","(X)","(X)","59790","1582","36.6","1.7","33.7","2.5","17.8","2.6","34.2","2.6","N","N","81.9","1.5","12.6","1.2","2.0","0.7","N","N","N","34052"
"310M100US19500","Decatur, IL Metro Area","N","N","N","1.3","0.7","1.0","0.6","81.7","1.6","44533","2290","28912","1453","17.5","2.8","38.1","3.4","44.5","3.3","0.6","(X)","7168","1054","15.3","5.3","59.2","7.7","69.3","7.3","43.6","7.9","N","N","59.1","7.3","32.7","6.8","N","N","1.1","1.1","N","N","N","N","5.2","4.6","2.3","2.3","59.1","7.3","15191","2784","4861","944","21.1","7.7","55.6","9.0","23.3","7.5","(X)","(X)","39168","1292","40.9","2.0","23.2","2.6","10.9","2.5","24.0","2.4","N","N","86.7","1.8","12.0","1.7","N","N","0.7","0.3","N","N","N","N","0.6","0.4","0.8","0.5","1.8","85.9","50599","4045","1356","16.7","3.0","34.5","3.4","48.8","3.7","(X)","(X)","46336","989","37.0","1.7","28.7","2.3","19.9","2.2","27.1","2.5","N","N","82.4","1.5","15.2","1.4","N","N","0.7","0.2","N","24051"
"310M100US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","N","1.7","0.6","1.2","0.4","8.3","0.8","80.5","0.9","40106","1230","122097","4247","27.7","1.7","35.3","2.2","37.0","1.9","4.8","(X)","31651","2499","31.7","3.9","43.0","4.2","47.6","4.1","41.3","5.0","N","N","75.1","3.4","18.6","3.2","1.1","1.2","0.5","0.5","N","N","2.3","1.4","2.5","1.4","12.1","3.0","66.2","3.7","20218","3127","20562","2169","28.0","4.8","46.8","4.8","25.3","4.0","(X)","(X)","165948","4412","51.9","1.4","19.3","1.5","11.4","1.4","25.0","1.3","N","N","89.0","0.9","6.9","0.9","0.3","0.2","1.3","0.3","N","N","1.5","0.6","1.0","0.4","7.6","0.9","1.1","83.2","43897","1733","4303","27.7","1.8","33.0","2.4","39.4","2.1","(X)","(X)","197599","3845","48.7","1.2","23.1","1.3","17.2","1.3","27.6","1.3","N","N","86.8","0.9","8.8","0.7","0.4","0.2","1.2","0.2","N","101535"
"310M100US19740","Denver-Aurora-Broomfield, CO Metro Area","0.1","3.0","0.3","2.2","0.2","16.5","0.4","73.3","0.4","61453","764","639796","8591","10.5","0.5","32.8","0.8","56.8","0.9","1.1","(X)","90080","4731","21.0","2.0","60.2","2.6","49.9","2.8","38.0","2.5","96.1","1.1","67.7","2.7","16.3","2.2","2.0","0.5","3.3","0.9","0.1","0.1","6.8","1.6","3.9","1.1","37.2","2.6","40.9","2.8","21144","1195","64031","4064","17.7","2.2","51.3","3.1","31.0","3.0","(X)","(X)","930956","6590","29.7","0.4","30.0","0.7","7.8","0.5","16.7","0.5","97.9","0.2","87.3","0.5","4.2","0.3","0.6","0.1","3.1","0.2","0.1","0.1","2.7","0.2","2.1","0.2","14.5","0.4","0.5","76.4","66271","1028","8738","9.7","0.4","30.7","0.8","59.6","0.9","(X)","(X)","1021036","4844","29.0","0.3","32.6","0.7","11.5","0.5","18.6","0.6","97.8","0.2","85.6","0.4","5.3","0.2","0.7","0.1","3.1","0.2","0.1","575765"
"310M100US19780","Des Moines-West Des Moines, IA Metro Area","N","1.3","0.4","0.9","0.2","4.2","0.4","88.7","0.7","59157","1760","154879","3297","11.1","1.1","29.7","1.6","59.1","1.5","0.8","(X)","31794","2918","18.8","2.8","58.4","4.2","49.8","4.3","38.4","3.4","N","N","77.6","3.0","13.9","2.3","1.0","0.6","3.8","1.2","N","N","1.4","1.0","2.1","1.0","6.5","1.9","72.7","3.2","20473","2437","22910","2394","18.8","5.2","47.0","5.3","34.1","5.2","(X)","(X)","198434","3436","31.9","0.9","32.1","1.2","5.0","0.6","17.6","1.1","N","N","93.8","0.7","2.4","0.4","0.0","0.1","1.8","0.3","N","N","1.2","0.4","0.7","0.2","3.8","0.5","0.7","91.2","66184","1707","3060","9.8","0.8","26.7","1.6","63.5","1.5","(X)","(X)","230228","2417","30.1","0.7","35.7","1.2","11.2","1.1","20.5","1.1","N","N","91.6","0.7","4.0","0.4","0.2","0.1","2.1","0.3","N","131969"
"310M100US19820","Detroit-Warren-Livonia, MI Metro Area","N","0.7","0.1","1.4","0.1","2.9","0.1","70.5","0.3","50310","527","1068575","9902","17.0","0.4","34.2","0.6","48.8","0.6","1.4","(X)","304151","6269","27.8","1.0","47.9","1.4","52.6","1.3","48.3","1.2","N","N","47.1","1.3","48.2","1.3","0.4","0.2","1.1","0.2","N","N","1.0","0.3","2.3","0.3","4.2","0.4","44.3","1.2","17323","432","208097","5294","26.8","1.2","47.7","1.4","25.5","1.3","(X)","(X)","1341684","8980","38.4","0.4","27.7","0.5","7.4","0.4","22.1","0.5","N","N","78.4","0.4","16.3","0.4","0.3","0.1","3.2","0.2","N","N","0.6","0.1","1.2","0.1","2.7","0.2","0.4","76.4","59982","772","8624","14.6","0.4","30.9","0.7","54.4","0.7","(X)","(X)","1645835","7456","36.5","0.4","31.4","0.5","15.7","0.4","27.0","0.5","N","N","72.6","0.3","22.2","0.3","0.3","0.1","2.8","0.1","N","860478"
"310M100US20020","Dothan, AL Metro Area","N","N","N","1.2","0.4","2.1","0.5","73.9","1.2","37632","1953","37471","1524","19.3","2.0","37.2","2.6","43.5","2.7","2.1","(X)","8758","924","26.2","5.2","60.5","4.8","61.7","5.1","43.1","4.4","N","N","48.9","5.0","48.2","5.0","0.7","0.7","N","N","N","N","N","N","1.3","1.2","4.6","3.1","45.4","5.2","14378","1204","6621","796","23.6","5.3","58.8","5.9","17.6","4.1","(X)","(X)","47501","1304","41.6","1.4","23.0","1.8","11.0","1.3","31.4","1.9","N","N","80.2","1.2","17.3","1.2","0.3","0.2","N","N","N","N","N","N","1.2","0.4","1.6","0.4","1.2","79.1","44308","2246","1316","18.4","2.0","32.6","2.5","49.1","3.1","(X)","(X)","56259","1302","39.2","1.2","28.8","1.6","18.9","1.6","33.2","1.6","N","N","75.3","1.1","22.1","1.1","0.4","0.2","N","N","N","30850"
"310M100US20100","Dover, DE Metro Area","N","1.4","0.9","N","N","5.1","0.9","69.7","2.0","52894","4253","40837","2207","17.0","2.0","33.2","3.7","49.8","3.8","1.0","(X)","10289","1679","23.3","5.0","65.2","7.8","41.3","8.3","40.8","7.2","N","N","51.9","7.7","39.1","7.4","N","N","0.9","1.2","N","N","3.5","3.1","N","N","9.5","3.8","46.1","7.3","24646","2700","7756","1484","19.4","7.2","47.2","11.0","33.4","10.1","(X)","(X)","49210","1779","40.9","2.3","29.0","3.4","4.9","1.5","22.7","2.5","N","N","77.9","2.3","17.8","2.1","N","N","1.9","0.6","N","N","1.0","0.8","N","N","4.2","1.4","2.5","74.7","61930","4860","2249","16.4","1.8","29.9","3.9","53.7","3.8","(X)","(X)","59499","1441","37.8","1.9","35.3","3.4","11.2","1.8","25.8","2.4","N","N","73.4","1.9","21.5","1.9","N","N","1.7","0.5","N","33081"
"310M100US20180","DuBois, PA Micro Area","N","N","N","N","N","N","N","98.8","0.9","41817","1845","21145","1206","16.9","2.4","30.7","3.6","52.3","3.4","1.9","(X)","4717","791","28.5","8.3","45.7","10.4","53.9","9.2","45.6","8.1","N","N","98.2","2.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","97.3","3.2","16194","2045","2695","584","24.9","9.4","49.7","11.5","25.4","10.0","(X)","(X)","27469","1181","43.4","2.6","25.7","2.8","7.1","1.7","25.7","3.2","N","N","99.2","0.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.8","99.1","47710","2586","1063","15.8","2.1","28.0","3.8","56.3","3.8","(X)","(X)","32186","1124","41.2","2.0","28.6","3.0","13.9","2.0","28.6","3.1","N","N","99.1","0.7","N","N","N","N","N","N","N","18450"
"310M100US20220","Dubuque, IA Metro Area","N","N","N","2.1","0.8","1.3","0.4","95.0","1.0","49793","2872","24471","1160","15.8","2.2","25.0","3.3","59.1","3.4","0.7","(X)","3549","737","15.5","7.5","54.3","11.5","61.3","11.9","28.7","8.4","N","N","82.8","8.4","7.2","5.7","N","N","2.0","2.6","N","N","N","N","5.1","4.4","5.8","3.7","78.8","9.0","14862","6277","2517","578","22.4","9.7","55.5","11.6","22.2","9.4","(X)","(X)","34177","1251","37.7","1.5","28.1","2.8","5.9","1.4","20.6","2.5","N","N","97.3","0.9","0.3","0.3","N","N","0.6","0.3","N","N","N","N","1.8","0.8","0.8","0.4","0.9","96.7","53606","3106","1133","15.1","2.2","21.5","3.2","63.4","3.4","(X)","(X)","37726","964","35.6","1.5","30.5","2.7","11.1","2.0","21.3","2.5","N","N","95.9","0.8","0.9","0.6","N","N","0.7","0.2","N","21954"
"310M100US20260","Duluth, MN-WI Metro Area","N","N","N","1.4","0.4","0.8","0.2","94.3","0.6","46848","1672","69916","2019","17.4","1.6","31.8","2.1","50.8","2.1","1.7","(X)","14518","1150","22.6","4.5","42.2","5.3","52.9","4.7","48.6","5.3","N","N","87.2","3.2","3.5","1.8","4.5","1.7","1.6","1.6","N","N","N","N","3.3","2.1","1.8","1.3","85.8","3.2","15035","1530","8167","996","19.5","6.3","53.7","6.5","26.9","4.9","(X)","(X)","102013","1749","40.5","1.2","23.6","1.4","9.4","1.1","22.6","1.4","N","N","96.0","0.7","0.4","0.3","1.8","0.4","0.4","0.2","N","N","N","N","1.2","0.4","0.6","0.2","0.7","95.5","51774","1072","1912","17.1","1.5","28.9","2.1","54.0","2.2","(X)","(X)","116531","1810","38.3","1.1","25.9","1.4","14.8","1.2","25.9","1.5","N","N","94.9","0.6","0.8","0.3","2.2","0.4","0.6","0.2","N","61749"
"310M100US20380","Dunn, NC Micro Area","N","2.6","1.0","1.2","0.6","7.2","1.0","69.0","1.6","45655","3127","30368","1238","14.6","2.2","36.6","3.9","48.8","3.7","3.1","(X)","6587","950","22.2","5.2","58.9","7.5","55.0","7.8","38.9","7.5","N","N","52.1","7.4","36.9","6.7","2.0","1.9","N","N","N","N","6.5","4.3","2.0","1.9","10.9","4.6","48.4","7.5","17565","2293","4702","790","21.2","7.8","46.1","10.5","32.8","9.2","(X)","(X)","34621","1350","32.2","1.7","35.7","3.0","10.3","2.2","25.7","2.8","N","N","76.8","2.3","17.8","1.9","1.2","0.6","N","N","N","N","1.9","1.0","1.0","0.6","6.5","1.5","2.2","72.9","51528","2446","1224","13.4","2.2","34.8","4.1","51.7","4.0","(X)","(X)","41208","1246","30.6","1.5","39.5","2.6","17.5","2.3","27.8","2.6","N","N","72.8","1.8","20.9","1.6","1.3","0.5","N","N","N","25666"
"310M100US20500","Durham-Chapel Hill, NC Metro Area","N","1.3","0.4","1.7","0.4","7.3","0.6","59.6","1.1","50262","1854","128278","4034","13.7","1.3","33.8","2.5","52.5","2.5","0.7","(X)","26160","2749","25.4","3.8","53.6","6.1","50.4","5.9","39.0","5.2","N","N","38.7","5.1","54.8","4.8","0.4","0.5","1.0","1.1","N","N","2.6","1.8","2.2","1.5","17.1","3.8","25.9","4.5","20422","2676","18235","2421","18.9","6.0","49.8","6.4","31.3","5.8","(X)","(X)","181412","3541","31.8","0.9","26.5","1.6","10.6","1.2","16.7","1.2","N","N","69.3","1.2","23.3","1.1","0.3","0.1","4.3","0.4","N","N","1.1","0.4","1.6","0.4","5.9","0.7","1.2","64.4","57083","2935","3432","12.8","1.3","31.2","2.7","56.1","2.7","(X)","(X)","207572","2963","30.9","0.8","29.9","1.5","15.6","1.3","19.5","1.3","N","N","65.5","1.1","27.3","0.8","0.3","0.1","3.8","0.4","N","110043"
"310M100US20620","East Liverpool-Salem, OH Micro Area","N","N","N","N","N","N","N","97.2","1.6","44210","4025","29431","1574","14.3","2.3","31.3","4.2","54.3","4.1","0.6","(X)","8364","1223","30.7","6.9","52.4","8.6","51.7","9.1","57.7","9.1","N","N","93.9","5.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.9","5.5","18154","4918","5539","1016","23.6","8.1","44.6","10.8","31.8","10.6","(X)","(X)","34135","1433","40.4","2.7","27.6","3.3","6.5","2.0","24.4","3.2","N","N","98.5","1.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.4","98.0","52058","3100","1543","12.2","2.3","28.3","4.7","59.6","4.5","(X)","(X)","42499","1118","38.5","2.2","32.5","2.8","15.4","2.6","30.9","3.2","N","N","97.6","1.9","N","N","N","N","N","N","N","23892"
"310M100US20700","East Stroudsburg, PA Micro Area","N","1.4","0.8","3.2","1.4","10.4","1.6","73.5","2.3","56178","3740","40865","2159","15.6","2.8","30.1","4.3","54.3","4.3","1.0","(X)","7509","1475","28.2","9.3","53.5","10.4","42.4","10.0","38.8","10.6","N","N","73.4","9.4","17.3","7.9","N","N","N","N","N","N","7.9","5.6","1.4","1.9","22.3","9.0","61.0","10.2","22974","6517","5652","1329","26.3","10.6","32.1","13.2","41.6","13.5","(X)","(X)","50052","2537","41.8","2.7","27.6","3.1","7.1","2.1","25.6","2.8","N","N","83.1","2.4","10.8","2.4","N","N","N","N","N","N","0.4","0.4","3.4","1.6","8.6","1.7","2.8","75.4","62152","6276","2054","13.9","2.7","29.8","4.1","56.4","4.2","(X)","(X)","57561","2238","40.1","2.4","30.9","3.0","11.7","2.3","27.3","2.7","N","N","81.8","1.9","11.6","1.8","N","N","N","N","N","35213"
"310M100US20740","Eau Claire, WI Metro Area","N","N","N","N","N","0.8","0.5","96.4","0.8","48691","2387","41611","1514","13.5","1.7","28.3","3.4","58.2","3.6","0.6","(X)","8637","1220","21.2","5.9","49.1","9.2","44.6","7.9","47.3","8.3","N","N","89.3","4.6","N","N","N","N","8.2","4.1","N","N","N","N","N","N","0.7","0.8","88.6","4.6","22205","4683","5282","1138","11.5","5.6","53.0","11.7","35.5","11.3","(X)","(X)","56128","1682","35.6","1.7","26.0","2.0","9.4","1.8","19.0","1.9","N","N","98.2","0.7","N","N","N","N","0.8","0.5","N","N","N","N","N","N","0.8","0.5","0.8","97.6","55024","3192","1637","13.8","1.8","24.7","3.0","61.4","3.4","(X)","(X)","64765","1170","33.6","1.6","29.1","2.2","14.1","1.7","22.8","2.0","N","N","97.0","0.6","N","N","N","N","1.8","0.4","N","36329"
"310M100US20940","El Centro, CA Metro Area","N","8.9","2.1","2.5","0.9","75.6","1.9","20.4","1.7","40200","5198","36577","2067","17.2","3.1","37.1","4.0","45.6","3.9","0.4","(X)","9764","1559","26.6","7.7","66.5","9.1","56.7","8.7","42.3","8.4","N","N","87.7","4.1","N","N","1.3","0.9","1.3","1.1","N","N","5.5","3.3","3.1","2.2","84.1","6.1","10.4","5.5","16534","2732","8311","1385","26.6","9.3","45.1","9.7","28.3","8.6","(X)","(X)","36983","2112","39.1","2.8","42.2","3.7","15.8","3.0","34.7","3.6","N","N","84.9","2.6","N","N","0.6","0.3","1.5","0.8","N","N","9.8","2.5","2.4","0.9","73.4","2.8","2.5","23.1","45410","3022","2176","14.5","2.8","34.8","4.2","50.8","4.3","(X)","(X)","46747","1674","36.5","2.4","47.3","3.6","24.4","2.7","36.3","3.5","N","N","85.5","2.3","N","N","0.7","0.2","1.4","0.6","N","28266"
"310M100US21020","Elizabeth City, NC Micro Area","N","N","N","N","N","N","N","67.4","3.0","45779","2711","17798","1432","16.5","3.7","34.8","4.9","48.7","5.1","0.6","(X)","4622","929","27.5","10.0","58.7","10.0","44.6","12.3","38.3","10.9","N","N","33.8","10.3","62.2","11.1","N","N","N","N","N","N","N","N","N","N","N","N","33.8","10.3","17306","13751","3569","845","14.5","9.2","53.9","12.6","31.6","11.1","(X)","(X)","19397","1278","40.8","3.8","25.7","4.5","3.6","1.9","30.2","3.8","N","N","76.5","3.7","21.6","3.5","N","N","N","N","N","N","N","N","N","N","N","N","3.5","75.4","51931","3763","1278","17.0","3.6","30.0","5.7","53.0","5.8","(X)","(X)","24019","1263","38.2","3.3","32.1","3.9","11.5","3.5","31.8","3.9","N","N","68.3","3.1","29.4","3.0","N","N","N","N","N","14229"
"310M100US21060","Elizabethtown, KY Metro Area","N","N","N","2.0","0.9","3.3","0.9","81.9","1.5","47323","2487","32563","1730","13.4","2.4","39.1","4.2","47.5","4.0","0.4","(X)","6304","1248","17.5","6.6","65.0","8.6","56.4","9.9","42.0","10.9","N","N","76.1","7.9","16.8","6.8","N","N","N","N","N","N","N","N","5.8","4.6","0.5","0.9","75.6","7.9","16105","2765","5029","1067","22.4","7.8","62.7","9.7","14.9","7.1","(X)","(X)","38694","1909","33.9","2.5","31.3","2.9","7.6","2.0","26.8","3.6","N","N","85.4","1.8","10.7","1.7","N","N","N","N","N","N","N","N","1.4","0.8","3.8","1.0","1.8","82.9","55103","4150","1755","11.7","2.4","34.8","4.9","53.5","4.6","(X)","(X)","44998","1663","31.6","2.2","36.0","2.6","14.5","2.2","28.9","3.3","N","N","84.1","1.5","11.6","1.4","N","N","N","N","N","27534"
"310M100US21140","Elkhart-Goshen, IN Metro Area","N","2.7","0.7","1.5","0.7","9.3","0.8","83.5","1.3","45315","2161","51391","2425","13.4","1.9","32.6","3.1","54.0","3.4","1.0","(X)","10383","1729","14.3","5.0","61.2","8.3","58.7","7.9","54.3","7.8","N","N","81.8","6.4","14.4","5.9","N","N","N","N","N","N","2.3","1.8","1.6","1.9","10.3","4.1","74.7","6.9","18523","4428","7759","1517","23.8","7.6","46.2","10.9","29.9","10.3","(X)","(X)","60474","1778","38.2","2.1","36.8","2.7","5.8","1.3","26.0","2.6","N","N","90.8","1.5","4.0","1.1","N","N","N","N","N","N","2.8","0.9","1.5","0.8","9.1","1.2","1.7","85.1","50005","2223","2288","11.5","2.1","30.2","3.5","58.3","3.9","(X)","(X)","70857","1522","34.7","1.7","40.3","2.6","13.6","2.1","30.1","2.8","N","N","89.5","1.3","5.5","0.9","N","N","N","N","N","43632"
"310M100US21300","Elmira, NY Metro Area","N","N","N","1.8","1.1","N","N","92.1","1.9","45974","5541","21481","1408","16.6","2.8","32.6","4.3","50.8","4.4","0.2","(X)","5539","915","23.3","7.0","30.0","8.8","53.4","8.7","50.0","8.8","N","N","73.9","9.3","17.1","9.0","N","N","N","N","N","N","N","N","9.0","6.4","N","N","73.9","9.3","13848","2285","2653","669","32.6","11.2","38.6","12.2","28.8","8.8","(X)","(X)","29328","1337","41.3","2.6","28.1","3.4","6.8","2.2","22.9","3.2","N","N","96.3","1.6","2.1","1.3","N","N","N","N","N","N","N","N","0.4","0.5","N","N","1.8","95.5","55112","3472","1309","14.4","2.8","31.8","4.4","53.9","5.1","(X)","(X)","34867","1214","38.4","1.9","28.4","2.9","14.2","2.3","27.2","3.0","N","N","92.8","2.0","4.5","1.7","N","N","N","N","N","18828"
"310M100US21340","El Paso, TX Metro Area","N","9.2","1.0","2.3","0.4","76.5","0.8","17.3","0.7","40345","1283","200341","3792","13.1","1.1","38.5","1.9","48.5","1.9","0.6","(X)","64129","4043","30.9","2.5","66.4","2.4","57.4","3.1","40.3","2.9","N","N","83.4","2.4","3.1","0.9","0.6","0.3","0.3","0.3","N","N","11.1","2.0","1.6","0.6","91.8","1.8","4.7","1.4","18145","1562","53017","3402","20.3","2.5","45.7","3.4","34.0","3.9","(X)","(X)","196516","3997","32.1","1.1","38.5","1.5","11.9","1.2","26.0","1.7","N","N","82.4","1.3","4.2","0.5","0.7","0.2","1.4","0.4","N","N","8.6","1.1","2.5","0.5","71.5","1.2","1.0","21.4","50066","1635","4597","10.5","1.3","35.9","2.1","53.7","1.9","(X)","(X)","260645","2764","31.8","0.9","45.3","1.3","23.1","1.2","29.5","1.6","N","N","82.6","1.2","4.0","0.4","0.7","0.2","1.2","0.3","N","147324"
"310M100US21460","Enterprise-Ozark, AL Micro Area","N","N","N","1.5","0.7","5.1","0.8","74.6","1.6","43128","3226","26416","1500","19.6","2.5","38.0","4.1","42.3","3.8","4.1","(X)","6011","1004","20.1","6.2","49.8","9.0","50.8","8.9","62.9","8.8","N","N","53.3","7.9","39.1","8.4","2.0","2.6","N","N","N","N","N","N","3.9","3.5","6.5","5.3","47.5","7.4","17661","4063","3881","772","31.9","10.1","36.5","8.4","31.6","9.3","(X)","(X)","34783","1153","38.1","1.9","26.5","3.1","11.7","2.9","32.0","2.7","N","N","84.1","1.6","12.9","1.4","0.7","0.4","N","N","N","N","N","N","1.1","0.5","4.9","1.4","1.7","79.2","48709","2511","1500","17.5","2.5","38.3","4.4","44.2","4.3","(X)","(X)","40794","1012","35.5","1.8","29.9","2.8","17.4","3.1","36.6","2.6","N","N","79.5","1.5","16.8","1.5","0.9","0.4","N","N","N","22535"
"310M100US21500","Erie, PA Metro Area","N","0.9","0.4","0.8","0.4","2.4","0.5","90.4","0.8","46563","2077","71175","2189","16.4","1.7","32.4","2.3","51.2","2.2","1.5","(X)","20312","1688","23.0","3.5","52.2","4.9","51.7","5.3","57.5","5.1","N","N","73.8","4.2","18.0","3.0","N","N","0.8","0.9","N","N","3.8","2.3","2.7","1.6","8.0","2.6","71.8","4.4","17553","2338","13392","1587","26.1","6.6","47.6","6.6","26.2","6.0","(X)","(X)","89661","2187","39.7","1.3","23.8","1.4","7.6","1.2","22.7","1.7","N","N","95.3","0.9","3.4","0.8","N","N","0.5","0.3","N","N","0.2","0.2","0.4","0.2","1.2","0.5","1.0","94.6","54129","1929","1972","14.1","1.6","28.9","2.5","57.0","2.4","(X)","(X)","109973","1661","36.6","1.1","29.1","1.6","15.7","1.5","29.1","1.7","N","N","91.3","0.8","6.1","0.6","N","N","0.6","0.2","N","57783"
"310M100US21660","Eugene-Springfield, OR Metro Area","N","1.3","0.5","3.2","0.7","4.8","0.6","88.6","1.0","40675","1785","86257","2599","21.8","1.7","35.4","2.7","42.9","2.7","1.3","(X)","35133","2450","24.5","3.0","48.0","4.1","48.3","4.6","39.5","4.1","N","N","88.7","2.6","1.4","1.2","2.0","1.2","1.2","0.9","N","N","1.7","1.3","4.9","1.9","7.6","2.3","83.7","3.1","19842","2124","21916","1896","19.9","3.9","47.9","6.2","32.2","5.6","(X)","(X)","111194","2886","43.5","1.2","19.3","1.7","11.4","1.5","25.0","1.9","N","N","92.0","1.1","0.3","0.2","1.0","0.4","2.8","0.6","N","N","1.1","0.6","2.6","0.7","3.9","0.8","1.2","90.2","50256","1843","2549","22.4","2.0","31.1","2.9","46.5","3.1","(X)","(X)","146327","2006","38.9","1.1","26.2","1.6","20.2","1.7","28.4","1.7","N","N","91.2","1.0","0.6","0.4","1.2","0.4","2.4","0.5","N","64341"
