"GEO_ID","NAME","S2201_C01_011M","S2201_C01_012E","S2201_C01_012M","S2201_C01_013E","S2201_C01_013M","S2201_C01_014E","S2201_C01_014M","S2201_C01_015E","S2201_C01_015M","S2201_C01_016E","S2201_C01_016M","S2201_C01_017E","S2201_C01_017M","S2201_C01_018E","S2201_C01_018M","S2201_C01_019E","S2201_C01_019M","S2201_C01_020E","S2201_C01_020M","S2201_C01_021E","S2201_C01_021M","S2201_C02_001E","S2201_C02_001M","S2201_C02_002E","S2201_C02_002M","S2201_C02_003E","S2201_C02_003M","S2201_C02_004E","S2201_C02_004M","S2201_C02_005E","S2201_C02_005M","S2201_C02_006E","S2201_C02_006M","S2201_C02_007E","S2201_C02_007M","S2201_C02_008E","S2201_C02_008M","S2201_C02_009E","S2201_C02_009M","S2201_C02_010E","S2201_C02_010M","S2201_C02_011E","S2201_C02_011M","S2201_C02_012E","S2201_C02_012M","S2201_C02_013E","S2201_C02_013M","S2201_C02_014E","S2201_C02_014M","S2201_C02_015E","S2201_C02_015M","S2201_C02_016E","S2201_C02_016M","S2201_C02_017E","S2201_C02_017M","S2201_C02_018E","S2201_C02_018M","S2201_C02_019E","S2201_C02_019M","S2201_C02_020E","S2201_C02_020M","S2201_C02_021E","S2201_C02_021M","S2201_C03_001E","S2201_C03_001M","S2201_C03_002E","S2201_C03_002M","S2201_C03_003E","S2201_C03_003M","S2201_C03_004E","S2201_C03_004M","S2201_C03_005E","S2201_C03_005M","S2201_C03_006E","S2201_C03_006M","S2201_C03_007E","S2201_C03_007M","S2201_C03_008E","S2201_C03_008M","S2201_C03_009E","S2201_C03_009M","S2201_C03_010E","S2201_C03_010M","S2201_C03_011E","S2201_C03_011M","S2201_C03_012E","S2201_C03_012M","S2201_C03_013E","S2201_C03_013M","S2201_C03_014E","S2201_C03_014M","S2201_C03_015M","S2201_C03_015E","S2201_C03_016E","S2201_C03_016M","S2201_C03_017M","S2201_C03_018E","S2201_C03_018M","S2201_C03_019E","S2201_C03_019M","S2201_C03_020E","S2201_C03_020M","S2201_C03_021E","S2201_C03_021M","S2201_C01_001E","S2201_C01_001M","S2201_C01_002E","S2201_C01_002M","S2201_C01_003E","S2201_C01_003M","S2201_C01_004E","S2201_C01_004M","S2201_C01_005E","S2201_C01_005M","S2201_C01_006E","S2201_C01_006M","S2201_C01_007E","S2201_C01_007M","S2201_C01_008E","S2201_C01_008M","S2201_C01_009E","S2201_C01_009M","S2201_C01_010E","S2201_C01_010M","S2201_C01_011E","S2201_C03_017E"
"id","Geographic Area Name","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Some other race","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Some other race","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)","Total!!Margin of Error!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)","Total!!Estimate!!WORK STATUS!!Families","Total!!Margin of Error!!WORK STATUS!!Families","Total!!Estimate!!WORK STATUS!!No workers in past 12 months","Total!!Margin of Error!!WORK STATUS!!No workers in past 12 months","Total!!Estimate!!WORK STATUS!!1 worker in past 12 months","Total!!Margin of Error!!WORK STATUS!!1 worker in past 12 months","Total!!Estimate!!WORK STATUS!!2 or more workers in past 12 months","Total!!Margin of Error!!WORK STATUS!!2 or more workers in past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Food stamp/SNAP recipiency","Total!!Margin of Error!!PERCENT IMPUTED!!Food stamp/SNAP recipiency","Households receiving food stamps!!Estimate!!Households","Households receiving food stamps!!Margin of Error!!Households","Households receiving food stamps!!Estimate!!With one or more people 60 years and over","Households receiving food stamps!!Margin of Error!!With one or more people 60 years and over","Households receiving food stamps!!Estimate!!With children under 18 years","Households receiving food stamps!!Margin of Error!!With children under 18 years","Households receiving food stamps!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Households receiving food stamps!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Households receiving food stamps!!Estimate!!DISABILITY STATUS!!With one or more people with a disability","Households receiving food stamps!!Margin of Error!!DISABILITY STATUS!!With one or more people with a disability","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!White","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!White","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Black or African American","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Black or African American","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!American Indian and Alaska Native","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!American Indian and Alaska Native","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Asian","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Asian","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Native Hawaiian and Other Pacific Islander","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Native Hawaiian and Other Pacific Islander","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Some other race","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Some other race","Households receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races","Households receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races","Households receiving food stamps!!Estimate!!Hispanic or Latino origin (of any race)","Households receiving food stamps!!Margin of Error!!Hispanic or Latino origin (of any race)","Households receiving food stamps!!Estimate!!White alone, not Hispanic or Latino","Households receiving food stamps!!Margin of Error!!White alone, not Hispanic or Latino","Households receiving food stamps!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)","Households receiving food stamps!!Margin of Error!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)","Households receiving food stamps!!Estimate!!WORK STATUS!!Families","Households receiving food stamps!!Margin of Error!!WORK STATUS!!Families","Households receiving food stamps!!Estimate!!WORK STATUS!!No workers in past 12 months","Households receiving food stamps!!Margin of Error!!WORK STATUS!!No workers in past 12 months","Households receiving food stamps!!Estimate!!WORK STATUS!!1 worker in past 12 months","Households receiving food stamps!!Margin of Error!!WORK STATUS!!1 worker in past 12 months","Households receiving food stamps!!Estimate!!WORK STATUS!!2 or more workers in past 12 months","Households receiving food stamps!!Margin of Error!!WORK STATUS!!2 or more workers in past 12 months","Households receiving food stamps!!Estimate!!PERCENT IMPUTED!!Food stamp/SNAP recipiency","Households receiving food stamps!!Margin of Error!!PERCENT IMPUTED!!Food stamp/SNAP recipiency","Households not receiving food stamps!!Estimate!!Households","Households not receiving food stamps!!Margin of Error!!Households","Households not receiving food stamps!!Estimate!!With one or more people 60 years and over","Households not receiving food stamps!!Margin of Error!!With one or more people 60 years and over","Households not receiving food stamps!!Estimate!!With children under 18 years","Households not receiving food stamps!!Margin of Error!!With children under 18 years","Households not receiving food stamps!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Households not receiving food stamps!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Households not receiving food stamps!!Estimate!!DISABILITY STATUS!!With one or more people with a disability","Households not receiving food stamps!!Margin of Error!!DISABILITY STATUS!!With one or more people with a disability","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!White","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!White","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Black or African American","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Black or African American","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!American Indian and Alaska Native","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!American Indian and Alaska Native","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Asian","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Asian","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Native Hawaiian and Other Pacific Islander","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Native Hawaiian and Other Pacific Islander","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Some other race","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Some other race","Households not receiving food stamps!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races","Households not receiving food stamps!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races","Households not receiving food stamps!!Estimate!!Hispanic or Latino origin (of any race)","Households not receiving food stamps!!Margin of Error!!Hispanic or Latino origin (of any race)","Households not receiving food stamps!!Margin of Error!!White alone, not Hispanic or Latino","Households not receiving food stamps!!Estimate!!White alone, not Hispanic or Latino","Households not receiving food stamps!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)","Households not receiving food stamps!!Margin of Error!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)","Households not receiving food stamps!!Margin of Error!!WORK STATUS!!Families","Households not receiving food stamps!!Estimate!!WORK STATUS!!No workers in past 12 months","Households not receiving food stamps!!Margin of Error!!WORK STATUS!!No workers in past 12 months","Households not receiving food stamps!!Estimate!!WORK STATUS!!1 worker in past 12 months","Households not receiving food stamps!!Margin of Error!!WORK STATUS!!1 worker in past 12 months","Households not receiving food stamps!!Estimate!!WORK STATUS!!2 or more workers in past 12 months","Households not receiving food stamps!!Margin of Error!!WORK STATUS!!2 or more workers in past 12 months","Households not receiving food stamps!!Estimate!!PERCENT IMPUTED!!Food stamp/SNAP recipiency","Households not receiving food stamps!!Margin of Error!!PERCENT IMPUTED!!Food stamp/SNAP recipiency","Total!!Estimate!!Households","Total!!Margin of Error!!Households","Total!!Estimate!!With one or more people 60 years and over","Total!!Margin of Error!!With one or more people 60 years and over","Total!!Estimate!!With children under 18 years","Total!!Margin of Error!!With children under 18 years","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Total!!Estimate!!DISABILITY STATUS!!With one or more people with a disability","Total!!Margin of Error!!DISABILITY STATUS!!With one or more people with a disability","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!White","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!White","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Black or African American","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Black or African American","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!American Indian and Alaska Native","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Asian","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Asian","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Native Hawaiian and Other Pacific Islander","Households not receiving food stamps!!Estimate!!WORK STATUS!!Families"
"310M100US48740","Willimantic, CT Micro Area","N","N","N","2.0","1.2","7.9","1.0","89.2","1.3","54098","4208","29177","1754","15.8","2.8","27.8","4.2","56.3","3.9","0.5","(X)","7370","1051","35.1","7.7","52.2","7.8","49.2","8.7","45.8","7.6","N","N","87.9","5.3","2.0","2.5","N","N","N","N","N","N","N","N","7.7","5.2","32.5","7.2","64.4","7.3","16322","2587","5039","922","21.7","11.4","44.8","12.7","33.5","10.5","(X)","(X)","35797","1704","36.4","2.5","25.8","3.1","3.3","1.3","20.4","3.0","N","N","96.3","1.6","1.7","1.0","N","N","N","N","N","N","N","N","0.8","0.8","2.8","1.1","1.7","94.2","62744","4045","1850","14.6","2.9","24.3","3.9","61.1","3.9","(X)","(X)","43167","1526","36.2","2.0","30.3","2.8","11.1","2.0","24.8","2.8","N","N","94.9","1.4","1.7","0.7","N","N","N","N","N","24138"
"310M100US48900","Wilmington, NC Metro Area","N","1.1","0.4","1.3","0.4","3.5","0.5","81.8","1.0","49999","1652","98975","3914","20.8","1.8","31.5","2.4","47.7","2.5","2.2","(X)","19366","2128","30.2","5.7","50.7","5.6","48.4","4.8","45.0","5.5","N","N","62.4","5.4","30.1","5.3","N","N","0.7","0.8","N","N","2.8","1.9","3.2","2.1","6.5","2.8","59.3","5.3","17067","1538","13925","2007","20.8","5.5","49.1","7.2","30.1","6.5","(X)","(X)","132926","3247","41.7","1.4","23.6","2.0","8.8","1.2","23.2","1.6","N","N","87.0","1.1","9.8","0.9","N","N","1.1","0.4","N","N","0.9","0.4","1.0","0.4","3.0","0.6","1.1","85.1","55689","1990","3386","20.8","2.0","28.6","2.8","50.6","2.9","(X)","(X)","152292","3798","40.3","1.3","27.0","1.8","13.8","1.5","26.0","1.4","N","N","83.8","1.0","12.4","0.9","N","N","1.1","0.3","N","85050"
"310M100US48980","Wilson, NC Micro Area","N","3.4","1.1","N","N","5.7","1.3","54.5","2.5","37020","2118","19810","1343","19.1","3.9","33.2","4.6","47.6","4.8","0.4","(X)","5979","1022","25.2","6.6","45.8","9.4","72.3","7.6","39.7","8.5","N","N","17.6","7.1","70.8","9.3","N","N","N","N","N","N","5.3","4.7","N","N","11.2","8.1","17.6","7.1","10151","2544","3491","756","25.7","11.4","58.2","13.2","16.0","7.7","(X)","(X)","25783","1307","40.2","3.0","23.6","3.2","9.7","2.9","24.4","3.7","N","N","64.6","3.4","29.7","3.4","N","N","N","N","N","N","3.0","1.1","N","N","4.5","1.0","3.3","63.1","45829","4253","1325","17.7","3.8","27.9","4.1","54.4","4.9","(X)","(X)","31762","1146","37.4","2.6","27.8","2.9","21.5","3.2","27.2","3.5","N","N","55.8","2.6","37.5","2.8","N","N","N","N","N","16319"
"310M100US49020","Winchester, VA-WV Metro Area","N","N","N","N","N","5.9","1.1","86.9","1.7","47850","3783","31324","1605","14.5","2.7","33.8","4.7","51.7","4.2","0.7","(X)","4322","985","35.7","10.5","42.9","12.4","36.3","10.9","66.1","11.6","N","N","79.9","10.7","10.4","7.8","N","N","N","N","N","N","N","N","N","N","9.1","6.2","76.7","10.3","20366","4995","2855","903","19.1","10.3","60.9","14.8","20.0","10.7","(X)","(X)","46493","2087","38.7","2.8","26.2","2.7","9.8","2.2","23.2","2.9","N","N","92.0","1.8","4.7","1.3","N","N","N","N","N","N","N","N","N","N","5.6","1.2","1.9","87.8","50991","3182","1771","14.0","2.9","31.1","4.9","54.9","4.4","(X)","(X)","50815","1846","38.5","2.7","27.7","2.7","12.0","2.3","26.8","2.9","N","N","91.0","1.7","5.2","1.1","N","N","N","N","N","28469"
"310M100US49180","Winston-Salem, NC Metro Area","N","1.0","0.3","1.0","0.3","6.3","0.6","70.6","0.8","42254","1561","125823","3445","17.8","1.6","35.3","2.1","46.9","1.9","1.8","(X)","28172","2346","23.6","3.2","55.0","5.0","61.3","4.5","39.7","4.7","N","N","56.2","4.6","40.7","4.3","N","N","0.7","1.0","N","N","1.9","1.3","0.6","0.4","10.8","2.8","47.9","4.7","15694","1554","19214","2104","27.9","5.5","48.9","6.5","23.3","4.2","(X)","(X)","164933","3350","37.4","1.2","27.7","1.8","10.6","1.2","20.7","1.4","N","N","79.0","0.9","17.4","1.0","N","N","1.5","0.4","N","N","0.8","0.3","1.1","0.4","5.6","0.8","1.0","74.5","48074","2105","3365","15.9","1.5","32.9","2.0","51.2","2.1","(X)","(X)","193105","2485","35.4","1.0","31.7","1.6","18.0","1.4","23.5","1.5","N","N","75.6","0.7","20.8","0.7","N","N","1.4","0.2","N","106609"
"310M100US49300","Wooster, OH Micro Area","N","N","N","N","N","N","N","95.7","1.1","47946","3492","30211","1484","13.0","1.8","30.7","3.8","56.3","3.5","3.5","(X)","5021","803","28.1","7.5","49.8","10.1","44.9","9.4","40.2","10.1","N","N","95.2","3.7","4.8","3.7","N","N","N","N","N","N","N","N","N","N","N","N","95.2","3.7","20514","2687","3345","657","20.7","9.8","50.8","11.5","28.6","9.2","(X)","(X)","37225","1326","41.3","2.1","28.6","2.8","7.6","1.8","19.9","2.6","N","N","96.2","1.4","1.1","0.7","N","N","N","N","N","N","N","N","N","N","N","N","1.3","95.8","54618","4213","1381","12.1","1.9","28.2","4.0","59.7","3.7","(X)","(X)","42246","1088","39.7","1.9","31.1","2.8","12.1","2.0","22.3","2.7","N","N","96.1","1.2","1.5","0.7","N","N","N","N","N","26866"
"310M100US49340","Worcester, MA Metro Area","N","2.3","0.4","1.7","0.4","7.5","0.5","84.9","0.5","62505","1711","196645","4218","14.1","1.1","26.8","1.4","59.1","1.4","0.9","(X)","39332","3248","30.1","3.2","46.5","3.7","47.0","4.3","51.0","4.3","N","N","77.7","3.2","5.1","1.3","1.1","0.9","3.7","1.6","N","N","6.6","1.9","5.9","1.9","26.2","3.1","63.1","3.6","20240","2668","25103","2495","31.4","5.0","39.2","5.5","29.4","4.4","(X)","(X)","260976","4118","36.0","0.8","29.9","1.2","6.4","0.8","19.6","1.1","N","N","90.8","0.6","2.9","0.4","0.2","0.1","3.3","0.3","N","N","1.7","0.4","1.1","0.3","4.7","0.5","0.7","88.2","71330","1384","3902","11.6","1.0","25.0","1.6","63.4","1.5","(X)","(X)","300308","3373","35.2","0.7","32.1","1.2","11.7","0.8","23.7","1.0","N","N","89.1","0.6","3.2","0.3","0.3","0.1","3.3","0.3","N","171542"
"310M100US49420","Yakima, WA Metro Area","N","9.3","1.6","1.4","0.5","35.2","1.4","58.5","1.4","43942","2209","56048","2389","13.1","1.9","29.2","2.9","57.6","2.7","1.0","(X)","19497","1683","23.0","4.3","62.1","5.8","52.5","4.9","35.0","5.3","N","N","75.8","4.7","1.0","1.1","5.2","1.7","1.9","1.7","N","N","13.5","4.2","2.6","1.4","53.6","6.1","37.0","5.8","19632","2421","14462","1662","15.4","4.6","38.9","6.4","45.7","6.4","(X)","(X)","58975","2049","39.0","2.0","32.4","2.6","8.9","1.6","24.7","2.5","N","N","86.3","2.0","0.2","0.2","2.9","0.8","1.3","0.6","N","N","7.9","1.6","1.0","0.5","29.2","2.5","2.6","65.7","53813","4266","2001","12.4","2.0","25.8","3.0","61.8","2.9","(X)","(X)","78472","1783","35.1","1.7","39.8","2.4","19.7","1.8","27.3","2.2","N","N","83.7","2.0","0.4","0.3","3.5","0.6","1.5","0.3","N","41586"
"310M100US49500","Yauco, PR Metro Area","N","1.3","0.7","2.7","1.3","99.3","0.5","N","N","15561","1354","23618","1533","40.7","3.4","40.0","3.7","19.3","3.3","2.2","(X)","15733","1339","50.1","4.7","35.5","4.2","83.0","4.8","52.1","4.8","N","N","92.1","2.8","3.3","1.9","N","N","N","N","N","N","1.1","0.8","3.5","2.1","99.6","0.6","N","N","8210","1274","11857","1254","54.0","5.6","34.7","6.1","11.3","3.7","(X)","(X)","14985","1426","50.3","5.2","36.8","5.4","26.6","4.5","48.6","5.6","N","N","92.1","2.5","4.4","2.1","N","N","N","N","N","N","1.5","1.1","2.0","1.6","99.1","0.9","N","N","25034","1338","1232","27.3","4.6","45.4","5.9","27.3","5.6","(X)","(X)","30718","1559","50.2","3.1","36.2","3.4","55.5","3.6","50.4","3.4","N","N","92.1","1.9","3.8","1.3","N","N","N","N","N","11761"
"310M100US49620","York-Hanover, PA Metro Area","N","1.2","0.4","0.7","0.2","4.3","0.5","89.8","0.7","55648","1503","118190","3283","14.0","1.1","31.5","2.2","54.6","2.1","1.2","(X)","15248","1663","22.7","4.0","52.3","5.6","51.8","6.0","44.9","5.6","N","N","72.0","5.0","18.2","4.3","N","N","2.1","1.4","N","N","5.6","2.8","2.0","1.3","14.5","3.9","64.9","5.0","18574","2684","10470","1486","24.1","6.4","53.5","6.8","22.4","5.9","(X)","(X)","153260","2383","38.3","0.9","29.0","1.5","5.8","0.9","22.8","1.7","N","N","94.2","0.6","3.6","0.4","N","N","0.7","0.2","N","N","0.8","0.4","0.6","0.2","3.2","0.6","0.8","92.2","59926","1718","3366","13.0","1.2","29.3","2.3","57.7","2.2","(X)","(X)","168508","1980","36.9","0.8","31.1","1.5","10.0","1.0","24.8","1.6","N","N","92.2","0.7","4.9","0.5","N","N","0.9","0.2","N","107720"
"310M100US49660","Youngstown-Warren-Boardman, OH-PA Metro Area","N","0.3","0.1","1.0","0.3","1.9","0.3","86.3","0.6","40686","1132","148065","3322","21.3","1.3","33.7","1.7","44.9","1.6","1.2","(X)","41170","2600","26.5","2.8","50.1","2.7","52.6","3.2","49.0","3.3","N","N","71.7","2.6","23.4","2.5","N","N","0.3","0.4","N","N","0.3","0.3","3.2","1.4","4.3","1.0","68.6","2.7","16836","1177","28032","2091","28.8","3.9","46.2","4.3","25.0","3.8","(X)","(X)","188158","3303","46.6","1.1","21.8","1.1","7.7","0.9","24.2","1.3","N","N","91.1","0.7","7.7","0.7","N","N","0.4","0.2","N","N","0.2","0.1","0.5","0.3","1.3","0.3","0.8","90.2","46994","1134","2934","19.6","1.2","30.8","1.7","49.6","1.8","(X)","(X)","229328","2843","43.0","0.9","26.9","1.0","15.8","1.0","28.7","1.2","N","N","87.6","0.6","10.5","0.5","N","N","0.4","0.1","N","120033"
"310M100US49700","Yuba City, CA Metro Area","N","6.5","1.7","3.9","0.9","21.5","1.4","63.9","1.7","45646","2950","40456","1955","17.5","2.6","38.6","3.6","43.9","3.2","0.9","(X)","7641","979","18.2","6.2","76.8","5.7","58.8","7.8","44.9","8.0","N","N","71.9","6.8","2.2","2.4","2.9","2.7","5.0","3.4","N","N","9.0","4.1","8.9","5.2","36.4","7.8","45.6","8.3","19239","2751","6610","922","27.4","7.8","48.4","8.8","24.3","7.5","(X)","(X)","48460","1530","37.3","2.1","35.0","2.7","12.6","2.2","28.9","3.0","N","N","79.1","2.3","2.0","0.8","0.8","0.4","8.7","1.1","N","N","6.1","1.8","3.1","0.9","19.1","1.7","2.0","66.7","53639","3734","2013","15.6","2.7","36.7","3.9","47.7","3.6","(X)","(X)","56101","1055","34.7","1.8","40.7","2.4","18.9","2.4","31.1","2.8","N","N","78.1","2.1","2.0","0.7","1.1","0.5","8.2","1.0","N","33846"
"310M100US49740","Yuma, AZ Metro Area","N","13.9","2.2","1.6","0.6","50.6","1.6","45.0","1.5","39485","2382","54889","2436","21.6","2.1","31.7","2.9","46.7","3.1","0.9","(X)","15548","1989","29.0","6.5","69.0","5.7","51.4","7.4","35.5","5.7","N","N","74.8","5.3","1.0","1.2","1.8","1.4","N","N","N","N","19.4","5.4","2.0","1.7","78.0","5.4","16.2","4.8","22132","3123","13401","1888","14.4","4.9","43.7","7.3","41.9","6.9","(X)","(X)","55347","2055","42.6","2.3","34.2","3.1","11.0","2.0","25.1","3.0","N","N","82.4","2.8","1.5","0.9","0.7","0.4","N","N","N","N","12.4","2.7","1.4","0.7","42.9","2.5","2.4","53.1","47369","3034","2197","23.9","2.5","27.8","3.6","48.3","3.6","(X)","(X)","70895","1964","39.6","1.7","41.8","2.7","19.9","2.5","27.4","2.3","N","N","80.7","2.2","1.4","0.8","0.9","0.4","N","N","N","41488"
"310M100US49780","Zanesville, OH Micro Area","N","N","N","2.1","1.0","N","N","94.4","1.1","39266","3301","23344","1402","19.8","3.2","34.2","4.1","46.0","4.3","1.1","(X)","7868","973","30.9","5.6","44.8","7.6","49.0","6.7","52.6","8.1","N","N","89.5","4.5","6.1","3.9","N","N","N","N","N","N","N","N","4.4","3.6","N","N","89.5","4.5","17398","3214","5273","921","27.3","8.1","49.9","9.0","22.8","6.5","(X)","(X)","25807","1007","42.5","2.7","26.0","2.9","9.2","2.5","24.3","3.5","N","N","96.1","1.5","2.4","1.4","N","N","N","N","N","N","N","N","1.4","0.9","N","N","1.5","95.9","50188","3649","1121","17.6","3.4","29.7","4.8","52.7","5.0","(X)","(X)","33675","963","39.8","2.2","30.4","2.7","18.5","2.5","30.9","3.7","N","N","94.5","1.1","3.3","1.2","N","N","N","N","N","18071"
