Date,0,ZHVI_std
2010-05-31,1.6490067531821282,0.4278350819866977
2010-06-30,1.667626838900032,0.43540918199338075
2010-07-31,1.686311443610416,0.42026098198001466
2010-08-31,1.7050569277781313,0.4088998319699901
2010-09-30,1.7238598624589085,0.3899645819532825
2010-10-31,1.7427170158141896,0.3596681819265503
2010-11-30,1.7616253407726468,0.32937178189981814
2010-12-31,1.7805819637207603,0.2915012818664029
2011-01-31,1.7995841740816976,0.2157602817995725
2011-02-28,1.818629414655774,0.12108403171603443
2011-03-31,1.8377152726301909,0.07185238167259465
2011-04-30,1.8568394711907992,0.05670418165922857
2011-05-31,1.8759998616800235,0.03398188163917944
2011-06-30,1.8951944162514673,-0.011462718400918824
2011-07-31,1.9144212209783231,-0.06448141844770013
2011-08-31,1.9336784693792537,-0.10613896848445686
2011-09-30,1.9529644563305868,-0.12507421850116449
2011-10-31,1.9722775723373833,-0.14022241851453057
2011-11-30,1.9916162981388053,-0.13643536851118904
2011-12-31,2.01097919962565,-0.12128716849782295
2012-01-31,2.03036492305003,-0.10235191848111534
2012-02-29,2.0497721905089485,-0.09856486847777382
2012-03-31,2.0691997956850305,-0.10235191848111534
2012-04-30,2.0886465998289316,-0.12128716849782295
2012-05-31,2.108111527969102,-0.14779651852121362
2012-06-30,2.127593565335563,-0.14400946851787208
2012-07-31,2.1470917539852707,-0.10613896848445686
2012-08-31,2.1666051896174365,-0.07205551845438317
2012-09-30,2.186133018567916,-0.05312026843767556
2012-10-31,2.2056744349724506,-0.037972068424309474
2012-11-30,2.225228678089165,-0.05312026843767556
2012-12-31,2.2447950297712924,-0.07962961846106621
2013-01-31,2.2643728120816458,-0.07584256845772469
2013-02-28,2.283961385040823,-0.026610918414284913
2013-03-31,2.3035601445016285,0.022620731629154872
2013-04-30,2.323168520142602,0.052917131655887045
2013-05-31,2.34278597357396,0.08700058168596074
2013-06-30,2.362411996549642,0.12487108171937596
2013-07-31,2.3820461092795036,0.132445181726059
2013-08-31,2.4016878588360338,0.14380633173608356
2013-09-30,2.4213368176503076,0.1627415817527912
2013-10-31,2.440992582092162,0.19303798177952336
2013-11-30,2.4606547711298776,0.22712143180959704
2013-12-31,2.480323025064913,0.24984373182964617
2014-01-31,2.4999970043374864,0.2536307818329877
2014-02-28,2.5196763883990356,0.2649919318430123
2014-03-31,2.5393608746478105,0.2877142318630614
2014-04-30,2.559050177424062,0.306649481879769
2014-05-31,2.5787440270614934,0.31043653188311054
2014-06-30,2.598442168991815,0.31801063188979356
2014-07-31,2.6181443628994403,0.3634552319298918
2014-08-31,2.637850381923506,0.4088998319699901
2014-09-30,2.6575600119045704,0.45055738200674683
2014-10-31,2.677273050673489,0.488427882040162
2014-11-30,2.696989307380104,0.5414465820869433
2014-12-31,2.716708601859519,0.5793170821203586
2015-01-31,2.736430764033856,0.6171875821537738
2015-02-28,2.756155633347506,0.6588451321905305
2015-03-31,2.775883058233998,0.7156508822406533
2015-04-30,2.7956128956127175,0.7724566322907762
2015-05-31,2.8153450104138042,0.8179012323308744
2015-06-30,2.8350792751296465,0.8595587823676312
2015-07-31,2.8548155693914903,0.8860681323910218
2015-08-31,2.874553779569749,0.8974292824010464
2015-09-30,2.8942937983966943,0.916364532417754
2015-10-31,2.91403552461027,0.9504479824478277
2015-11-30,2.9337788626178485,0.995892582487926
2015-12-31,2.9535237221788115,1.0375501325246828
2016-01-31,2.9732700181049054,1.0640594825480734
2016-02-29,2.993017669977369,1.098142932578147
2016-03-31,3.0127666018799024,1.1511616326249283
2016-04-30,3.032516742146583,1.2155414826817341
2016-05-31,3.0522680231238977,1.287495432745223
2016-06-30,3.0720203809460966,1.3556623328053705
2016-07-31,3.091773755323126,1.4200421828621763
2016-08-31,3.111528089340433,1.4919961329256652
2016-09-30,3.1312833292699787,1.5715241829958373
2016-10-31,3.151039424391832,1.6624133830760337
2016-11-30,3.170796326825754,1.7570896331595718
2016-12-31,3.1905539913722105,1.8517658832431099
2017-01-31,3.210312375362283,1.9540162333333309
2017-02-28,3.2300714385159885,2.063840683430235
2017-03-31,3.249831142808526,2.1623039835171145
2017-04-30,3.2695914523440153,2.260767283603994
2017-05-31,3.2893523332363044,2.3630176336942155
2017-06-30,3.3091137534964474,2.4652679837844365
2017-07-31,3.328875682926486,2.5485830838579497
2017-08-31,3.348638093019176,2.6394722839381464
2017-09-30,3.3684009568633275,2.7341485340216845
2017-10-31,3.3881642490544457,2.802315434081832
2017-11-30,3.407927945610375,2.8363988841119054
2017-12-31,3.427692023891665,2.862908234135296
