,Metro Area,CI Area,Normalised CI
35806,44460,302449.75240985036,5.804115393561939
27907,44460,302449.75240985036,5.804115393561939
54645,44460,302449.75240985036,5.804115393561939
43755,44460,302449.75240985036,5.804115393561939
15025,44460,302449.75240985036,5.804115393561939
72069,44460,302449.75240985036,5.804115393561939
68439,44460,302449.75240985036,5.804115393561939
48837,44460,302449.75240985036,5.804115393561939
13595,44460,302449.75240985036,5.804115393561939
76425,44460,302449.75240985036,5.804115393561939
59727,44460,302449.75240985036,5.804115393561939
6688,44460,302449.75240985036,5.804115393561939
11491,44460,302449.75240985036,5.804115393561939
65535,44460,302449.75240985036,5.804115393561939
12187,44460,302449.75240985036,5.804115393561939
58275,44460,302449.75240985036,5.804115393561939
67713,44460,302449.75240985036,5.804115393561939
38686,44460,302449.75240985036,5.804115393561939
71343,44460,302449.75240985036,5.804115393561939
23608,44460,302449.75240985036,5.804115393561939
51015,44460,302449.75240985036,5.804115393561939
34366,44460,302449.75240985036,5.804115393561939
43029,44460,302449.75240985036,5.804115393561939
32930,44460,302449.75240985036,5.804115393561939
9403,44460,302449.75240985036,5.804115393561939
77151,44460,302449.75240985036,5.804115393561939
17885,44460,302449.75240985036,5.804115393561939
16455,44460,302449.75240985036,5.804115393561939
44481,44460,302449.75240985036,5.804115393561939
24324,44460,302449.75240985036,5.804115393561939
1942,44460,302449.75240985036,5.804115393561939
66261,44460,302449.75240985036,5.804115393561939
3298,44460,302449.75240985036,5.804115393561939
72795,44460,302449.75240985036,5.804115393561939
29341,44460,302449.75240985036,5.804115393561939
74247,44460,302449.75240985036,5.804115393561939
53919,44460,302449.75240985036,5.804115393561939
61179,44460,302449.75240985036,5.804115393561939
45207,44460,302449.75240985036,5.804115393561939
75699,44460,302449.75240985036,5.804115393561939
39409,44460,302449.75240985036,5.804115393561939
6010,44460,302449.75240985036,5.804115393561939
63357,44460,302449.75240985036,5.804115393561939
8044,44460,302449.75240985036,5.804115393561939
74973,44460,302449.75240985036,5.804115393561939
12883,44460,302449.75240985036,5.804115393561939
51741,44460,302449.75240985036,5.804115393561939
25756,44460,302449.75240985036,5.804115393561939
28624,44460,302449.75240985036,5.804115393561939
61905,44460,302449.75240985036,5.804115393561939
33648,44460,302449.75240985036,5.804115393561939
59001,44460,302449.75240985036,5.804115393561939
5332,44460,302449.75240985036,5.804115393561939
70617,44460,302449.75240985036,5.804115393561939
69891,44460,302449.75240985036,5.804115393561939
53193,44460,302449.75240985036,5.804115393561939
30058,44460,302449.75240985036,5.804115393561939
21460,44460,302449.75240985036,5.804115393561939
30776,44460,302449.75240985036,5.804115393561939
7366,44460,302449.75240985036,5.804115393561939
26473,44460,302449.75240985036,5.804115393561939
19315,44460,302449.75240985036,5.804115393561939
27190,44460,302449.75240985036,5.804115393561939
64809,44460,302449.75240985036,5.804115393561939
3976,44460,302449.75240985036,5.804115393561939
73521,44460,302449.75240985036,5.804115393561939
66987,44460,302449.75240985036,5.804115393561939
20745,44460,302449.75240985036,5.804115393561939
49563,44460,302449.75240985036,5.804115393561939
40857,44460,302449.75240985036,5.804115393561939
41581,44460,302449.75240985036,5.804115393561939
64083,44460,302449.75240985036,5.804115393561939
56823,44460,302449.75240985036,5.804115393561939
1264,44460,302449.75240985036,5.804115393561939
19662,24060,288419.0172736737,5.473332271547851
58629,24060,288419.0172736737,5.473332271547851
74601,24060,288419.0172736737,5.473332271547851
70971,24060,288419.0172736737,5.473332271547851
51369,24060,288419.0172736737,5.473332271547851
70245,24060,288419.0172736737,5.473332271547851
3626,24060,288419.0172736737,5.473332271547851
43383,24060,288419.0172736737,5.473332271547851
60081,24060,288419.0172736737,5.473332271547851
66615,24060,288419.0172736737,5.473332271547851
62985,24060,288419.0172736737,5.473332271547851
6338,24060,288419.0172736737,5.473332271547851
49191,24060,288419.0172736737,5.473332271547851
1592,24060,288419.0172736737,5.473332271547851
68793,24060,288419.0172736737,5.473332271547851
64437,24060,288419.0172736737,5.473332271547851
26104,24060,288419.0172736737,5.473332271547851
69519,24060,288419.0172736737,5.473332271547851
29689,24060,288419.0172736737,5.473332271547851
65889,24060,288419.0172736737,5.473332271547851
39038,24060,288419.0172736737,5.473332271547851
42658,24060,288419.0172736737,5.473332271547851
7694,24060,288419.0172736737,5.473332271547851
54273,24060,288419.0172736737,5.473332271547851
36876,24060,288419.0172736737,5.473332271547851
47739,24060,288419.0172736737,5.473332271547851
23239,24060,288419.0172736737,5.473332271547851
17517,24060,288419.0172736737,5.473332271547851
23955,24060,288419.0172736737,5.473332271547851
4982,24060,288419.0172736737,5.473332271547851
41210,24060,288419.0172736737,5.473332271547851
914,24060,288419.0172736737,5.473332271547851
73149,24060,288419.0172736737,5.473332271547851
40486,24060,288419.0172736737,5.473332271547851
10435,24060,288419.0172736737,5.473332271547851
7016,24060,288419.0172736737,5.473332271547851
37596,24060,288419.0172736737,5.473332271547851
71697,24060,288419.0172736737,5.473332271547851
52821,24060,288419.0172736737,5.473332271547851
12523,24060,288419.0172736737,5.473332271547851
13942,24060,288419.0172736737,5.473332271547851
28972,24060,288419.0172736737,5.473332271547851
44835,24060,288419.0172736737,5.473332271547851
49917,24060,288419.0172736737,5.473332271547851
26821,24060,288419.0172736737,5.473332271547851
48465,24060,288419.0172736737,5.473332271547851
55725,24060,288419.0172736737,5.473332271547851
61533,24060,288419.0172736737,5.473332271547851
63711,24060,288419.0172736737,5.473332271547851
41934,24060,288419.0172736737,5.473332271547851
38316,24060,288419.0172736737,5.473332271547851
32560,24060,288419.0172736737,5.473332271547851
16087,24060,288419.0172736737,5.473332271547851
11827,24060,288419.0172736737,5.473332271547851
27538,24060,288419.0172736737,5.473332271547851
5660,24060,288419.0172736737,5.473332271547851
236,24060,288419.0172736737,5.473332271547851
2270,24060,288419.0172736737,5.473332271547851
31124,24060,288419.0172736737,5.473332271547851
72423,24060,288419.0172736737,5.473332271547851
47013,24060,288419.0172736737,5.473332271547851
33278,24060,288419.0172736737,5.473332271547851
18232,24060,288419.0172736737,5.473332271547851
52095,24060,288419.0172736737,5.473332271547851
45561,24060,288419.0172736737,5.473332271547851
15372,24060,288419.0172736737,5.473332271547851
24671,24060,288419.0172736737,5.473332271547851
68067,24060,288419.0172736737,5.473332271547851
21092,24060,288419.0172736737,5.473332271547851
75327,24060,288419.0172736737,5.473332271547851
57903,24060,288419.0172736737,5.473332271547851
39762,24060,288419.0172736737,5.473332271547851
62259,24060,288419.0172736737,5.473332271547851
25387,24060,288419.0172736737,5.473332271547851
13227,24060,288419.0172736737,5.473332271547851
33996,24060,288419.0172736737,5.473332271547851
22523,24060,288419.0172736737,5.473332271547851
2948,24060,288419.0172736737,5.473332271547851
60807,24060,288419.0172736737,5.473332271547851
18947,24060,288419.0172736737,5.473332271547851
50643,24060,288419.0172736737,5.473332271547851
8372,24060,288419.0172736737,5.473332271547851
9051,24060,288419.0172736737,5.473332271547851
34716,24060,288419.0172736737,5.473332271547851
35436,24060,288419.0172736737,5.473332271547851
46287,24060,288419.0172736737,5.473332271547851
9739,24060,288419.0172736737,5.473332271547851
76053,24060,288419.0172736737,5.473332271547851
67341,24060,288419.0172736737,5.473332271547851
65163,24060,288419.0172736737,5.473332271547851
21807,24060,288419.0172736737,5.473332271547851
36156,24060,288419.0172736737,5.473332271547851
14657,24060,288419.0172736737,5.473332271547851
44109,24060,288419.0172736737,5.473332271547851
31842,24060,288419.0172736737,5.473332271547851
73875,24060,288419.0172736737,5.473332271547851
76779,24060,288419.0172736737,5.473332271547851
53547,24060,288419.0172736737,5.473332271547851
59355,24060,288419.0172736737,5.473332271547851
4304,24060,288419.0172736737,5.473332271547851
54999,24060,288419.0172736737,5.473332271547851
28255,24060,288419.0172736737,5.473332271547851
57177,24060,288419.0172736737,5.473332271547851
30406,24060,288419.0172736737,5.473332271547851
56451,24060,288419.0172736737,5.473332271547851
16802,24060,288419.0172736737,5.473332271547851
20377,24060,288419.0172736737,5.473332271547851
11131,24060,288419.0172736737,5.473332271547851
66312,47240,285864.39481799246,5.413105492034444
43806,47240,285864.39481799246,5.413105492034444
55422,47240,285864.39481799246,5.413105492034444
49614,47240,285864.39481799246,5.413105492034444
22227,47240,285864.39481799246,5.413105492034444
53244,47240,285864.39481799246,5.413105492034444
6737,47240,285864.39481799246,5.413105492034444
19366,47240,285864.39481799246,5.413105492034444
59052,47240,285864.39481799246,5.413105492034444
63408,47240,285864.39481799246,5.413105492034444
10148,47240,285864.39481799246,5.413105492034444
74298,47240,285864.39481799246,5.413105492034444
15791,47240,285864.39481799246,5.413105492034444
33699,47240,285864.39481799246,5.413105492034444
27241,47240,285864.39481799246,5.413105492034444
8771,47240,285864.39481799246,5.413105492034444
29392,47240,285864.39481799246,5.413105492034444
15076,47240,285864.39481799246,5.413105492034444
40908,47240,285864.39481799246,5.413105492034444
71394,47240,285864.39481799246,5.413105492034444
4703,47240,285864.39481799246,5.413105492034444
67038,47240,285864.39481799246,5.413105492034444
635,47240,285864.39481799246,5.413105492034444
28675,47240,285864.39481799246,5.413105492034444
12236,47240,285864.39481799246,5.413105492034444
70668,47240,285864.39481799246,5.413105492034444
22943,47240,285864.39481799246,5.413105492034444
24375,47240,285864.39481799246,5.413105492034444
54696,47240,285864.39481799246,5.413105492034444
7415,47240,285864.39481799246,5.413105492034444
25807,47240,285864.39481799246,5.413105492034444
14361,47240,285864.39481799246,5.413105492034444
73572,47240,285864.39481799246,5.413105492034444
6059,47240,285864.39481799246,5.413105492034444
4025,47240,285864.39481799246,5.413105492034444
30109,47240,285864.39481799246,5.413105492034444
69216,47240,285864.39481799246,5.413105492034444
56148,47240,285864.39481799246,5.413105492034444
21511,47240,285864.39481799246,5.413105492034444
23659,47240,285864.39481799246,5.413105492034444
1991,47240,285864.39481799246,5.413105492034444
20081,47240,285864.39481799246,5.413105492034444
27958,47240,285864.39481799246,5.413105492034444
64134,47240,285864.39481799246,5.413105492034444
43080,47240,285864.39481799246,5.413105492034444
26524,47240,285864.39481799246,5.413105492034444
41632,47240,285864.39481799246,5.413105492034444
12932,47240,285864.39481799246,5.413105492034444
18651,47240,285864.39481799246,5.413105492034444
42356,47240,285864.39481799246,5.413105492034444
58326,47240,285864.39481799246,5.413105492034444
38737,47240,285864.39481799246,5.413105492034444
45258,47240,285864.39481799246,5.413105492034444
69942,47240,285864.39481799246,5.413105492034444
39460,47240,285864.39481799246,5.413105492034444
17936,47240,285864.39481799246,5.413105492034444
67764,47240,285864.39481799246,5.413105492034444
8093,47240,285864.39481799246,5.413105492034444
64860,47240,285864.39481799246,5.413105492034444
5381,47240,285864.39481799246,5.413105492034444
61956,47240,285864.39481799246,5.413105492034444
51066,47240,285864.39481799246,5.413105492034444
9452,47240,285864.39481799246,5.413105492034444
51792,47240,285864.39481799246,5.413105492034444
65586,47240,285864.39481799246,5.413105492034444
44532,47240,285864.39481799246,5.413105492034444
72846,47240,285864.39481799246,5.413105492034444
53970,47240,285864.39481799246,5.413105492034444
72120,47240,285864.39481799246,5.413105492034444
60504,47240,285864.39481799246,5.413105492034444
1313,47240,285864.39481799246,5.413105492034444
48162,47240,285864.39481799246,5.413105492034444
10844,47240,285864.39481799246,5.413105492034444
31545,47240,285864.39481799246,5.413105492034444
45984,47240,285864.39481799246,5.413105492034444
2669,47240,285864.39481799246,5.413105492034444
38017,47240,285864.39481799246,5.413105492034444
34417,47240,285864.39481799246,5.413105492034444
17221,47240,285864.39481799246,5.413105492034444
25091,47240,285864.39481799246,5.413105492034444
68490,47240,285864.39481799246,5.413105492034444
36577,47240,285864.39481799246,5.413105492034444
16506,47240,285864.39481799246,5.413105492034444
13646,47240,285864.39481799246,5.413105492034444
11540,47240,285864.39481799246,5.413105492034444
57600,47240,285864.39481799246,5.413105492034444
76476,47240,285864.39481799246,5.413105492034444
59778,47240,285864.39481799246,5.413105492034444
46710,47240,285864.39481799246,5.413105492034444
30827,47240,285864.39481799246,5.413105492034444
37297,47240,285864.39481799246,5.413105492034444
61230,47240,285864.39481799246,5.413105492034444
77202,47240,285864.39481799246,5.413105492034444
48888,47240,285864.39481799246,5.413105492034444
75024,47240,285864.39481799246,5.413105492034444
20796,47240,285864.39481799246,5.413105492034444
50340,47240,285864.39481799246,5.413105492034444
32981,47240,285864.39481799246,5.413105492034444
56874,47240,285864.39481799246,5.413105492034444
47436,47240,285864.39481799246,5.413105492034444
75750,47240,285864.39481799246,5.413105492034444
32263,47240,285864.39481799246,5.413105492034444
52518,47240,285864.39481799246,5.413105492034444
62682,47240,285864.39481799246,5.413105492034444
40184,47240,285864.39481799246,5.413105492034444
35137,47240,285864.39481799246,5.413105492034444
35857,47240,285864.39481799246,5.413105492034444
3347,47240,285864.39481799246,5.413105492034444
14511,16180,236444.46634420863,4.24800059399375
18801,16180,236444.46634420863,4.24800059399375
41785,16180,236444.46634420863,4.24800059399375
15226,16180,236444.46634420863,4.24800059399375
33132,16180,236444.46634420863,4.24800059399375
59931,16180,236444.46634420863,4.24800059399375
54849,16180,236444.46634420863,4.24800059399375
5523,16180,236444.46634420863,4.24800059399375
64287,16180,236444.46634420863,4.24800059399375
36009,16180,236444.46634420863,4.24800059399375
75903,16180,236444.46634420863,4.24800059399375
69369,16180,236444.46634420863,4.24800059399375
32414,16180,236444.46634420863,4.24800059399375
53397,16180,236444.46634420863,4.24800059399375
2133,16180,236444.46634420863,4.24800059399375
24525,16180,236444.46634420863,4.24800059399375
49041,16180,236444.46634420863,4.24800059399375
10989,16180,236444.46634420863,4.24800059399375
70821,16180,236444.46634420863,4.24800059399375
43233,16180,236444.46634420863,4.24800059399375
74451,16180,236444.46634420863,4.24800059399375
28826,16180,236444.46634420863,4.24800059399375
46863,16180,236444.46634420863,4.24800059399375
54123,16180,236444.46634420863,4.24800059399375
41061,16180,236444.46634420863,4.24800059399375
36729,16180,236444.46634420863,4.24800059399375
75177,16180,236444.46634420863,4.24800059399375
18086,16180,236444.46634420863,4.24800059399375
65739,16180,236444.46634420863,4.24800059399375
58479,16180,236444.46634420863,4.24800059399375
63561,16180,236444.46634420863,4.24800059399375
6201,16180,236444.46634420863,4.24800059399375
37449,16180,236444.46634420863,4.24800059399375
10293,16180,236444.46634420863,4.24800059399375
23093,16180,236444.46634420863,4.24800059399375
9597,16180,236444.46634420863,4.24800059399375
48315,16180,236444.46634420863,4.24800059399375
4845,16180,236444.46634420863,4.24800059399375
27392,16180,236444.46634420863,4.24800059399375
66465,16180,236444.46634420863,4.24800059399375
4167,16180,236444.46634420863,4.24800059399375
62835,16180,236444.46634420863,4.24800059399375
76629,16180,236444.46634420863,4.24800059399375
25241,16180,236444.46634420863,4.24800059399375
11685,16180,236444.46634420863,4.24800059399375
26675,16180,236444.46634420863,4.24800059399375
51219,16180,236444.46634420863,4.24800059399375
99,16180,236444.46634420863,4.24800059399375
40337,16180,236444.46634420863,4.24800059399375
52671,16180,236444.46634420863,4.24800059399375
34569,16180,236444.46634420863,4.24800059399375
33850,16180,236444.46634420863,4.24800059399375
15941,16180,236444.46634420863,4.24800059399375
38169,16180,236444.46634420863,4.24800059399375
20946,16180,236444.46634420863,4.24800059399375
70095,16180,236444.46634420863,4.24800059399375
43959,16180,236444.46634420863,4.24800059399375
16656,16180,236444.46634420863,4.24800059399375
59205,16180,236444.46634420863,4.24800059399375
46137,16180,236444.46634420863,4.24800059399375
35289,16180,236444.46634420863,4.24800059399375
29543,16180,236444.46634420863,4.24800059399375
38889,16180,236444.46634420863,4.24800059399375
31696,16180,236444.46634420863,4.24800059399375
23809,16180,236444.46634420863,4.24800059399375
21661,16180,236444.46634420863,4.24800059399375
71547,16180,236444.46634420863,4.24800059399375
56301,16180,236444.46634420863,4.24800059399375
45411,16180,236444.46634420863,4.24800059399375
67917,16180,236444.46634420863,4.24800059399375
39613,16180,236444.46634420863,4.24800059399375
13081,16180,236444.46634420863,4.24800059399375
30260,16180,236444.46634420863,4.24800059399375
7557,16180,236444.46634420863,4.24800059399375
62109,16180,236444.46634420863,4.24800059399375
8235,16180,236444.46634420863,4.24800059399375
51945,16180,236444.46634420863,4.24800059399375
67191,16180,236444.46634420863,4.24800059399375
28109,16180,236444.46634420863,4.24800059399375
2811,16180,236444.46634420863,4.24800059399375
20231,16180,236444.46634420863,4.24800059399375
42509,16180,236444.46634420863,4.24800059399375
72273,16180,236444.46634420863,4.24800059399375
12381,16180,236444.46634420863,4.24800059399375
47589,16180,236444.46634420863,4.24800059399375
50493,16180,236444.46634420863,4.24800059399375
44685,16180,236444.46634420863,4.24800059399375
60657,16180,236444.46634420863,4.24800059399375
73725,16180,236444.46634420863,4.24800059399375
30978,16180,236444.46634420863,4.24800059399375
17371,16180,236444.46634420863,4.24800059399375
57027,16180,236444.46634420863,4.24800059399375
68643,16180,236444.46634420863,4.24800059399375
777,16180,236444.46634420863,4.24800059399375
