,CBSA,Latitude,Longitude
14733,27460,42.128469,-79.19126
14735,99999,42.456047,-78.0973
14736,27460,42.130247,-79.74933
14737,99999,42.335628,-78.43114
14737,36460,42.335628,-78.43114
14738,36460,42.0385,-79.07621999999999
14738,27460,42.0385,-79.07621999999999
14739,99999,42.192384000000004,-78.14308
14740,27460,42.230692,-79.17185
14741,36460,42.220602,-78.6337
14742,27460,42.120512,-79.30958000000001
14743,36460,42.203691,-78.407
14744,99999,42.426885,-78.19509000000001
14745,99999,42.4777,-78.140343
14747,36460,42.154315000000004,-79.08905
14747,27460,42.154315000000004,-79.08905
14748,36460,42.130224,-78.64583
14750,27460,42.098657,-79.32439000000001
14751,36460,42.298328000000005,-79.006231
14752,27460,42.352416,-79.323502
14753,36460,42.035792,-78.61789
14754,99999,42.020028,-78.20368
14755,36460,42.249435999999996,-78.80282
14757,27460,42.226149,-79.48396
14758,27460,42.342529,-79.41091
14760,36460,42.076574,-78.42744
14766,36460,42.357543,-78.807283
14767,27460,42.043339,-79.51361
14769,27460,42.372864,-79.47523000000001
14770,99999,42.047063,-78.30659
14770,36460,42.047063,-78.30659
14772,36460,42.160787,-78.95167000000002
14774,99999,42.114385,-78.16805500000001
14775,27460,42.254906,-79.69185
14777,99999,42.385744,-78.23754
14778,36460,42.270112,-78.68468399999999
14779,36460,42.168508,-78.7297
14781,27460,42.160982000000004,-79.59738
14782,27460,42.265234,-79.26035
14783,36460,42.100539000000005,-78.87966999999999
14784,27460,42.326844,-79.3902
14785,27460,42.155693,-79.412233
14786,99999,42.12267,-78.22133199999999
14787,27460,42.327028999999996,-79.57301
14788,36460,42.062125,-78.377974
14801,18500,42.104389000000005,-77.28856999999999
14802,99999,42.255694,-77.78904
14803,18500,42.258793,-77.77793
14803,99999,42.258793,-77.77793
14804,99999,42.321172999999995,-77.82311999999999
14805,21300,42.366682,-76.72561999999999
14805,99999,42.366682,-76.72561999999999
14806,99999,42.157534000000005,-77.79265
14806,18500,42.157534000000005,-77.79265
14807,99999,42.410387,-77.71394000000001
14807,18500,42.410387,-77.71394000000001
14808,18500,42.560553000000006,-77.47256999999999
14809,18500,42.419988000000004,-77.43392
14810,18500,42.351281,-77.3361
14812,99999,42.286649,-76.9766
14812,18500,42.286649,-76.9766
14812,21300,42.286649,-76.9766
14813,99999,42.238994,-78.01907
14814,18500,42.150834,-76.94805
14814,21300,42.150834,-76.94805
14815,99999,42.383303999999995,-77.08762
14815,18500,42.383303999999995,-77.08762
14816,21300,42.177039,-76.73437
14817,13780,42.368,-76.35407
14817,27060,42.368,-76.35407
14818,99999,42.444243,-76.83274
14819,18500,42.20928,-77.42796
14820,18500,42.192615,-77.35979
14821,18500,42.235058,-77.20491
14822,99999,42.442261,-77.84125
14822,40380,42.442261,-77.84125
14823,18500,42.250187,-77.58406
14824,21300,42.265328000000004,-76.71263
14824,99999,42.265328000000004,-76.71263
14825,21300,42.043018,-76.62459
14826,18500,42.484671999999996,-77.49846
14827,18500,42.178527,-77.141357
14830,18500,42.140881,-77.04793000000001
14830,21300,42.140881,-77.04793000000001
14831,18500,42.145265,-77.56683000000001
14836,40380,42.523195,-77.93008
14836,99999,42.523195,-77.93008
14837,18500,42.502293,-76.9997
14837,99999,42.502293,-76.9997
14838,21300,42.177019,-76.66686999999999
14838,99999,42.177019,-76.66686999999999
14839,18500,42.129806,-77.63705
14840,99999,42.453547,-77.18019
14840,18500,42.453547,-77.18019
14841,99999,42.521501,-76.86246
14841,42900,42.521501,-76.86246
14842,99999,42.595985,-76.94713
14843,18500,42.331062,-77.65536
14843,99999,42.331062,-77.65536
14845,21300,42.181584,-76.83639000000001
14846,40380,42.542056,-77.99501
14846,99999,42.542056,-77.99501
14847,99999,42.614518,-76.72405
14847,42900,42.614518,-76.72405
14850,27060,42.449453999999996,-76.49685
14851,27060,42.460721,-76.50543499999999
14852,27060,42.445074,-76.467233
14853,27060,42.447373,-76.483703
14854,27060,42.50632,-76.608222
14855,18500,42.135945,-77.5078
14856,18500,42.374218,-77.364812
14857,99999,42.515233,-76.92063
14858,18500,42.031279999999995,-77.13413
14859,21300,42.116615,-76.54805999999999
14859,13780,42.116615,-76.54805999999999
14860,42900,42.590354999999995,-76.84745
14861,21300,42.074742,-76.69317
14863,99999,42.451569,-76.706717
14864,21300,42.271938,-76.83926
14864,99999,42.271938,-76.83926
14865,99999,42.352725,-76.84258
14867,27060,42.354851000000004,-76.60338
14869,99999,42.341316,-76.77926
14870,99999,42.173481,-77.11844
14870,18500,42.173481,-77.11844
14871,18500,42.048032,-76.90521
14871,21300,42.048032,-76.90521
14872,21300,42.218224,-76.84694
14873,18500,42.525335,-77.29673000000001
14874,18500,42.527075,-77.16963
14876,99999,42.429721,-76.92584599999999
14877,18500,42.060154,-77.68455
14878,99999,42.451153000000005,-76.93132
14879,18500,42.330602,-77.19305
14880,99999,42.170951,-77.97556
14881,27060,42.395340000000004,-76.35211
14882,27060,42.564190999999994,-76.54077
14882,12180,42.564190999999994,-76.54077
14883,13780,42.234865,-76.48643
14883,27060,42.234865,-76.48643
14884,99999,42.473556,-77.89514
14885,18500,42.041973,-77.5632
14886,99999,42.51432,-76.6689
14886,42900,42.51432,-76.6689
14886,27060,42.51432,-76.6689
14887,99999,42.399371,-77.026768
14889,13780,42.212809,-76.58618
14889,99999,42.212809,-76.58618
14889,21300,42.212809,-76.58618
14891,99999,42.374828,-76.91606
14892,13780,42.023441999999996,-76.53404
14892,21300,42.023441999999996,-76.53404
14893,99999,42.474143,-77.097713
14894,21300,42.01359,-76.75307
14895,99999,42.094854999999995,-77.94686
14897,99999,42.034218,-77.79269000000001
14897,18500,42.034218,-77.79269000000001
14898,18500,42.065376,-77.42392
14901,21300,42.091924,-76.79217
14903,21300,42.129274,-76.84496999999999
14904,21300,42.072024,-76.80393000000001
14905,21300,42.087824,-76.83686
14925,21300,42.147285,-76.750888
15001,38300,40.603966,-80.28775999999999
15003,38300,40.593917,-80.22180999999999
15004,38300,40.341487,-80.38408000000001
15005,38300,40.641065999999995,-80.20599
15006,38300,40.630894,-79.88056999999999
15007,38300,40.652311,-79.93303
15009,38300,40.695281,-80.3299
15010,38300,40.763899,-80.33572
15012,38300,40.140248,-79.84251
15014,38300,40.608403,-79.74234
15015,38300,40.635146999999996,-80.08369
15017,38300,40.351802,-80.11534
15018,38300,40.266358000000004,-79.79325
15019,38300,40.417545000000004,-80.33625
15020,38300,40.238657,-79.94493
15021,38300,40.383884,-80.41364
15022,38300,40.136537,-79.91320999999999
15024,38300,40.569722999999996,-79.83242
15025,38300,40.292974,-79.90179
15026,38300,40.508376,-80.35953
15027,38300,40.663816,-80.23494000000001
15028,38300,40.297336,-79.80192
15030,38300,40.583218,-79.77946999999999
15031,38300,40.347826,-80.1656
15032,38300,40.434436,-80.024817
15033,38300,40.176375,-79.86138000000001
15034,38300,40.350519,-79.89008000000001
15035,38300,40.384223,-79.80792
15037,38300,40.258438,-79.85946
15038,38300,40.251585999999996,-79.92474
15042,38300,40.682565999999994,-80.23208000000001
15043,38300,40.582316,-80.50182
15044,38300,40.631011,-79.95766
15045,38300,40.326919000000004,-79.88869
15046,38300,40.558477,-80.2261
15049,38300,40.555627,-79.8064
15050,38300,40.557889,-80.44529
15051,38300,40.565907,-79.85848
15052,38300,40.665001000000004,-80.42534
15053,38300,40.379884000000004,-80.36086999999999
15054,38300,40.363006,-80.40861
15055,38300,40.304019,-80.12246
15056,38300,40.565366999999995,-80.20976999999999
15057,38300,40.357286,-80.23629
15059,38300,40.649081,-80.47218000000001
15060,38300,40.368154,-80.2924
15061,38300,40.677132,-80.28881
15062,38300,40.154271,-79.88277
15063,38300,40.196694,-79.92642
15064,38300,40.352897,-80.14529
15065,38300,40.628522,-79.72565999999999
15066,38300,40.739979999999996,-80.29472
15067,38300,40.207526,-79.95304
15068,38300,40.571108,-79.74226
15071,38300,40.420319,-80.18692
15072,38300,40.13848,-79.85575
15074,38300,40.708166,-80.2735
15075,38300,40.586408,-79.82769
15076,38300,40.61517,-79.83394
15077,38300,40.602534999999996,-80.386344
15078,38300,40.357926,-80.38943
15081,38300,40.574634,-80.23609
15082,38300,40.378997,-80.21184000000001
15083,38300,40.237582,-79.80038
15084,38300,40.61357,-79.78095
15085,38300,40.386967999999996,-79.74467
15086,38300,40.661431,-80.09304
15087,38300,40.186046999999995,-79.84994
15088,38300,40.272901,-79.89491
15089,38300,40.211895,-79.75483
15090,38300,40.617016,-80.05915999999999
15101,38300,40.570915,-79.96033
15102,38300,40.324535,-80.03864
15104,38300,40.404742999999996,-79.86439
15106,38300,40.404119,-80.09014
15108,38300,40.500665000000005,-80.18464
15110,38300,40.369969,-79.85095
15112,38300,40.399436,-79.83794
15116,38300,40.533806,-79.96303
15120,38300,40.395336,-79.90635
15122,38300,40.366177,-79.89418
15126,38300,40.454423,-80.26324
15129,38300,40.289752,-80.00756
15131,38300,40.341469000000004,-79.81105
15132,38300,40.341919,-79.84791
15133,38300,40.332502000000005,-79.8646
15135,38300,40.306819,-79.8145
15136,38300,40.471618,-80.07695
15137,38300,40.380219,-79.81017
15139,38300,40.519518,-79.83762
15140,38300,40.405768,-79.77643
15142,38300,40.379549,-80.12451
15143,38300,40.561091,-80.15554
15144,38300,40.543053,-79.78223
15145,38300,40.408218,-79.82339
15146,38300,40.431034000000004,-79.76526
15147,38300,40.498218,-79.83426
15148,38300,40.394268,-79.80286
15201,38300,40.471468,-79.95725999999999
15202,38300,40.502918,-80.0704
15203,38300,40.426211,-79.97825999999999
15204,38300,40.455118,-80.06008
15205,38300,40.436618,-80.07289
15206,38300,40.468968,-79.91863000000001
15207,38300,40.399355,-79.93414
15208,38300,40.455168,-79.89709
15209,38300,40.492618,-79.97458
15210,38300,40.409219,-79.98948
15211,38300,40.428369,-80.01269
15212,38300,40.460669,-80.01144000000001
15213,38300,40.443269,-79.95487
15214,38300,40.479469,-80.0115
15215,38300,40.497701,-79.9157
15216,38300,40.400319,-80.03566
15217,38300,40.430919,-79.92569
15218,38300,40.424336,-79.88725
15219,38300,40.443819,-79.98066999999999
15220,38300,40.430822,-80.04453000000001
15221,38300,40.438035,-79.87191
15222,38300,40.447036,-79.99313000000001
15223,38300,40.503768,-79.95164
15224,38300,40.463463,-79.94612
15225,38300,40.513778,-80.13571
15226,38300,40.394002,-80.01655
15227,38300,40.377869,-79.97516
15228,38300,40.372802,-80.0448
15229,38300,40.518368,-80.03364
15232,38300,40.454018,-79.9325
15233,38300,40.455919,-80.02604000000001
15234,38300,40.369619,-80.01831
15235,38300,40.459518,-79.83277
15236,38300,40.342869,-79.97929
15237,38300,40.552768,-80.03227
15238,38300,40.518701,-79.86744
15239,38300,40.482655,-79.74278000000001
15241,38300,40.329619,-80.07364
15243,38300,40.372669,-80.0712
15275,38300,40.44952,-80.179475
15289,38300,,
15301,38300,40.170663,-80.25185
15310,99999,39.792528999999995,-80.48584
15311,38300,40.042851,-80.18826999999999
15312,38300,40.264216999999995,-80.44199
15313,38300,40.065384,-80.02313000000001
15314,38300,40.127951,-80.01226
15315,99999,39.760868,-79.98315
15316,99999,39.743424,-80.26375999999999
15317,38300,40.268190000000004,-80.16221999999999
15320,99999,39.883336,-79.98393
15321,38300,40.322872,-80.18745
15322,99999,39.976531,-80.04218
15322,38300,39.976531,-80.04218
15323,38300,40.114204,-80.40715
15324,38300,40.100120000000004,-80.06363
15325,99999,39.948209999999996,-79.96653
15327,99999,39.754889,-79.95226
15329,38300,40.030707,-80.27353000000001
15329,99999,40.030707,-80.27353000000001
15330,38300,40.178678999999995,-80.10014
15331,38300,40.105887,-80.02045
15332,38300,40.250299,-79.99436
15333,38300,40.010135,-80.00537
15334,99999,39.809756,-79.9969
15336,38300,40.260141,-79.992678
15337,99999,39.943552000000004,-80.37399
15338,99999,39.809160999999996,-79.93793000000001
15339,38300,40.301838000000004,-80.15431
15340,38300,40.290375,-80.31845
15341,99999,39.826440000000005,-80.35051
15342,38300,40.241854,-80.21445
15344,99999,39.92757,-80.05490999999999
15345,38300,40.019657,-80.10273000000001
15346,99999,39.935562,-80.07248
15347,38300,40.214331,-80.22872
15348,38300,39.988369,-79.99484
15349,99999,39.741865000000004,-80.07999000000001
15350,38300,40.292528000000004,-80.20022
15351,99999,39.877676,-79.92585
15352,99999,39.748534,-80.39778000000001
15353,99999,39.961767,-80.3069
15357,99999,39.942802,-79.99611999999999
15357,38300,39.942802,-79.99611999999999
15358,38300,40.05604,-79.9981
15359,99999,39.880072999999996,-80.27332
15360,38300,40.08708,-80.07316
15361,38300,40.32826,-80.2596
15362,99999,39.748302,-80.21327
15363,38300,40.251053999999996,-80.19917
15364,99999,39.956204,-80.27779
15365,38300,40.16113,-80.378093
15366,38300,40.110068,-80.031787
15367,38300,40.261394,-80.05254000000001
15368,38300,40.015501,-79.99019
15370,38300,39.892235,-80.17983000000001
15370,99999,39.892235,-80.17983000000001
15376,38300,40.101254,-80.50229
15377,38300,39.976027,-80.44474
15377,99999,39.976027,-80.44474
15378,38300,40.27758,-80.27408
15379,38300,40.240402,-80.42414000000001
15380,99999,39.874975,-80.46845
15401,38300,39.89822,-79.7311
15410,38300,39.918848,-79.90831999999999
15411,43740,39.751296,-79.35113
15412,38300,40.100345000000004,-79.846
15413,38300,39.987842,-79.86681
15415,38300,39.980787,-79.85036600000001
15416,38300,39.932084,-79.65217
15417,38300,40.01933,-79.89869
15419,38300,40.063977,-79.89260999999999
15420,38300,39.958894,-79.86798
15421,38300,39.845088,-79.599126
15422,38300,39.979032000000004,-79.81957
15423,38300,40.082073,-79.91911
15424,38300,39.817147999999996,-79.34803000000001
15424,43740,39.817147999999996,-79.34803000000001
15425,38300,40.024138,-79.58414
15427,38300,40.061044,-79.97336
15428,38300,40.060912,-79.65886
15429,38300,40.007062,-79.9339
15430,38300,40.040653000000006,-79.66089000000001
15431,38300,39.968368,-79.61815
15432,38300,40.117368,-79.86413
15433,38300,39.968503000000005,-79.95183
15434,38300,40.079184999999995,-79.87475
15435,38300,39.950123,-79.858471
15436,38300,39.821335999999995,-79.75186
15437,38300,39.793095,-79.59465
15438,38300,40.093982000000004,-79.83787
15439,38300,39.771324,-79.63584200000001
15440,38300,39.72974,-79.59124
15442,38300,40.013397,-79.83113
15443,38300,39.927312,-79.88768
15444,38300,40.011146000000004,-79.90541
15445,38300,39.876251,-79.69296
15446,38300,40.028267,-79.39475
15447,38300,39.945514,-79.93869000000001
15448,38300,40.134792,-79.74271999999999
15449,38300,39.963621999999994,-79.785349
15450,38300,40.00666,-79.96943
15451,38300,39.737103999999995,-79.83613000000001
15454,38300,39.863665999999995,-79.86378
15455,38300,39.998298999999996,-79.64333
15456,38300,39.923495,-79.66014
15458,38300,39.879185,-79.8618
15459,38300,39.757928,-79.46514
15460,38300,39.804674,-79.9102
15461,99999,39.847077,-79.90196
15461,38300,39.847077,-79.90196
15462,38300,40.061931,-79.38538
15463,38300,39.882521000000004,-79.833585
15464,38300,39.926509,-79.43271999999999
15466,38300,40.075617,-79.89611
15468,38300,39.936535,-79.84669
15469,38300,40.006624,-79.41615999999999
15470,38300,39.854144,-79.52989000000001
15472,38300,39.916995,-79.71589
15473,38300,40.080727,-79.75697
15474,38300,39.74419,-79.90126
15475,38300,39.964486,-79.87846
15476,38300,39.869675,-79.922
15477,38300,40.079169,-79.86448
15478,38300,39.791113,-79.81246999999999
15479,38300,40.148576,-79.72573
15480,38300,39.987054,-79.77879
15482,38300,40.062849,-79.76338
15483,38300,40.081257,-79.85174
15484,38300,39.89615,-79.78956
15485,43740,39.816608,-79.33009
15486,38300,40.034355,-79.6819
15488,38300,39.976316,-79.768901
15489,38300,39.955933,-79.69946
15490,38300,40.077289,-79.42598000000001
15492,38300,40.120876,-79.77089000000001
15501,38300,40.02847,-79.1105
15501,43740,40.02847,-79.1105
15502,43740,40.046023,-79.25845799999999
15510,43740,39.963306,-79.04089
15520,43740,40.112153,-79.06772
15521,99999,40.188404999999996,-78.63027
15522,99999,39.998096000000004,-78.52204
15530,43740,39.937504,-78.94183000000001
15531,43740,40.173782,-79.0629
15531,38300,40.173782,-79.0629
15532,43740,39.766617,-79.06594
15533,99999,39.989224,-78.24245
15534,99999,39.904209,-78.70159
15534,43740,39.904209,-78.70159
15535,99999,39.825578,-78.4423
15536,99999,39.951221999999994,-78.20512
15537,99999,40.003997,-78.36456
15538,43740,39.863486,-78.84235
15539,99999,40.128089,-78.5839
15540,43740,39.798343,-79.22064
15541,43740,40.053525,-78.99023000000001
15542,43740,39.863543,-79.06935
15544,43740,40.134685,-79.09236
15545,43740,39.776675,-78.76286
15545,99999,39.776675,-78.76286
15546,43740,40.14376,-79.04944
15547,43740,40.159054,-79.06371
15548,43740,40.101106,-78.938653
15549,43740,40.020764,-79.01230600000001
15550,43740,40.003724,-78.63685
15550,99999,40.003724,-78.63685
15551,43740,39.886916,-79.25388000000001
15552,43740,39.805436,-79.00013
15553,43740,39.983808,-78.77215
15554,99999,40.121392,-78.5877
15554,43740,40.121392,-78.5877
15555,43740,40.091429,-79.087198
15557,43740,39.935728000000005,-79.22093000000001
15557,38300,39.935728000000005,-79.22093000000001
15558,43740,39.742872,-79.0868
15559,43740,40.058077000000004,-78.66391
15559,99999,40.058077000000004,-78.66391
15560,43740,40.017182,-78.90589
15561,43740,40.096406,-79.090158
15562,43740,39.746182,-79.13245
15563,43740,40.099003,-78.94801
15564,43740,39.729896000000004,-78.844105
15565,43740,40.003476,-79.037983
15601,38300,40.298765,-79.54126
15606,38300,40.360223,-79.439801
15610,38300,40.138405,-79.42425
15611,38300,40.3044,-79.65604
15612,38300,40.136883000000005,-79.59033000000001
15613,38300,40.560849,-79.57544
15615,38300,40.358962,-79.73879000000001
15617,38300,40.269740000000006,-79.66042
15618,38300,40.528929,-79.48116
15618,26860,40.528929,-79.48116
15620,38300,40.321426,-79.34079
15622,43740,40.038201,-79.30426
15622,38300,40.038201,-79.30426
15623,38300,40.366748,-79.61645
15624,38300,40.362739000000005,-79.46885999999999
15625,38300,40.267005,-79.67426999999999
15626,38300,40.409991999999995,-79.57266
15627,38300,40.339546999999996,-79.30171999999999
15628,38300,40.108585,-79.38105999999999
15629,38300,40.598411999999996,-79.56196
15631,38300,40.090582,-79.58704
15632,38300,40.430632,-79.61837
15633,38300,40.355049,-79.52297
15634,38300,40.324588,-79.60693
15635,38300,40.351619,-79.49611999999999
15636,38300,40.359353000000006,-79.65576
15637,38300,40.261878,-79.71321
15638,38300,40.26106,-79.14313
15639,38300,40.201398,-79.60070999999999
15640,38300,40.22615,-79.73165
15641,38300,40.631729,-79.58961
15642,38300,40.325902,-79.71324
15644,38300,40.329238000000004,-79.61469
15646,38300,40.087243,-79.32665
15647,38300,40.344319,-79.72574
15650,38300,40.299646,-79.38845
15655,38300,40.202095,-79.19266
15656,38300,40.63071,-79.61381
15658,38300,40.247351,-79.22882
15660,38300,40.245378,-79.77195999999999
15661,38300,40.319956,-79.35901
15662,38300,40.333489,-79.47547
15663,38300,40.244753,-79.67839000000001
15664,38300,40.310772,-79.617187
15665,38300,40.333339,-79.66646
15666,38300,40.150143,-79.52492
15668,38300,40.451664,-79.67948
15670,38300,40.408295,-79.43966999999999
15671,38300,40.356055,-79.3194
15672,38300,40.231003,-79.61610999999999
15673,38300,40.593301000000004,-79.55779
15674,38300,40.2071,-79.49619
15675,38300,40.330326,-79.64061
15676,38300,40.243195,-79.45737
15677,38300,40.175368,-79.23651
15678,38300,40.287869,-79.72904
15679,38300,40.174620000000004,-79.63584
15680,38300,40.521015000000006,-79.49521999999999
15681,38300,40.500852,-79.4463
15681,26860,40.500852,-79.4463
15682,38300,40.847829,-79.451575
15683,38300,40.103790999999994,-79.59396
15684,38300,40.463572,-79.51475
15685,38300,40.196455,-79.52466
15686,38300,40.608969,-79.42092
15687,38300,40.134658,-79.31493
15688,38300,40.172199,-79.59265
15689,38300,40.219344,-79.49244
15690,38300,40.612649,-79.56708
15691,38300,40.294021,-79.686626
15692,38300,40.332063,-79.67631999999999
15693,38300,40.253085999999996,-79.40845999999999
15695,38300,40.195407,-79.69532
15696,38300,40.279151,-79.36465
15697,38300,40.238134,-79.58171999999999
15698,38300,40.217118,-79.68406
15701,26860,40.626307000000004,-79.16145999999999
15705,26860,40.640031,-79.12944499999999
15710,26860,40.632965999999996,-78.85799
15711,99999,41.002320000000005,-78.96306
15712,26860,40.786561,-78.84707
15713,26860,40.56265,-79.25965
15714,26860,40.662676,-78.7936
15714,27780,40.662676,-78.7936
15715,99999,40.969945,-78.87784
15716,26860,40.472335,-79.19534
15717,38300,40.446360999999996,-79.24611
15717,26860,40.446360999999996,-79.24611
15720,26860,40.529238,-79.0846
15722,27780,40.600375,-78.72133000000001
15723,26860,40.70673,-79.16105999999999
15724,26860,40.734783,-78.81275
15724,20180,40.734783,-78.81275
15724,27780,40.734783,-78.81275
15725,26860,40.518066999999995,-79.34538
15727,26860,40.550270000000005,-79.323745
15728,26860,40.674994,-78.98999
15729,26860,40.710407,-78.93008
15730,99999,41.040903,-79.08485999999999
15731,26860,40.500384999999994,-79.17407
15732,38300,40.721515999999994,-79.21224000000001
15732,26860,40.721515999999994,-79.21224000000001
15733,99999,40.98415,-78.9622
15734,26860,40.717399,-79.00688000000001
15736,38300,40.694906,-79.34331999999999
15737,27780,40.607634999999995,-78.752415
15738,27780,40.693633,-78.775076
15739,26860,40.677609000000004,-79.16422
15741,26860,40.804018,-78.86765
15742,26860,40.816706,-78.8636
15742,20180,40.816706,-78.8636
15744,99999,40.916407,-79.08397
15745,26860,40.621037,-78.91839
15746,26860,40.767854,-78.87733100000001
15747,26860,40.763402,-79.14759000000001
15748,26860,40.529621,-79.14264
15750,26860,40.482783000000005,-79.185048
15752,26860,40.541589,-79.28315
15753,20180,40.801942,-78.66543
15754,26860,40.558928,-79.1497
15756,26860,40.570149,-79.29689
15757,20180,40.890039,-78.72404
15757,26860,40.890039,-78.72404
15759,26860,40.771687,-79.04221
15760,27780,40.652164,-78.79936000000002
15762,27780,40.596681,-78.83252
15763,99999,40.906164000000004,-79.13757
15763,26860,40.906164000000004,-79.13757
15764,99999,40.986389,-79.02664
15765,26860,40.592853999999996,-78.98411999999999
15767,26860,40.954059,-78.97017
15767,99999,40.954059,-78.97017
15767,20180,40.954059,-78.97017
15770,99999,40.999588,-79.15992
15771,26860,40.827315000000006,-78.98991
15772,99999,40.877189,-78.91752
15772,26860,40.877189,-78.91752
15773,27780,40.628368,-78.73335
15774,38300,40.657804,-79.3328
15774,26860,40.657804,-79.3328
15775,27780,40.642174,-78.77125
15776,99999,41.013546000000005,-79.11389
15777,26860,40.700573999999996,-78.95812
15778,99999,40.965989,-79.20053
15779,38300,40.416334,-79.23317
15780,99999,40.917190000000005,-79.04992
15781,99999,40.964542,-78.99646
15783,26860,40.601789000000004,-79.35524000000001
15784,99999,41.027404,-79.13928
15801,20180,41.125563,-78.74648
15821,41260,41.328011,-78.35854
15822,41260,41.415878,-78.66505699999999
15823,20180,41.254038,-78.71987
15823,99999,41.254038,-78.71987
15823,41260,41.254038,-78.71987
15824,99999,41.241861,-78.80577
15824,20180,41.241861,-78.80577
15825,99999,41.160579,-79.06479
15827,41260,41.293237,-78.50471999999999
15828,99999,41.34149,-79.13566999999999
15829,99999,41.173044,-79.19369
15831,41260,41.304782,-78.621286
15832,99999,41.379948999999996,-78.17987
15832,41260,41.379948999999996,-78.17987
15834,41260,41.517738,-78.25309
15834,99999,41.517738,-78.25309
15840,99999,41.160521,-78.81129
15840,20180,41.160521,-78.81129
15841,41260,41.254727,-78.50411
15845,41260,41.497219,-78.68278000000001
15846,41260,41.337926,-78.61075
15847,99999,41.084340000000005,-79.0308
15848,20180,41.031690999999995,-78.72684
15849,20180,41.201892,-78.56335
15851,20180,41.095493,-78.88994
15851,99999,41.095493,-78.88994
15853,99999,41.420778000000006,-78.74776
15853,41260,41.420778000000006,-78.74776
15856,20180,41.082722,-78.62593000000001
15857,41260,41.4376,-78.54271999999999
15860,41260,41.345663,-79.04706999999999
15860,99999,41.345663,-79.04706999999999
15861,99999,41.370715999999994,-78.04939
15863,99999,41.012739,-78.83719
15864,99999,41.108591,-79.19553
15865,99999,41.049353,-78.81868
15866,20180,41.023829,-78.78711
15868,41260,41.283012,-78.42919
15870,41260,41.587333,-78.65347
15901,27780,40.325374,-78.91485
15902,27780,40.309087,-78.90069
15904,27780,40.289442,-78.86612
15905,43740,40.302374,-78.93802
15905,27780,40.302374,-78.93802
15906,27780,40.348973,-78.94131999999999
15907,27780,40.325374,-78.91514699999999
15909,27780,40.363440000000004,-78.87674
15915,27780,40.484487,-78.702224
15920,26860,40.460190999999995,-79.04608
15921,27780,40.319561,-78.69404300000001
15923,38300,40.372103,-79.14574
15924,43740,40.123213,-78.80478000000001
15925,27780,40.408989,-78.64104
15926,43740,40.097937,-78.81509
15926,99999,40.097937,-78.81509
15927,27780,40.543153000000004,-78.79066999999999
15928,43740,40.23741,-78.92978000000001
15929,26860,40.467684000000006,-79.00063
15930,27780,40.294346999999995,-78.71981
15931,27780,40.498793,-78.74591
15934,27780,40.280875,-78.80196
15935,43740,40.212192,-78.95052
15936,43740,40.156538,-78.91515
15937,43740,40.208983,-78.98782
15938,27780,40.42026,-78.61924
15940,27780,40.506799,-78.62996
15942,27780,40.402861,-78.83563000000001
15943,27780,40.474488,-78.84402
15944,38300,40.371165000000005,-79.0772
15944,26860,40.371165000000005,-79.0772
15945,27780,40.356722999999995,-78.873296
15946,11020,40.384718,-78.6651
15946,27780,40.384718,-78.6651
15948,27780,40.491089,-78.76419
15949,26860,40.401076,-79.13701
15951,27780,40.338615000000004,-78.776137
15952,27780,40.298625,-78.77164
15953,43740,40.206435,-78.900533
15954,26860,40.414654,-79.01805999999999
15954,38300,40.414654,-79.01805999999999
15955,27780,40.324295,-78.7063
15956,27780,40.358540999999995,-78.78201
15957,26860,40.536405,-78.89205
15957,27780,40.536405,-78.89205
15958,27780,40.381332,-78.7433
15959,27780,40.267975,-78.91556700000001
15960,27780,40.499629999999996,-78.861308
15961,27780,40.47535,-78.94295
15961,26860,40.47535,-78.94295
15962,27780,40.380188000000004,-78.71901899999999
15963,27780,40.228221999999995,-78.81978000000001
15963,43740,40.228221999999995,-78.81978000000001
16001,38300,40.877664,-79.9113
16002,38300,40.818663,-79.86119000000001
16003,38300,40.921145,-79.92758
16020,38300,41.109359999999995,-79.90816
16022,38300,41.057142,-79.73005
16023,38300,40.796809,-79.75147
16024,38300,40.739587,-80.03721
16025,38300,40.947245,-79.75428000000001
16027,38300,40.818096000000004,-80.0137
16028,99999,40.97717,-79.61922
16028,38300,40.97717,-79.61922
16029,38300,40.877703000000004,-79.84392
16030,38300,41.135335,-79.79791
16033,38300,40.789671999999996,-80.04848
16034,38300,40.868261,-79.72506
16035,38300,41.106327,-80.00429
16036,99999,41.141525,-79.67366
16037,35260,40.821535,-80.13033
16037,38300,40.821535,-80.13033
16038,36340,41.152347,-79.9632
16038,49660,41.152347,-79.9632
16038,38300,41.152347,-79.9632
16040,38300,41.098857,-79.84091
16041,38300,41.009219,-79.7102
16045,38300,40.85062,-79.91314
16046,38300,40.695658,-80.03359
16048,38300,41.04719,-79.808899
16049,99999,41.097836,-79.66317
16049,38300,41.097836,-79.66317
16050,38300,41.028275,-79.75423
16051,35260,40.953140999999995,-80.14799000000001
16051,38300,40.953140999999995,-80.14799000000001
16052,38300,40.898789,-80.06125
16053,38300,40.808934,-79.97811
16054,99999,41.160944,-79.65393
16055,38300,40.713078,-79.73603
16056,38300,40.732393,-79.83422
16057,49660,41.047157,-80.05506
16057,35260,41.047157,-80.05506
16057,38300,41.047157,-80.05506
16058,99999,41.202325,-79.453751
16059,38300,40.702289,-79.93733
16061,38300,41.005075,-79.8851
