,CBSA,Latitude,Longitude
52730,17540,41.780515,-90.28869
52731,17540,41.963196,-90.47705
52731,99999,41.963196,-90.47705
52732,17540,41.861633000000005,-90.21539
52737,34700,41.259329,-91.37449000000001
52738,26980,41.265956,-91.3677
52738,34700,41.265956,-91.3677
52739,34700,41.378166,-91.36693000000001
52742,17540,41.825848,-90.52951
52745,19340,41.73542,-90.77717
52746,19340,41.712643,-90.68748000000001
52747,99999,41.603249,-90.91015
52747,19340,41.603249,-90.91015
52747,34700,41.603249,-90.91015
52748,19340,41.659064,-90.56866
52749,34700,41.355531,-91.12994
52750,17540,41.926933,-90.41181
52751,17540,41.836317,-90.67008
52752,34700,41.277239,-91.18897
52753,19340,41.609382000000004,-90.35986
52754,34700,41.349983,-91.24664
52755,26980,41.476534,-91.43307
52755,34700,41.476534,-91.43307
52756,19340,41.732418,-90.53286
52757,17540,41.801711,-90.35223
52758,19340,41.744689,-90.44391999999999
52759,34700,41.462494,-90.808767
52760,99999,41.57371,-91.08369
52760,34700,41.57371,-91.08369
52761,34700,41.413371999999995,-91.00612
52765,99999,41.720483,-90.86944
52765,19340,41.720483,-90.86944
52766,34700,41.473955,-91.31035
52766,26980,41.473955,-91.31035
52767,19340,41.56823,-90.4191
52768,19340,41.677679,-90.37338000000001
52769,19340,41.594283000000004,-90.8469
52769,34700,41.594283000000004,-90.8469
52771,17540,41.999113,-90.218704
52772,99999,41.750868,-91.13361
52773,19340,41.617234,-90.75849000000001
52774,17540,41.907575,-90.59624000000001
52776,26980,41.573818,-91.26586
52776,99999,41.573818,-91.26586
52776,34700,41.573818,-91.26586
52777,99999,41.843587,-90.86097
52777,17540,41.843587,-90.86097
52778,34700,41.604559,-91.00644
52778,99999,41.604559,-91.00644
52801,19340,41.522832,-90.57503
52802,19340,41.513182,-90.61672
52803,19340,41.538582,-90.56223
52804,19340,41.546931,-90.61964
52805,19340,41.613034000000006,-90.606284
52806,19340,41.574581,-90.60303
52807,19340,41.565433,-90.53924
53001,43100,43.61014,-88.03047
53002,33340,43.461969,-88.36431999999999
53003,13180,43.211067,-88.51649
53004,33340,43.498943,-87.86211
53005,33340,43.060871999999996,-88.09478
53006,22540,43.623996000000005,-88.51089
53006,13180,43.623996000000005,-88.51089
53007,33340,43.10836,-88.06893000000001
53008,33340,43.018696000000006,-88.30299699999999
53010,33340,43.602787,-88.2653
53010,13180,43.602787,-88.2653
53010,22540,43.602787,-88.2653
53011,22540,43.657078999999996,-88.08008000000001
53011,43100,43.657078999999996,-88.08008000000001
53012,33340,43.305412,-87.99794
53013,43100,43.575272,-87.84597
53013,33340,43.575272,-87.84597
53014,11540,44.033215000000006,-88.17626
53014,22540,44.033215000000006,-88.17626
53014,31820,44.033215000000006,-88.17626
53015,31820,43.914168,-87.76689
53015,43100,43.914168,-87.76689
53016,13180,43.313002000000004,-88.71989
53017,33340,43.199526,-88.26177
53018,33340,43.05348,-88.39844000000001
53019,22540,43.699527,-88.32233000000001
53020,31820,43.85255,-88.01085
53020,43100,43.85255,-88.01085
53021,43100,43.483263,-87.98908
53021,33340,43.483263,-87.98908
53022,33340,43.219155,-88.12043
53023,43100,43.777582,-88.10103000000001
53023,22540,43.777582,-88.10103000000001
53024,33340,43.32546,-87.94573000000001
53026,43100,43.718294,-87.618716
53027,13180,43.313361,-88.37331999999999
53027,33340,43.313361,-88.37331999999999
53029,33340,43.132743,-88.34737
53031,43100,43.639395,-87.915705
53032,13180,43.446666,-88.62795
53033,33340,43.233282,-88.2396
53034,13180,43.345528,-88.60135
53035,13180,43.395861,-88.53605999999999
53036,33340,43.178684999999994,-88.5739
53036,48020,43.178684999999994,-88.5739
53036,13180,43.178684999999994,-88.5739
53037,33340,43.322213,-88.17011
53038,48020,43.075784000000006,-88.77595
53039,13180,43.378828000000006,-88.70876
53040,43100,43.52413,-88.19215
53040,33340,43.52413,-88.19215
53040,22540,43.52413,-88.19215
53042,31820,43.924095,-88.00285
53042,43100,43.924095,-88.00285
53042,11540,43.924095,-88.00285
53044,43100,43.740794,-87.78303000000001
53045,33340,43.055315,-88.1503
53046,33340,43.153447,-88.16124
53047,48020,43.257364,-88.62873
53048,13180,43.584926,-88.44594000000001
53048,22540,43.584926,-88.44594000000001
53049,11540,43.887372,-88.28801999999999
53049,22540,43.887372,-88.28801999999999
53050,13180,43.499518,-88.53911
53051,33340,43.151183,-88.11034000000001
53056,33340,43.146023,-88.30975
53057,22540,43.80576,-88.25435999999999
53058,33340,43.108775,-88.40276
53059,13180,43.289159000000005,-88.52623
53060,33340,43.433807,-88.062338
53061,31820,43.949961,-88.09962
53061,11540,43.949961,-88.09962
53062,11540,44.067941999999995,-88.22313100000001
53063,31820,43.97207,-87.7766
53065,22540,43.689915,-88.56586
53066,48020,43.108241,-88.48935
53066,33340,43.108241,-88.48935
53066,13180,43.108241,-88.48935
53069,33340,43.114118,-88.43771
53070,43100,43.622793,-87.80364
53072,33340,43.076953,-88.26799999999999
53073,43100,43.758674,-87.98005
53074,33340,43.40181,-87.88001
53075,33340,43.564477000000004,-87.99094000000001
53075,43100,43.564477000000004,-87.99094000000001
53076,33340,43.265289,-88.20144
53078,13180,43.3182,-88.45169
53079,43100,43.808108000000004,-88.18164
53079,22540,43.808108000000004,-88.18164
53080,33340,43.394676000000004,-87.95886999999999
53081,43100,43.736145,-87.72893
53083,43100,43.797567,-87.75664
53085,43100,43.731685,-87.83406
53086,33340,43.33278,-88.27906999999999
53088,11540,44.075128,-88.30105999999999
53089,33340,43.14004,-88.22641
53090,33340,43.446622999999995,-88.17879
53091,13180,43.502688,-88.43299
53091,33340,43.502688,-88.43299
53092,33340,43.223907000000004,-87.95085
53093,43100,43.665399,-87.94735
53094,48020,43.170606,-88.73058
53095,33340,43.40328,-88.18026
53097,33340,43.234506,-88.00914
53098,13180,43.231506,-88.70634
53098,48020,43.231506,-88.70634
53099,13180,43.414202,-88.704914
53101,29404,42.58098,-87.662878
53102,29404,42.500141,-88.079983
53103,33340,42.886982,-88.20955
53104,29404,42.551693,-88.04908
53105,29404,42.662671,-88.28132
53105,48580,42.662671,-88.28132
53105,39540,42.662671,-88.28132
53108,39540,42.825711,-87.94293
53109,29404,42.535968,-88.144386
53110,33340,42.948415999999995,-87.86101
53114,48580,42.60027,-88.74978
53114,27500,42.60027,-88.74978
53115,48580,42.63427,-88.6383
53118,33340,42.991622,-88.47085
53118,48020,42.991622,-88.47085
53119,33340,42.881035,-88.47117
53119,48580,42.881035,-88.47117
53119,48020,42.881035,-88.47117
53120,39540,42.797775,-88.40435
53120,48580,42.797775,-88.40435
53121,48580,42.711104999999996,-88.54214
53122,33340,43.050762,-88.0842
53125,48580,42.546003000000006,-88.56234
53126,39540,42.778642,-87.96609000000001
53126,33340,42.778642,-87.96609000000001
53127,33340,42.960097999999995,-88.37445500000001
53128,48580,42.526028000000004,-88.33443
53128,29404,42.526028000000004,-88.33443
53129,33340,42.937447999999996,-87.99839
53130,33340,42.941264000000004,-88.05121
53132,33340,42.896145000000004,-88.00891
53137,48020,43.000999,-88.66382
53138,39540,42.66749,-88.541721
53139,39540,42.691937,-88.12599
53139,29404,42.691937,-88.12599
53140,29404,42.60217,-87.82979
53142,29404,42.559823,-87.87878
53143,29404,42.56427,-87.83043
53144,29404,42.601842,-87.87617
53146,33340,42.973663,-88.15414
53147,48580,42.587613,-88.45828
53148,48580,42.649557,-88.35965
53149,39540,42.872477,-88.34409000000001
53149,48580,42.872477,-88.34409000000001
53149,33340,42.872477,-88.34409000000001
53150,39540,42.901235,-88.12464
53150,33340,42.901235,-88.12464
53151,33340,42.980163,-88.09438
53152,29404,42.574616,-88.232632
53153,33340,42.935259,-88.40501
53154,33340,42.884347,-87.8992
53156,48020,42.879242,-88.58986999999999
53157,48580,42.540048,-88.35816700000001
53158,29404,42.529075,-87.87201
53159,29404,42.555695,-88.296914
53167,39540,42.742629,-88.22308000000001
53168,29404,42.573081,-88.12444
53170,29404,42.550263,-88.17065
53171,29404,42.642298,-87.903161
53172,33340,42.909816,-87.86395
53176,48580,42.642223,-88.41179
53177,39540,42.699169,-87.91691999999999
53177,29404,42.699169,-87.91691999999999
53178,48020,43.015999,-88.59572
53179,29404,42.515668,-88.13454
53181,29404,42.515596,-88.25761
53182,29404,42.696321999999995,-88.04658
53182,39540,42.696321999999995,-88.04658
53183,33340,43.002534000000004,-88.37771
53184,48580,42.532636,-88.59862
53185,39540,42.798555,-88.19409
53185,33340,42.798555,-88.19409
53186,33340,43.015289,-88.20924000000001
53188,33340,43.020762,-88.26852
53189,33340,42.967394,-88.264
53190,27500,42.818746999999995,-88.73279000000001
53190,48580,42.818746999999995,-88.73279000000001
53190,48020,42.818746999999995,-88.73279000000001
53191,48580,42.573162,-88.54021
53192,29404,42.511818,-88.18285
53195,48580,42.512403000000006,-88.48262
53201,33340,43.011264000000004,-87.958409
53202,33340,43.046213,-87.9005
53203,33340,43.037963,-87.91548
53204,33340,43.017414,-87.92625
53205,33340,43.053763000000004,-87.93473
53206,33340,43.076178999999996,-87.93476
53207,33340,42.985465000000005,-87.89998
53208,33340,43.047863,-87.96618000000001
53209,33340,43.119409999999995,-87.94726999999999
53210,33340,43.068962,-87.97423
53211,33340,43.083012,-87.8859
53212,33340,43.072062,-87.9103
53213,33340,43.049012,-88.00012
53214,33340,43.020363,-88.01273
53215,33340,42.999364,-87.94343
53216,33340,43.086711,-87.9749
53217,33340,43.14351,-87.90894
53218,33340,43.11096,-87.99436
53219,33340,42.996614,-87.99213
53220,33340,42.969115,-87.99141
53221,33340,42.953915,-87.9457
53222,33340,43.083261,-88.02823000000001
53223,33340,43.163692,-87.98716999999999
53224,33340,43.153865,-88.04032
53225,33340,43.115759999999995,-88.04120999999999
53226,33340,43.048545000000004,-88.04239
53227,33340,42.997647,-88.03716999999999
53228,33340,42.966681,-88.03798
53233,33340,43.037313,-87.93373000000001
53234,33340,43.017412,-87.569664
53235,33340,42.971156,-87.87451999999999
53259,33340,43.038663,-87.913934
53401,39540,42.727153,-87.675979
53402,39540,42.767286,-87.79746999999999
53403,29404,42.704519,-87.80062
53403,39540,42.704519,-87.80062
53404,39540,42.743169,-87.80534
53405,39540,42.714369,-87.82424
53406,39540,42.730807,-87.85826999999999
53407,39540,42.731224,-87.782818
53501,27500,42.605453999999995,-89.070448
53502,33820,42.71815,-89.44315
53502,27500,42.71815,-89.44315
53503,31540,43.150121999999996,-89.92545
53504,33820,42.698173,-89.85736
53504,99999,42.698173,-89.85736
53505,27500,42.642661,-88.82547
53506,31540,43.15498,-90.28594
53507,31540,43.008697,-89.90117
53508,31540,42.865396999999994,-89.55461
53508,33820,42.865396999999994,-89.55461
53510,99999,42.729814000000005,-90.31984
53511,27500,42.526464000000004,-89.04290999999999
53512,27500,42.669779,-89.072779
53515,31540,43.131939,-89.7438
53516,99999,42.802663,-89.85943
53516,33820,42.802663,-89.85943
53516,31540,42.802663,-89.85943
53517,31540,43.031138,-89.83672
53518,38420,43.23854,-90.59683000000001
53518,99999,43.23854,-90.59683000000001
53520,27500,42.613107,-89.37364000000001
53520,33820,42.613107,-89.37364000000001
53521,33820,42.839240999999994,-89.40088
53521,27500,42.839240999999994,-89.40088
53521,31540,42.839240999999994,-89.40088
53522,99999,42.552731,-89.79624
53522,33820,42.552731,-89.79624
53523,48020,42.99273,-89.02274
53523,31540,42.99273,-89.02274
53525,48580,42.551253,-88.85412
53525,27500,42.551253,-88.85412
53526,31540,42.970855,-90.33452
53527,31540,43.073751,-89.1967
53528,31540,43.116408,-89.64371
53529,31540,43.228109,-89.53605
53530,99999,42.686745,-90.10983
53531,31540,43.055415,-89.09349
53532,31540,43.240097999999996,-89.33659
53533,31540,42.974296,-90.14404
53534,27500,42.841688,-89.07223
53534,31540,42.841688,-89.07223
53534,48020,42.841688,-89.07223
53535,31540,43.011323,-90.133932
53536,27500,42.772515999999996,-89.2802
53537,27500,42.668944,-89.20998
53538,48020,42.924942,-88.84813
53538,27500,42.924942,-88.84813
53540,99999,43.222854,-90.2935
53541,99999,42.572413,-90.02605
53542,27500,42.632325,-89.15942
53543,38420,43.043206,-90.35954
53543,31540,43.043206,-90.35954
53544,31540,42.878192,-89.92864
53545,27500,42.69146,-89.04276999999999
53546,27500,42.666761,-88.99528000000001
53547,27500,42.729359,-89.030111
53548,27500,,
53549,48020,42.993905,-88.79321
53550,33820,42.567333000000005,-89.49396999999999
53551,48020,43.082761,-88.90838000000001
53553,31540,42.92239,-90.28554
53554,31540,42.906219,-90.42574
53554,38420,42.906219,-90.42574
53555,31540,43.325153,-89.56074
53556,12660,43.213963,-90.23909
53556,99999,43.213963,-90.23909
53557,13180,43.339822999999996,-88.79719
53558,31540,43.015498,-89.28954
53559,48020,43.172619,-89.07464
53559,31540,43.172619,-89.07464
53560,31540,43.177861,-89.78012
53561,12660,43.37262,-89.69418
53561,31540,43.37262,-89.69418
53562,31540,43.103711,-89.51106
53563,27500,42.778496999999994,-88.95595
53563,48020,42.778496999999994,-88.95595
53565,31540,42.852038,-90.1745
53565,99999,42.852038,-90.1745
53566,33820,42.603462,-89.64036999999999
53569,31540,42.989241,-90.43855
53569,38420,42.989241,-90.43855
53570,33820,42.745346000000005,-89.61455
53571,31540,43.277409000000006,-89.35853
53572,31540,42.985255,-89.73647
53572,33820,42.985255,-89.73647
53573,99999,43.1914,-90.45655
53573,38420,43.1914,-90.45655
53573,31540,43.1914,-90.45655
53574,31540,42.816359999999996,-89.64075
53574,33820,42.816359999999996,-89.64075
53575,31540,42.929208,-89.38478
53576,27500,42.635236,-89.24268000000002
53577,12660,43.302122999999995,-90.07619
53578,31540,43.318318,-89.74928
53578,12660,43.318318,-89.74928
53579,13180,43.296299,-88.86721
53580,31540,42.85044,-90.37608
53581,99999,43.361048,-90.40776
53582,31540,43.020516,-89.97928
53583,12660,43.267183,-89.76912
53583,31540,43.267183,-89.76912
53584,99999,43.279435,-90.287566
53585,48580,42.518695,-88.7226
53585,27500,42.518695,-88.7226
53586,99999,42.5744,-90.23935
53587,99999,42.584521,-89.9026
53588,12660,43.174503,-90.07267
53588,99999,43.174503,-90.07267
53588,31540,43.174503,-90.07267
53589,27500,42.926473,-89.22431999999999
53589,31540,42.926473,-89.22431999999999
53590,31540,43.189953,-89.2253
53593,31540,42.988593,-89.55543
53594,13180,43.18584,-88.97553
53594,48020,43.18584,-88.97553
53594,31540,43.18584,-88.97553
53595,31540,42.976078,-90.141299
53596,31540,43.192403000000006,-89.26288000000001
53597,31540,43.182873,-89.45408
53598,31540,43.21352,-89.34203000000001
53599,99999,42.649309,-89.862202
53701,31540,43.069559999999996,-89.423861
53703,31540,43.078646,-89.37727
53704,31540,43.121415999999996,-89.34968
53705,31540,43.073395,-89.45049
53706,31540,43.074296000000004,-89.40774
53711,31540,43.036696,-89.44499
53713,31540,43.037647,-89.39154
53714,31540,43.099861,-89.31786
53715,31540,43.061546,-89.40024
53716,31540,43.065621,-89.32085
53717,31540,43.072994,-89.51992
53718,31540,43.095178000000004,-89.2704
53719,31540,43.029497,-89.50531
53779,31540,43.098202,-89.324196
53783,31540,43.15955,-89.285235
53784,31540,43.048908000000004,-89.338447
53788,31540,43.076691,-89.37631999999999
53801,38420,42.922835,-91.09378000000001
53802,38420,42.873625,-90.93635400000001
53803,99999,42.563769,-90.36783
53804,38420,42.873162,-90.91221999999999
53805,99999,43.136963,-90.69830999999999
53805,38420,43.136963,-90.69830999999999
53806,38420,42.734625,-90.95124
53807,38420,42.607138,-90.44811999999999
53807,99999,42.607138,-90.44811999999999
53808,38420,42.627951,-90.5939
53809,38420,42.98995,-90.63483000000001
53810,38420,42.818053000000006,-90.9931
53811,38420,42.532592,-90.49996999999999
53811,99999,42.532592,-90.49996999999999
53812,38420,42.859325,-90.791337
53813,38420,42.847590999999994,-90.70167
53816,38420,42.996023,-90.85263
53817,38420,42.941786,-90.97564
53818,99999,42.743947999999996,-90.48625
53818,38420,42.743947999999996,-90.48625
53818,31540,42.743947999999996,-90.48625
53820,38420,42.695285,-90.69309
53821,99999,43.036566,-91.11838
53821,38420,43.036566,-91.11838
53825,38420,42.928048,-90.56703
53826,99999,43.124756,-90.90828
53827,38420,43.063728999999995,-90.82292
53901,99999,43.549851000000004,-89.47100999999999
53901,31540,43.549851000000004,-89.47100999999999
53910,99999,43.908737,-89.80722
53911,31540,43.321005,-89.36681
53913,31540,43.483503000000006,-89.74753
53913,12660,43.483503000000006,-89.74753
53916,13180,43.456814,-88.84058
53919,22540,43.734566,-88.78585
53920,99999,43.660412,-89.59309
53922,13180,43.518602,-88.71347
53923,31540,43.559975,-89.13762
53923,99999,43.559975,-89.13762
53924,99999,43.503482,-90.26902
53924,12660,43.503482,-90.26902
53925,13180,43.340383,-89.04091
53925,31540,43.340383,-89.04091
53926,31540,43.664224,-89.19684000000001
53926,99999,43.664224,-89.19684000000001
53927,99999,43.955459999999995,-89.941771
53928,31540,43.426936,-89.14912
53929,99999,43.752732,-90.2853
53930,99999,43.691602,-89.48924
53931,22540,43.740108,-88.86811999999999
53932,31540,43.407179,-89.05837
53932,13180,43.407179,-89.05837
53933,13180,43.566325,-88.90158000000001
53934,99999,43.967603999999994,-89.85287
53935,31540,43.588986,-89.06787
53936,99999,43.868852000000004,-89.70736
53937,99999,43.378638,-90.15726
53937,12660,43.378638,-90.15726
53939,99999,43.693508,-89.12856
53940,12660,43.589593,-89.79306
53941,12660,43.579867,-90.13608
53941,99999,43.579867,-90.13608
53942,12660,43.468211,-90.161478
53943,12660,43.401354,-90.04308
53944,12660,43.705113,-89.89911
53944,99999,43.705113,-89.89911
53946,99999,43.727646,-89.02574
53946,13180,43.727646,-89.02574
53946,22540,43.727646,-89.02574
53947,99999,43.747501,-89.1405
53948,99999,43.783534,-90.0566
53949,99999,43.792518,-89.34061
53950,99999,43.90147,-90.13776999999999
53951,12660,43.393526,-89.84489
53952,99999,43.776098,-89.60323000000001
53953,99999,43.765621,-89.45736
53954,31540,43.522529,-89.32342
53954,99999,43.522529,-89.32342
53955,31540,43.404191,-89.4171
53956,31540,43.544491,-89.01137
53956,99999,43.544491,-89.01137
53956,13180,43.544491,-89.01137
53957,31540,43.535249,-89.006845
53958,12660,43.393767,-89.95589
53959,12660,43.53414,-89.99183000000001
53960,31540,43.442214,-89.24134000000001
53961,12660,43.469055,-89.93826999999999
53962,99999,43.685137,-90.26578
53963,22540,43.633781,-88.7351
53963,13180,43.633781,-88.7351
53964,99999,43.907282,-89.49412
53965,31540,43.645603,-89.78104
53965,12660,43.645603,-89.78104
53965,99999,43.645603,-89.78104
53968,12660,43.648089,-90.24377
53968,99999,43.648089,-90.24377
53969,31540,43.49534,-89.30897
54001,99999,45.326339000000004,-92.37857
54002,33460,44.96915,-92.37326
54003,33460,44.782907,-92.44657
54004,99999,45.319095000000004,-92.13016
54005,33460,45.237727,-92.22901
54005,99999,45.237727,-92.22901
54005,32860,45.237727,-92.22901
54006,99999,45.586187,-92.64165
54007,99999,45.189667,-92.37018
54007,33460,45.189667,-92.37018
54009,99999,45.351585,-92.60246
54011,33460,44.718955,-92.46651
54013,32860,45.064609999999995,-92.18504
54013,33460,45.064609999999995,-92.18504
54014,33460,44.626915000000004,-92.54799999999999
54015,33460,44.957487,-92.44589
54016,33460,44.978518,-92.71996
54017,99999,45.122052000000004,-92.53690999999999
54017,33460,45.122052000000004,-92.53690999999999
54020,99999,45.299735,-92.64222
54021,33460,44.752662,-92.77958000000001
54022,33460,44.854636,-92.61729
54023,33460,44.970887,-92.5478
54024,99999,45.469339,-92.62088
54025,33460,45.142151,-92.6819
54026,99999,45.221875,-92.53506999999999
54026,33460,45.221875,-92.53506999999999
54027,33460,44.938989,-92.18637
54027,32860,44.938989,-92.18637
54028,33460,44.944206,-92.27960999999999
54082,33460,45.068411,-92.74248
54101,24580,44.788897999999996,-88.04535
54102,31940,45.503625,-88.08108
54103,31940,45.655708000000004,-88.48292000000002
54103,27020,45.655708000000004,-88.48292000000002
54103,99999,45.655708000000004,-88.48292000000002
54104,31940,45.428789,-88.25278
54106,99999,44.472424,-88.45746
54106,11540,44.472424,-88.45746
54107,99999,44.710588,-88.45159
54110,31820,44.179504,-88.07449
54110,24580,44.179504,-88.07449
54110,11540,44.179504,-88.07449
54111,24580,44.826617,-88.4018
54111,99999,44.826617,-88.4018
54112,24580,45.054842,-88.0547
54112,31940,45.054842,-88.0547
54113,11540,44.264904,-88.31200000000001
54114,24580,45.245131,-88.1504
54114,31940,45.245131,-88.1504
54115,24580,44.42042,-88.07896
54115,11540,44.42042,-88.07896
54119,31940,45.613141999999996,-88.17458
54120,31940,45.755117999999996,-88.43264
54120,27020,45.755117999999996,-88.43264
54121,27020,45.873589,-88.27342
54123,11540,44.205239,-88.15899
54124,24580,44.904959000000005,-88.37822
54124,99999,44.904959000000005,-88.37822
54125,31940,45.634252000000004,-88.33667
54126,31820,44.291765999999996,-88.05059
54126,24580,44.291765999999996,-88.05059
54127,99999,44.795823,-88.26895
54128,99999,44.860223,-88.79585
54129,11540,44.131149,-88.19443000000001
54130,11540,44.293197,-88.25922
54130,24580,44.293197,-88.25922
54135,99999,44.901909,-88.59535
54136,11540,44.268387,-88.33655999999999
54137,24580,44.760220000000004,-88.25466999999999
54137,99999,44.760220000000004,-88.25466999999999
54138,24580,45.312629,-88.47583
54139,24580,44.943923,-88.06843
54140,11540,44.286637,-88.31000999999999
54141,24580,44.728341,-88.00712
54143,31940,45.092448,-87.64929000000001
54149,24580,45.204046000000005,-88.51120999999999
54150,99999,44.984514000000004,-88.85947
54151,31940,45.732689,-87.96996
54151,27020,45.732689,-87.96996
54152,11540,44.565437,-88.46717
54153,31940,44.886571,-87.89935
54153,24580,44.886571,-87.89935
54154,24580,44.86802,-88.16445999999999
54154,99999,44.86802,-88.16445999999999
54155,11540,44.52284,-88.18008
54155,24580,44.52284,-88.18008
54156,31940,45.595032,-87.95018
54157,24580,45.057605,-87.77449
54157,31940,45.057605,-87.77449
54159,31940,45.207353000000005,-87.80060999999999
54160,11540,44.1196,-88.09784
54161,24580,45.116325,-88.16811
54161,31940,45.116325,-88.16811
54162,99999,44.657109999999996,-88.24208
54162,24580,44.657109999999996,-88.24208
54165,24580,44.515229999999995,-88.31075
54165,11540,44.515229999999995,-88.31075
54165,99999,44.515229999999995,-88.31075
54166,99999,44.779241,-88.60636
54169,11540,44.173538,-88.27525
54170,11540,44.506021999999994,-88.56461
54170,99999,44.506021999999994,-88.56461
54171,24580,44.718334999999996,-88.10117
54173,24580,44.640367,-88.03732
54174,24580,45.047765999999996,-88.37913
54175,24580,45.30942,-88.61753
54177,31940,45.370117,-87.87769
54180,24580,44.325856,-88.16205
54182,99999,44.731453,-88.369842
54201,99999,44.613603999999995,-87.46502
54201,24580,44.613603999999995,-87.46502
54202,99999,45.059668,-87.13195999999999
54204,99999,44.753401000000004,-87.64628
54205,24580,44.589059999999996,-87.62271
54205,99999,44.589059999999996,-87.62271
54207,31820,44.086144,-87.98331
54208,31820,44.358527,-87.79746999999999
54208,24580,44.358527,-87.79746999999999
54209,99999,45.027668,-87.28234
54210,99999,45.271782,-87.04561
54211,99999,45.158078,-87.16796
54212,99999,45.146473,-87.24154
54213,99999,44.693391999999996,-87.51196999999999
54213,24580,44.693391999999996,-87.51196999999999
54214,31820,44.200758,-87.71974
54215,31820,44.224851,-87.79943
54216,24580,44.456022,-87.54429
54217,24580,44.55681,-87.71413000000001
54217,99999,44.55681,-87.71413000000001
54220,31820,44.096194,-87.68919
54226,99999,45.059713,-87.006012
54227,31820,44.27809,-87.79026
54228,31820,44.257289,-87.64865999999999
54229,24580,44.559995,-87.81553000000001
54230,31820,44.142939,-87.9131
54232,31820,44.008575,-87.92456
54234,99999,45.186528,-87.11618
54235,99999,44.844133,-87.38044000000001
54240,31820,44.326784,-87.62239
54241,31820,44.174245,-87.58613000000001
54245,31820,44.037618,-87.90026
54246,99999,45.365984000000005,-86.89945999999999
54247,31820,44.19011,-87.79109
54301,24580,44.489059000000005,-88.01674
54302,24580,44.505782,-87.97946999999999
54303,24580,44.530892,-88.04482
54304,24580,44.499346,-88.06318
54305,24580,44.460064,-88.00738199999999
54308,24580,44.459509000000004,-87.805912
54311,24580,44.485243,-87.92232
54313,24580,44.564261,-88.10325999999999
54313,11540,44.564261,-88.10325999999999
54344,24580,44.42504,-88.11125200000001
54401,48140,44.958382,-89.6693
54403,48140,44.976118,-89.59209
54404,32270,44.466553999999995,-90.02136
54405,99999,44.950905,-90.30485999999999
54405,48140,44.950905,-90.30485999999999
54406,44620,44.421110999999996,-89.30618
54407,44620,44.513056,-89.30422
54408,48140,45.03324,-89.28376
54408,99999,45.03324,-89.28376
54409,99999,45.121666,-89.13388
54409,48140,45.121666,-89.13388
54410,32270,44.536297999999995,-90.04316999999999
54411,48140,45.040345,-90.01829000000001
54411,99999,45.040345,-90.01829000000001
54412,48140,44.662975,-89.9943
54412,32270,44.662975,-89.9943
54413,32270,44.283542,-90.12791
54414,48140,44.95258,-89.16252
54414,99999,44.95258,-89.16252
54415,32270,44.619128,-89.918563
54416,99999,44.879391,-88.95510999999999
54417,48140,45.025110999999995,-89.64609
54418,99999,45.221567,-88.96427
54420,99999,44.619487,-90.36605
54421,99999,44.903,-90.30657
54421,48140,44.903,-90.30657
54422,99999,44.984128000000005,-90.44176
54423,44620,44.585504,-89.42139
54424,99999,45.281420000000004,-89.20118000000001
54425,48140,45.006071999999996,-90.33145999999999
54425,99999,45.006071999999996,-90.33145999999999
54426,48140,44.907131,-89.9777
54427,99999,44.834167,-89.23917
54427,48140,44.834167,-89.23917
54428,99999,45.440199,-89.13837
54429,48140,44.780171,-89.247809
54430,99999,45.138071999999994,-88.88498
54432,48140,44.900936,-89.7701
54433,99999,45.186932,-90.81846
54433,20740,45.186932,-90.81846
54434,99999,45.206757,-90.48413199999999
54435,32980,45.372921000000005,-89.43748000000001
54435,99999,45.372921000000005,-89.43748000000001
54436,99999,44.557846000000005,-90.44622
54437,99999,44.775105,-90.62639
54440,48140,44.830734,-89.37414
54441,32270,44.645158,-90.10523
54442,32980,45.345991,-89.67087
54443,44620,44.612879,-89.74163
54443,48140,44.612879,-89.74163
54443,32270,44.612879,-89.74163
54446,99999,44.758265,-90.48248000000001
54447,99999,45.077541,-90.7324
54448,48140,44.935076,-89.83699
54449,32270,44.656686,-90.18151999999999
54449,99999,44.656686,-90.18151999999999
54449,48140,44.656686,-90.18151999999999
54450,99999,45.006232000000004,-89.047379
54451,99999,45.171131,-90.40527
54452,32980,45.181311,-89.70469
54452,48140,45.181311,-89.70469
54454,44620,44.620203000000004,-89.87223
54454,32270,44.620203000000004,-89.87223
54455,48140,44.787003000000006,-89.69066
54455,44620,44.787003000000006,-89.69066
54456,99999,44.553719,-90.61457
54457,32270,44.260056,-89.88239
54457,99999,44.260056,-89.88239
54458,44620,44.490241,-89.31094399999999
54459,99999,45.434426,-90.26805999999999
54460,99999,44.945107,-90.53973
54462,99999,45.392118,-89.0051
54463,99999,45.516138,-89.17824
54464,99999,45.249382000000004,-89.032136
54465,99999,45.393536,-88.88705999999999
54466,99999,44.404914,-90.24246
54466,32270,44.404914,-90.24246
54467,44620,44.452277,-89.54399000000001
54469,32270,44.348816,-89.86368
54470,99999,45.297753,-90.16658000000001
54471,48140,44.918707,-89.44139
54473,48140,44.641554,-89.33596
54473,44620,44.641554,-89.33596
54474,48140,44.885168,-89.61922
54475,44620,44.484001,-89.79403
54475,32270,44.484001,-89.79403
54476,48140,44.903194,-89.57937
54479,48140,44.764410999999996,-90.33179
54479,99999,44.764410999999996,-90.33179
54480,99999,45.064903,-90.29794
54480,48140,45.064903,-90.29794
54481,44620,44.524054,-89.55621
54482,44620,,
54484,48140,44.793746999999996,-90.06026
