CBSACode,democrat,green,republican,total,%democrat,%republican
19260,48580.0,207.0,92980.0,141560.0,0.34317603842893474,0.6568239615710653
19300,123572.0,1055.0,330872.0,454444.0,0.2719190923414106,0.7280809076585893
19340,1815313.0,13522.0,1938696.0,3754009.0,0.4835665018384346,0.5164334981615654
19380,4894344.0,36240.0,4622520.0,9516864.0,0.514281174975286,0.48571882502471403
19420,14862.0,74.0,37692.0,52554.0,0.2827948395935609,0.7172051604064391
19460,535539.0,3430.0,991905.0,1527444.0,0.35061121717064586,0.6493887828293541
19500,220745.0,1121.0,243931.0,464676.0,0.4750514336871282,0.5249485663128718
19540,677869.0,6417.0,777029.0,1454898.0,0.46592200965291036,0.5340779903470896
19580,34649.0,365.0,53204.0,87853.0,0.3943974593923941,0.6056025406076059
19620,30044.0,129.0,30468.0,60512.0,0.4964965626652565,0.5035034373347436
19660,666891.0,3345.0,685732.0,1352623.0,0.493035383843096,0.506964616156904
19700,17404.0,186.0,18577.0,35981.0,0.4836997304132737,0.5163002695867264
19740,7571790.0,76309.0,7538021.0,15109811.0,0.5011174527596672,0.49888254724033276
19760,15916.0,155.0,51400.0,67316.0,0.23643710262047657,0.7635628973795234
19780,5242226.0,34691.0,5859225.0,11101451.0,0.47221088486541085,0.5277891151345891
19820,6423975.0,35828.0,5093671.0,11517646.0,0.5577506896808602,0.4422493103191399
19860,444981.0,4388.0,491337.0,936318.0,0.4752455896394174,0.5247544103605826
19940,875098.0,5598.0,1264665.0,2139763.0,0.4089695914921419,0.5910304085078582
19980,21891.0,316.0,50316.0,72207.0,0.3031700527649674,0.6968299472350327
20020,631884.0,2460.0,982321.0,1614205.0,0.39145213897863035,0.6085478610213697
20060,80183.0,314.0,171450.0,251633.0,0.31865057444770756,0.6813494255522924
20100,1026958.0,10511.0,1115000.0,2141958.0,0.4794482431494922,0.5205517568505078
20140,1084567.0,11405.0,1533029.0,2617596.0,0.4143370481923108,0.5856629518076892
20180,59112.0,570.0,102493.0,161605.0,0.36578076173385726,0.6342192382661428
20220,129131.0,987.0,99953.0,229084.0,0.563684063487629,0.436315936512371
20260,1694849.0,25063.0,1860549.0,3555398.0,0.4766974049037548,0.5233025950962452
20300,84752.0,51.0,162124.0,246876.0,0.34329784993275975,0.6567021500672402
20340,38764.0,41.0,114883.0,153647.0,0.25229259276132954,0.7477074072386705
20380,71571.0,0.0,112442.0,184013.0,0.38894534625271043,0.6110546537472896
20420,68344.0,2378.0,58581.0,126925.0,0.5384597203072681,0.4615402796927319
20460,38329.0,0.0,85403.0,123732.0,0.3097743510167135,0.6902256489832864
20500,5248984.0,36960.0,4897518.0,10146502.0,0.5173195649101533,0.4826804350898467
20540,21696.0,88.0,44689.0,66385.0,0.32682081795586354,0.6731791820441365
20580,39197.0,53.0,14471.0,53668.0,0.7303607363792204,0.2696392636207796
20660,49845.0,427.0,58866.0,108711.0,0.45850925849270086,0.5414907415072991
20700,1712937.0,19246.0,1565122.0,3278059.0,0.5225461164670923,0.47745388353290774
20740,264420.0,4063.0,246127.0,510547.0,0.5179150989037248,0.48208490109627516
20780,56594.0,1045.0,42278.0,98872.0,0.5723966340318796,0.4276033659681204
20820,42400.0,226.0,127617.0,170017.0,0.24938682602328002,0.75061317397672
20900,22950.0,103.0,47073.0,70023.0,0.3277494537509104,0.6722505462490895
20940,111409.0,608.0,63641.0,175050.0,0.6364410168523279,0.3635589831476721
20980,1052815.0,6943.0,1125944.0,2178759.0,0.4832177400070407,0.5167822599929593
21020,844055.0,6392.0,545339.0,1389394.0,0.6074986648855544,0.39250133511444557
21060,191282.0,1274.0,404535.0,595817.0,0.32104152785167256,0.6789584721483274
21120,8341.0,0.0,27109.0,35450.0,0.23528913963328632,0.7647108603667137
21140,110905.0,642.0,203364.0,314269.0,0.35289831322847626,0.6471016867715238
21180,189088.0,706.0,398801.0,587889.0,0.32163894884918753,0.6783610511508125
21220,17664.0,236.0,62650.0,80314.0,0.21993674826306747,0.7800632517369326
21260,35715.0,644.0,46132.0,81847.0,0.4363629699317018,0.5636370300682981
21300,82913.0,1195.0,95120.0,178033.0,0.4657170299888223,0.5342829700111777
21340,1031796.0,9971.0,1107956.0,2139752.0,0.4822035450837293,0.5177964549162707
21380,97138.0,1357.0,162414.0,259552.0,0.37425255825422266,0.6257474417457773
21420,80433.0,1731.0,158484.0,238917.0,0.33665666319265686,0.6633433368073431
21460,80183.0,314.0,171450.0,251633.0,0.31865057444770756,0.6813494255522924
21500,1609200.0,22018.0,1204757.0,2813957.0,0.5718637491617675,0.4281362508382324
21540,66168.0,1258.0,106230.0,172398.0,0.38380955695541713,0.6161904430445829
21580,51682.0,377.0,19726.0,71408.0,0.7237564418552543,0.27624355814474566
21660,506698.0,10268.0,334010.0,840708.0,0.6027039114650985,0.39729608853490156
21700,187188.0,7337.0,142865.0,330053.0,0.5671452766676867,0.4328547233323133
21740,8612.0,76.0,30082.0,38694.0,0.22256680622318706,0.777433193776813
21780,415615.0,1076.0,662199.0,1077814.0,0.38560920529887344,0.6143907947011266
21840,3819991.0,31112.0,3985190.0,7805181.0,0.4894173498346803,0.5105826501653197
21900,1897989.0,11837.0,1932045.0,3830034.0,0.49555408646502874,0.5044459135349713
21980,13561.0,189.0,35295.0,48856.0,0.27757082037006714,0.7224291796299329
22020,966035.0,8479.0,1492945.0,2458980.0,0.39286004766203875,0.6071399523379613
22060,83758.0,1767.0,82671.0,166429.0,0.5032656568266348,0.49673434317336523
22140,117785.0,1963.0,165795.0,283580.0,0.4153501657380633,0.5846498342619366
22180,1226113.0,11681.0,1111541.0,2337654.0,0.5245057651816736,0.4754942348183264
22220,4077977.0,43004.0,5270544.0,9348521.0,0.43621627421064785,0.5637837257893521
22260,57243.0,1120.0,94573.0,151816.0,0.3770551193550087,0.6229448806449913
22280,97138.0,1357.0,162414.0,259552.0,0.37425255825422266,0.6257474417457773
22300,284768.0,4199.0,453536.0,738304.0,0.3857056171983356,0.6142943828016644
22340,11617.0,0.0,16264.0,27881.0,0.4166636777733941,0.5833363222266059
22380,142617.0,2478.0,104602.0,247219.0,0.5768852717630927,0.4231147282369074
22420,671488.0,4547.0,454539.0,1126027.0,0.5963338356895528,0.4036661643104473
22500,192429.0,608.0,216720.0,409149.0,0.470315215239436,0.529684784760564
22520,188556.0,749.0,299303.0,487859.0,0.3864969181669294,0.6135030818330707
22540,100630.0,1389.0,149402.0,250032.0,0.4024684840340436,0.5975315159659563
22580,214987.0,1024.0,360579.0,575566.0,0.37352275846731736,0.6264772415326826
22660,390003.0,8194.0,377760.0,767763.0,0.5079731635934527,0.4920268364065473
22700,127843.0,723.0,203784.0,331627.0,0.38550238671760745,0.6144976132823926
22780,511061.0,2311.0,547862.0,1058923.0,0.4826233824366833,0.5173766175633167
22800,3582792.0,25467.0,3876595.0,7459387.0,0.48030649167284123,0.5196935083271588
22820,225223.0,1669.0,487708.0,712931.0,0.3159113574805977,0.6840886425194023
22860,69452.0,983.0,116498.0,185950.0,0.37349825221833827,0.6265017477816618
22900,361631.0,3617.0,605485.0,967116.0,0.3739272227943701,0.6260727772056299
23060,448428.0,1844.0,772919.0,1221347.0,0.3671585552672582,0.6328414447327418
23140,363230.0,3393.0,450910.0,814140.0,0.4461517675092736,0.5538482324907265
23180,2561469.0,23164.0,2650526.0,5211995.0,0.4914565343980568,0.5085434656019432
23240,10534.0,220.0,47708.0,58242.0,0.18086604168812884,0.8191339583118712
23300,46257.0,476.0,54431.0,100688.0,0.4594092642618783,0.5405907357381218
23340,141485.0,1869.0,221983.0,363468.0,0.38926397922238,0.61073602077762
23380,63870.0,587.0,74158.0,138028.0,0.46273219926391745,0.5372678007360825
23420,605389.0,6541.0,638884.0,1244273.0,0.4865403331905458,0.5134596668094542
23460,69503.0,435.0,140164.0,209667.0,0.33149231877214824,0.6685076812278518
23500,241997.0,1034.0,612443.0,854440.0,0.28322292963812556,0.7167770703618744
23540,340219.0,3323.0,252579.0,592798.0,0.5739206272625751,0.4260793727374249
23580,99525.0,791.0,280807.0,380332.0,0.2616792696906913,0.7383207303093087
23620,13944.0,124.0,59039.0,72983.0,0.1910581916336681,0.8089418083663319
23660,543892.0,4790.0,818981.0,1362873.0,0.3990775369385115,0.6009224630614884
23700,69321.0,392.0,29453.0,98774.0,0.7018142426144532,0.2981857573855468
23780,15277.0,198.0,39008.0,54285.0,0.28142212397531546,0.7185778760246845
23820,1292986.0,18139.0,1629245.0,2922231.0,0.4424653629367425,0.5575346370632575
23860,61719.0,270.0,72846.0,134565.0,0.4586556682644075,0.5413443317355925
23900,677869.0,6417.0,777029.0,1454898.0,0.46592200965291036,0.5340779903470896
23940,141417.0,1116.0,313778.0,455195.0,0.3106734476433177,0.6893265523566823
23980,31796.0,149.0,69123.0,100919.0,0.3150645567237091,0.6849354432762909
24020,3077851.0,35708.0,3951674.0,7029525.0,0.4378462271632863,0.5621537728367137
24060,112436.0,2744.0,171891.0,284327.0,0.3954460884826274,0.6045539115173726
24100,1336093.0,2769.0,853610.0,2189703.0,0.6101708770550162,0.38982912294498384
24140,3374399.0,15146.0,1903839.0,5278238.0,0.6393040632120037,0.3606959367879963
24220,1401307.0,10078.0,1598036.0,2999343.0,0.4672046511519356,0.5327953488480643
24260,2187593.0,16990.0,2615146.0,4802739.0,0.4554886284680471,0.544511371531953
24300,104612.0,2235.0,215764.0,320376.0,0.326528828626364,0.673471171373636
24340,1435200.0,14242.0,1853423.0,3288623.0,0.4364136600638018,0.5635863399361982
24380,22569.0,164.0,15553.0,38122.0,0.5920203557001207,0.4079796442998793
24420,72896.0,1783.0,121996.0,194892.0,0.3740327976520329,0.6259672023479671
24460,19552.0,326.0,61731.0,81283.0,0.24054230281854755,0.7594576971814525
24500,71909.0,1202.0,92026.0,163935.0,0.4386433647482234,0.5613566352517766
24540,198165.0,2438.0,289952.0,488117.0,0.4059784846665861,0.594021515333414
24580,484368.0,5486.0,644972.0,1129340.0,0.42889475268741034,0.5711052473125896
24620,632042.0,5504.0,989330.0,1621372.0,0.3898192395082683,0.6101807604917316
24640,2354151.0,21726.0,2223175.0,4577326.0,0.5143070430203136,0.4856929569796864
24660,1307070.0,6458.0,1519870.0,2826940.0,0.46236213007704446,0.5376378699229556
24700,52964.0,191.0,93597.0,146561.0,0.3613785386289668,0.6386214613710333
24740,2411809.0,29573.0,2925493.0,5337302.0,0.4518779338324869,0.5481220661675131
24780,168777.0,0.0,157614.0,326391.0,0.5171006553489527,0.4828993446510474
24820,34850.0,452.0,88534.0,123384.0,0.28245153342410684,0.7175484665758931
24860,685839.0,4693.0,1354316.0,2040155.0,0.336170045903375,0.663829954096625
