metro_name,cbsa_id,ratio_of_public_transport,median_income,pctg_below_poverty_line,enrolled_in_school,sqmi,hse_units,avg_fam_sz,pop_sqmi,pct_dem,pct_repub,latitude,longitude,au3
"Atchison, KS",11860.0,-0.5485892815866211,-1.708860039145278,0.0,-0.2716368642746642,-0.5846663982836738,-0.3060324982619694,0.4884398691821144,-0.4185869272238613,-0.3359706472572105,0.33597064725721,0.28140642141644256,-0.2136763609643646,-1.4266110559285403
"Athens, TN",11940.0,-0.42135331247178753,0.08346964515042948,0.0,-0.26324124194932214,-0.5853389550379737,-0.24905770912248157,0.4142324514152173,0.017230816522852743,-1.2468578736367981,1.2468578736367966,-0.46931516010538166,0.5558406306758853,0.09864002046484784
"Athens-Clarke County, GA",12020.0,0.6609173827854747,0.834258371376478,1.6112869244907695,4.061908970621274,-0.33810463158381615,-0.04564053339102673,0.5049304064636472,0.36365004873177925,-0.013280117225405756,0.013280117225405246,-0.6941206406701168,0.6462845662542559,0.3139078332243727
"Atlantic City-Hammonton, NJ",12100.0,3.9378217465982446,-1.8316822825503718,-0.4455404535905347,-0.2672811587881054,-0.5302016040528336,0.11091033973348599,0.6038736301528436,1.820632933198816,1.2687004312978916,-1.2687004312978916,0.294459685267382,1.2761588906060115,0.9825502871150188
"Auburn, NY",12180.0,0.15837194057070927,0.23129387194587317,-0.9518364235797789,-0.26234832232457755,-0.4615187959978593,-0.2032437205220299,0.4059871827744511,-0.047157397144244245,0.849634319296883,-0.8496343192968836,0.8963249528402945,1.145763626502087,-0.11348650207747521
"Auburn-Opelika, AL",12220.0,-0.07663447666053777,-0.57866621497067,0.8201994713825757,-0.17659174080337892,-0.5100125985563779,-0.11298862980641539,0.4884398691821144,0.5855499255845017,-0.15673963714738262,0.15673963714738212,-0.97696600173977,0.4988003411054686,0.321307498226066
"Augusta-Richmond County, GA-SC",12260.0,-0.11831428034257672,-0.9955742880047543,0.4404774938906422,-0.24802894053751548,0.7064129164463963,0.4952558349119938,0.5131756751044136,0.20134917957091505,0.2974220765658925,-0.297422076565893,-0.755713864030199,0.7803148296948211,-0.2721926154839727
"Augusta-Waterville, ME",12300.0,-0.4704363243409186,0.9148897678103562,-0.9676581726419428,-0.13753558160723497,-0.372499348036949,-0.11793311184353442,0.3152892277260209,0.057140866316507874,1.1030023006074021,-1.1030023006074032,1.179038512546402,1.6129609360475912,0.6051983661854746
"Austin, MN",12380.0,0.907580922801544,-0.8047258147917502,0.0,-0.24349174732235004,-0.47076235041366493,-0.27105873772175537,0.4801946005413482,-0.3334454876640637,1.487590579359928,-1.487590579359929,1.013504397249026,-0.03743195080841884,0.3505237808504896
"Bainbridge, GA",12460.0,-0.06816599064940894,0.43464333685405226,0.0,-0.20391290346781904,-0.5070147998527604,-0.28813967566816656,0.5461567496674792,-0.3882552893806834,-0.5942467212160328,0.5942467212160323,-1.2417814109072365,0.5838755722075838,0.6287935878872024
"Bangor, ME",12620.0,-0.016007347829519052,-0.09133588872043347,-0.08164022516076534,-0.25874397603445015,0.6961441230758652,-0.07302508894403477,0.3152892277260209,-0.3957051653421657,0.6219060706363507,-0.6219060706363517,1.242348622089522,1.7143442656432915,0.619028342323495
"Baraboo, WI",12660.0,-0.5031855343210214,-0.16123726728262003,0.0,-0.1755318524683163,-0.41432089547811374,-0.22687200289955217,0.4142324514152173,-0.2376613681592914,1.1711848184563285,-1.1711848184563292,0.9495730688137345,0.14460050238225003,0.23968512300113182
"Barnstable Town, MA",12700.0,0.12844246034231302,1.2523123686492865,-0.9201929254554511,-0.2473901037328202,-0.5927493822027301,0.2281074566020281,0.27406288452218924,2.119160105655356,1.2165600859394343,-1.2165600859394354,0.7087367453941749,1.5803849897073896,0.8570258911663958
"Barre, VT",12740.0,-0.08572427232573473,-0.7470129031323592,0.0,-0.2552158545903375,-0.4774592112659322,-0.22606011825216052,0.3070439590852547,-0.1706124845059508,0.2377190396445664,-0.23771903964456692,1.084731533572813,1.430420592875118,1.5932136361271185
"Bartlesville, OK",12780.0,-0.4019791337273513,0.6759124765709287,0.0,0.2340532832056689,-0.5885541043999932,-0.24867441594130957,0.3894966454929184,0.012973744544862801,0.2377190396445664,-0.23771903964456692,-0.23196116744899134,-0.2774494860284539,-0.36709494897507544
"Batavia, NY",12860.0,-0.37832653901372915,-1.6238532956180882,0.0,-0.22976764528511767,-0.5594537219090631,-0.24122459029271162,0.4389682573375166,0.019359352511847637,1.5657098403459964,-1.5657098403459968,0.9149972994769964,1.0033992836482684,-2.3658621135656754
"Batesville, AR",12900.0,-0.4131562894833192,-0.17790525620951994,0.0,-0.2455824859558983,-0.19745825081874588,-0.2739857038325235,0.43072298869675,-0.3733555374577188,-0.8327562350872504,0.8327562350872494,-0.46558748165162267,0.054992316601026874,-1.1334605851183541
"Baton Rouge, LA",12940.0,0.03823491266428194,0.13472371110064674,-0.16074897047158473,-0.25936103431171265,1.110611323869036,0.8185462108132645,0.570892555589778,0.38706394461072363,-0.08345753526153621,0.0834575352615357,-1.4436728045536058,0.08883871972568638,-0.0006400111353912694
"Battle Creek, MI",12980.0,-0.37030572895550906,-0.2606201512592608,-0.1449272214094212,-0.23645728296155757,-0.46797780141263023,-0.1176891980009704,0.44721352597828273,0.38227473863548495,-0.03448407301564151,0.034484073015640486,0.833856765580659,0.5409808236433825,0.4514421783085512
"Bay City, MI",13020.0,-0.22400996184706173,-0.22030445304232163,-0.1449272214094212,-0.1356081819294327,-0.5788143343301004,-0.16236724499176683,0.39774191413368454,0.6510024072460961,-0.3492155022213644,0.3492155022213624,0.9968740589954684,0.6052362246412035,-5.663416530323551
"Bay City, TX",13060.0,-0.5485892815866211,-0.7205524707109056,0.0,-0.25836285180437624,-0.2948969610758624,-0.2648772640544903,0.6038736301528436,-0.45583630703127276,-0.7515576753512027,0.7515576753512017,-1.655182229281921,-0.27229447589612416,0.17289942257228105
"Beatrice, NE",13100.0,-0.5285675431981612,-3.377117380866374,0.0,-0.2743011041306093,-0.40990416606115604,-0.29399012340623765,0.3400250336483202,-0.48829648086344557,-0.3710229186530481,0.3710229186530466,0.4490367625553714,-0.3155214752553376,-0.08022984956627457
"Beaver Dam, WI",13180.0,-0.37691082884821175,-3.2202299350919286,-1.458132393569023,0.004438638727149312,-0.39056815937503214,-0.2014457270539866,0.4142324514152173,-0.10516000284435632,-0.33789438042901226,0.33789438042901127,0.9490444029566292,0.2706655287018205,0.29636813515241067
"Bedford, IN",13260.0,-0.2292900211943301,-0.4985556931907572,0.0,-0.234246762427129,-0.577239567295642,-0.2569570331380903,0.39774191413368454,-0.0828103749599095,-0.4140174197772145,0.41401741977721396,0.17355767381511084,0.4347271657639433,0.39095248599476434
"Beeville, TX",13300.0,-0.24250967155708908,-0.7888912253111953,0.0,-0.12252654645146775,-0.40155462001387116,-0.293282773262802,0.6533452419974417,-0.43348667914682587,0.12523512407617993,-0.12523512407618095,-1.7499380996031015,-0.4049284078016951,-2.145555625629682
"Bellefontaine, OH",13340.0,-0.48335996430264455,0.14909985155009794,0.0,-0.19521601151298995,-0.5711209412138398,-0.24961522647691362,0.44721352597828273,-0.10303146685536142,-0.8949224899530616,0.8949224899530606,0.4036238907990672,0.6332704343429557,-0.6915746026391935
"Bellingham, WA",13380.0,0.9890567345202019,1.393886099597143,-0.4455404535905347,0.5320343550503012,0.12474564596076304,-0.01446834431134611,0.4389682573375166,-0.13123456870954436,1.2835898488656905,-1.2835898488656916,1.947688913068189,-2.194226277361676,0.6547728844522404
"Bemidji, MN",13420.0,0.562338033350533,0.041799672833179674,0.0,-0.23968776453075535,0.4904483811113678,-0.25886304559355483,0.49668513782288093,-0.5489597565498014,0.7567142173477652,-0.7567142173477668,1.732811434105208,-0.19438020080548749,0.5817336348291541
"Bend, OR",13460.0,-0.19006394851828284,-0.1365478086846495,-0.27150121390673204,-0.27088550507823284,0.48992755972236723,-0.051146017266042974,0.3647608395706191,-0.3515380435705207,0.31438130565745775,-0.31438130565745875,1.1097232261954988,-2.128360850484934,1.063074304529421
"Big Rapids, MI",13660.0,-0.41872028872117995,-0.39896445935253017,0.0,-0.15592754802422953,-0.5283069624645007,-0.25675841758057394,0.3812513768521518,-0.2275508222115654,0.12458471288780619,-0.12458471288780568,0.9843396032819222,0.5257931567955355,0.7976810094321519
"Big Spring, TX",13700.0,-0.5440309546169884,0.2487952603191181,0.0,-0.26655883762825106,-0.39174923465087597,-0.33038903768371847,-2.009876528970092,-0.626119186150868,0.9814787878811924,-0.9814787878811935,-1.0268254352872943,-0.6635139323853674,-0.5073728771140367
"Billings, MT",13740.0,0.1937529816160662,-0.7688896385989153,-0.5721144460878458,-0.2544209383390405,1.9096579594472185,-0.33038903768371847,-2.009876528970092,-0.626119186150868,-0.2505663068977202,0.25056630689771864,1.4457834790721575,-1.205643309995778,0.494814105882648
"Binghamton, NY",13780.0,0.6375379565142061,0.6083029464861908,-0.3347882101553876,-0.19099097719102792,-0.25471169500643964,0.0625422247530426,0.4059871827744511,0.4551770962585616,0.46285649804705975,-0.46285649804706025,0.7704962721367931,1.2207417998535264,0.06342421676445105
"Birmingham-Hoover, AL",13820.0,-0.15865687284319005,1.302941385014745,-0.018353228912110046,0.44912713086822637,1.1093400275651764,1.4119398070029907,0.5049304064636472,0.49189434206872434,0.4879417965804081,-0.4879417965804071,-0.8042948973714719,0.41805607961765273,0.13584687500733134
"Bismarck, ND",13900.0,-0.36953067777380116,-0.8027464911066808,-1.204984408574401,-0.2701813326912391,1.0191764129307923,-0.33038903768371847,-2.009876528970092,-0.626119186150868,-1.3355547052190904,1.33555470521909,1.7290474281288066,-0.6053678477681099,-1.6887250135211105
"Blackfoot, ID",13940.0,0.5784253624099933,-0.21228298337125104,0.0,-0.19325231428946635,0.10691879101599522,-0.2741459900719227,0.8347411520943018,-0.51171037674239,-1.7855826167714297,1.7855826167714297,0.9047929166225979,-1.4795299350687663,0.1810879351922858
"Bloomington, IN",14020.0,0.842842521435441,0.20660441334790267,0.6936254788852645,-0.048396068824809006,-0.4348420783959005,-0.33038903768371847,-2.009876528970092,-0.626119186150868,0.8566314595245017,-0.8566314595245033,0.27403175177025935,0.3968915576092833,-2.03576387681947
"Bloomsburg-Berwick, PA",14100.0,-0.39296839655532845,0.4007864843462868,-0.09746197422292945,-0.1574738234719579,-0.507281361980989,-0.19984983362692493,0.3647608395706191,0.10556506006614273,-0.1539091798940261,0.15390917989402458,0.583536037946352,1.132594346642452,-0.9464952628568781
"Bluefield, WV-VA",14140.0,-0.3306229882718901,-0.18728099998090114,0.5195862392014616,-0.2523084211780595,-0.2297573788484197,-0.15288596548295721,0.32353449636678744,-0.018954295290061304,0.7562536741110502,-0.7562536741110517,-0.1512169503951214,0.8078345629452622,-0.06350568899980868
"Bogalusa, LA",14220.0,-0.20110795356473202,-0.11925477017299084,0.0,-0.18482402417297508,-0.4853822579080513,-0.25707899005937235,0.5131756751044136,-0.25468965607125094,0.2377190396445664,-0.23771903964456692,-1.292480941234596,0.17215975444972037,-0.5027799410404143
"Boone, NC",14380.0,-0.12160224747804052,1.5276467107355147,0.0,0.1602857810362234,-0.6340788149456267,-0.21840819256258098,0.27406288452218924,0.2417913633618189,0.5656436147760611,-0.5656436147760626,-0.3369411360639956,0.7587792699043545,0.6958479505457614
"Boulder, CO",14500.0,2.369713922119765,-0.877335741554558,-0.3822534573418794,-0.26944086275852414,-0.4589064871412186,0.11238776072273086,0.4637040632598155,1.4912419889018487,2.5189644458696634,-2.518964445869665,0.3508219279177431,-0.939638493430057,0.1521777646884905
"Bowling Green, KY",14540.0,-0.443659053115571,-0.5447051875321114,0.5354079882636257,-0.24655163042665762,-0.09046431350358713,-0.33038903768371847,-2.009876528970092,-0.626119186150868,-0.48057285946898254,0.4805728594689815,-0.18284526153820493,0.4210595097117884,-0.03641253029008157
"Branson, MO",14700.0,-0.3719579545273162,-0.23561816786891093,0.487942741077134,-0.20480945284713573,-0.49533527768052693,-0.157461092272765,0.3070439590852547,-0.24191844013728125,-1.3466193780300908,1.3466193780300904,-0.1997539890984234,-0.10945719033192645,0.63483249984483
"Brenham, TX",14780.0,-0.3315190389433219,-0.023518008774109398,0.0,-0.27708875564200697,-0.5075971355790446,-0.2763307612046032,0.44721352597828273,-0.3377025596420536,0.2377190396445664,-0.23771903964456692,-1.4384175446453358,-0.29557984108500185,0.1710265529049744
"Bridgeport-Stamford-Norwalk, CT",14860.0,4.503018928446662,-0.7557635973189817,-1.2208061576365647,-0.25364780061517633,-0.4979065769789786,0.9282795640993479,0.636854704715909,6.920605162830693,1.0546164727040697,-1.05461647270407,0.575551832631359,1.3967545126488958,1.0173472011233962
"Brookhaven, MS",15020.0,-0.43766188251278404,-0.3931306632281152,0.0,-0.04100588851594757,-0.5213312366165481,-0.2772332424220901,0.5214209437451799,-0.3105637257823681,-0.49848925752871015,0.4984892575287091,-1.1265141815721171,0.13063279605265912,0.04497401804108604
"Brownsville-Harlingen, TX",15180.0,-0.15433437215050128,0.4181836977887386,3.035244340085518,-0.227088886410884,-0.3731596019237923,0.16414279363134882,1.123325554521124,1.583833304423129,1.4313140576303014,-1.431314057630303,-2.2059357678032536,-0.38795873503786094,-1.117800613099573
"Brownwood, TX",15220.0,-0.5091483746768999,-0.365315956706351,0.0,-0.11062458120944581,-0.3701166927061668,-0.2666682885556032,0.43072298869675,-0.41432985524587146,0.00191683918728943,-0.0019168391872904508,-1.1290463376853452,-0.48212183039654183,-5.663416530323551
"Brunswick, GA",15260.0,-0.2304934274012188,-0.00487069616214011,0.4246557448284787,0.23512406080444795,-0.21089708303728844,-0.12821233806587487,0.4554587946190493,-0.18764077241791027,-0.6344869807625634,0.6344869807625618,-1.189714943446587,0.7927956039422331,0.6955523846804792
"Burley, ID",15420.0,-0.5196427116288099,1.3709676148226555,0.0,1.3851609804205696,0.6084451828886411,-0.2745083763523035,0.7687790029681708,-0.5574739005057812,-2.2809415822785755,2.2809415822785746,0.8651667088871441,-1.5152059130558362,0.4110222648425751
"Burlington, IA-IL",15460.0,-0.22931139628445527,-1.156732905941718,0.0,-0.2670452247409168,-0.4242411076040382,-0.25246901843491254,0.34827030228908634,-0.3185457357410991,-0.383587498102369,0.3835874981023679,0.5114967350485821,0.08019800356549128,-0.692761643229985
"Burlington, NC",15500.0,-0.4587555978674232,0.2800477395570555,0.2822600032690034,0.5857002763992778,-0.5844859562276421,-0.09840606650455273,0.44721352597828273,1.2235785882857353,-0.0652037673387453,0.06520376733874428,-0.3615268366748729,0.931569955001026,0.12913820910019008
"Burlington-South Burlington, VT",15540.0,0.4875813839880004,2.2704139672904926,-0.7303319367094846,2.324889920127343,-0.14498242016007318,-0.008569113804762241,0.39774191413368454,0.12046481198910737,0.9357151224710957,-0.9357151224710962,1.1814257236698016,1.3900162616136307,0.8016825689728603
"Butte-Silver Bow, MT",15580.0,-0.04450774615529094,-0.1815513787872793,0.0,-0.1454738548564884,-0.4678957822962523,-0.2721389275959674,0.3565155709298529,-0.3728234034604701,1.854898928816437,-1.8548989288164381,1.4576096393694158,-1.4854555621331427,-2.3342935139055827
"Calhoun, GA",15660.0,-0.33946166656468973,1.1367823703997115,0.0,-0.24334292738489263,-0.6154850812627239,-0.2527617150459893,0.6286094360751427,0.19389930360943272,-1.740697071064896,1.740697071064895,-0.6651425957264303,0.5335366494432044,0.540768187409583
"Cambridge, MD",15700.0,0.027227925911627857,0.04398734637983529,0.0,-0.25308881841106795,-0.5278763621035161,-0.27270689840079504,0.3647608395706191,-0.33717042564480487,-0.1382110231765205,0.13821102317652,0.09730419574079395,1.1799869220484012,0.7014961164654475
"Cambridge, OH",15740.0,-0.47302271540593815,-1.3146621010240946,0.0,-0.2718038329849823,-0.545912365795048,-0.26351134653613184,0.42247772005598383,-0.22222948223907804,-0.10447004117235387,0.10447004117235285,0.3608897630991031,0.8081594954408267,0.24389532002081923
"Campbellsville, KY",15820.0,-0.358817266427252,-1.0183885978484486,0.0,-0.26369496127083863,-0.5306158005905427,-0.29253360931778394,0.37300610821138563,-0.15464846458848874,-1.2361036808770942,1.2361036808770927,-0.09767657128728,0.5205664273286005,-1.063672539080631
"Cape Coral-Fort Myers, FL",15980.0,-0.016599853354647875,0.026902657729762868,0.04493376733654524,-0.1974991271388612,-0.4268247097699466,0.962699291768595,0.3070439590852547,3.3765927411541172,-0.15673963714738262,0.15673963714738212,-2.0789946251753038,0.7568779757073356,0.9982465514962755
"Carlsbad-Artesia, NM",16100.0,-0.055349169290289824,0.06544738212321895,0.0,0.05837316191446373,0.9590564006256858,-0.2516919786221729,0.5296662123859465,-0.5580060345030299,-0.7083010010393905,0.7083010010393905,-0.9523271789726716,-0.8903343782078592,-0.04902195755479031
"Carson City, NV",16180.0,-0.3266358934405906,0.8511347101649641,-0.0658184760986018,-0.2241233769254519,-0.6980865333670523,-0.24838520381369794,0.4637040632598155,1.2448639481756847,0.1397497701591079,-0.13974977015910944,0.20730758530048743,-2.0147566926382727,1.0525260869406265
"Casper, WY",16220.0,-0.2465830016677624,-0.6630479089131008,-1.6321716332528255,-0.23431209800942737,1.4419480492572403,-0.2125891051756967,0.4142324514152173,-0.551620426536045,-1.2248165961491735,1.2248165961491724,0.8916788635001051,-1.030637887936656,0.6022377576280724
"Cedar City, UT",16260.0,-0.4753143038879319,-0.41886187113401696,0.0,-0.2563229297348379,0.5910530292606769,-0.26185970137362696,0.8182506148127691,-0.551620426536045,-1.0999316226094915,1.099931622609491,-0.03906403028728691,-1.5702753845844644,0.16716704408525027
"Cedar Rapids, IA",16300.0,-0.11196131230580565,-0.42948771407491565,-1.2524496557608926,-0.26806155602111387,0.06586822326878401,0.060768622669255715,0.43072298869675,0.053415928335766714,0.07275929298790634,-0.07275929298790737,0.7873104386079286,0.001546775720275525,0.01758873391297815
"Cedartown, GA",16340.0,-0.2218568131026319,0.21795948080435323,0.0,-0.25537556379151133,-0.634562727732257,-0.2714733912541142,0.6286094360751427,0.08108689619270094,0.38741640501171537,-0.38741640501171537,-0.7204288865253473,0.5227238620063571,0.4031727052783504
"Celina, OH",16380.0,-0.2850493411011001,0.48235545515730327,0.0,-0.09091501388276721,-0.5684184113291832,-0.26894714074184406,0.5544020183082453,-0.16741968052245834,1.0631400087382175,-1.063140008738218,0.42714952144025875,0.5540073966637489,0.09001120032169688
"Centralia, WA",16500.0,-0.38128758038584254,-1.7410500927603534,-0.16074897047158473,-0.27057697593960156,0.2365048939374861,-0.2117423756936531,0.4389682573375166,-0.4611576470037601,-0.675785065676841,0.67578506567684,1.5960326523061903,-2.1808879447847533,0.5474674031943435
"Champaign-Urbana, IL",16580.0,2.112663666934726,-0.34583524464803667,0.3613687485798228,-0.2667366956022855,-0.17287712164024602,0.02196193031732155,0.4142324514152173,0.015102280533857771,0.506030678493904,-0.5060306784939045,0.5431905817727093,0.29109236612566775,0.2928951417057267
"Charleston, WV",16620.0,0.3046883646440384,-0.8869198351875254,-0.3980752064040432,-0.23981117618620787,0.33161836224528524,-0.33038903768371847,-2.009876528970092,-0.626119186150868,-0.17966604386993815,0.17966604386993662,0.04421818449149454,0.762897277004667,-0.07934963518300625
"Charleston-Mattoon, IL",16660.0,-0.3420744675280455,-0.5028268653532754,0.0,-0.268065185775686,-0.41112625089518895,-0.23178164010201918,0.3647608395706191,-0.22329375023357553,0.8581024610869572,-0.8581024610869578,0.3038323686587374,0.2863010754759854,-0.5687002258275775
"Charlottesville, VA",16820.0,1.017092571116504,0.349949118119242,-0.7619754348338122,0.7198160780849955,-0.0825084592149169,-0.33038903768371847,-2.009876528970092,-0.626119186150868,-0.10523495959508364,0.10523495959508312,0.01097923147781545,1.0035932185836842,0.8124534998673641
"Chattanooga, TN-GA",16860.0,-0.14014154700839193,0.042424722417938425,-0.17657071953374884,-0.28058783904954254,0.11414877612471985,0.48651326589780663,0.4389682573375166,0.6882517870535076,0.3435384150525772,-0.34353841505257876,-0.5814666198102958,0.5039480329383463,0.17316493004160385
