metro_name,cbsa_id,au3,ratio_of_public_transport,enrolled_in_school,avg_fam_sz,median_income,pctg_below_poverty_line,hse_units,sqmi,pop_sqmi,pct_dem,pct_repub,latitude,longitude
"Angola, IN",11420.0,0.3057721365760001,-0.16338079572797523,-0.08229397936424056,0.13807748380507243,-0.2844585024907131,0.0,-0.08762340052617833,-0.6303387432387878,-0.062057149067208814,-0.24792823549347126,0.2479282354934705,0.3326560148316659,0.2631904081206712
"Ann Arbor, MI",11460.0,0.7897200744240894,0.5179576150449493,-0.06759468326529529,0.16006486684711607,-0.32473947573072126,-0.22234831348694303,0.061275546908754835,-0.466312813350156,1.9137563827173447,1.1542687781941154,-1.1542687781941159,0.38961985220995765,0.30822832067869976
"Appleton, WI",11540.0,-0.24786135253636374,-0.05357919266083367,0.0182369131837274,0.16281328972737147,0.1392209410449243,-0.4754962984815651,-0.002291884946891655,-0.3353774959642461,0.5264830518898922,0.20050805209368072,-0.20050805209368147,0.5495639102296124,0.14778228945967262
"Arcadia, FL",11580.0,0.8698687248334468,2.1811985999655947,0.18592915457986003,0.18205224988915972,0.10348893978288261,0.0,-0.09318347464214939,-0.5004819772332493,-0.3361061576503074,0.042071780932403435,-0.042071780932403685,-0.9656452845652078,0.37608505683568877
"Ardmore, OK",11620.0,-0.7511995945028572,-0.10953735364695134,-0.054805847989482355,-0.6699588429900306,-0.03232044499442074,0.0,-0.11012967922790617,-0.2023547920665152,-0.6261191861508679,-0.5477679970166544,0.5477679970166536,-0.3493572603029552,-0.1797222224461058
"Asheville, NC",11700.0,0.4263944896427587,-0.07621246020143013,-0.0876418177671822,0.10784483212226248,-0.03763336646487008,-0.0430351574490857,0.13800851879041592,0.07444332188610857,0.4812516621237497,0.0198069564857317,-0.019806956485732465,-0.2098653237037906,0.35055297371577115
"Ashland, OH",11740.0,0.5557502206860298,-0.1502614421739848,-0.08587654712693517,0.16006486684711607,0.0027517817059311933,0.0,-0.08441302976024057,-0.5875370673569055,0.036387640423807176,-0.0813460705581705,0.08134607055816999,0.2688689924599243,0.36934819627731974
"Ashtabula, OH",11780.0,0.2682289240724161,-0.1057457591973457,-0.08219597599079297,0.15731644396686056,-0.2572341205767766,-0.11686998640585049,-0.056585944807152115,-0.47167686356128,0.13536456391207186,0.43686394847084775,-0.4368639484708483,0.32850755778652735,0.42639214499746086
"Atchison, KS",11860.0,-1.4266110559285403,-0.18286309386220703,-0.09054562142488808,0.16281328972737147,-0.569620013048426,0.0,-0.1020108327539898,-0.5846663982836738,-0.4185869272238613,-0.16798532362860524,0.16798532362860502,0.14070321070822128,-0.1068381804821823
"Athens, TN",11940.0,0.09864002046484784,-0.1404511041572625,-0.08774708064977403,0.13807748380507243,0.027823215050143155,0.0,-0.08301923637416053,-0.5853389550379737,0.017230816522852743,-0.623428936818399,0.6234289368183983,-0.23465758005269086,0.27792031533794265
"Athens-Clarke County, GA",12020.0,0.3139078332243727,0.22030579426182492,1.353969656873758,0.1683101354878824,0.27808612379215936,0.5370956414969231,-0.015213511130342243,-0.3381046315838161,0.3636500487317793,-0.006640058612702878,0.006640058612702623,-0.3470603203350584,0.32314228312712795
"Atlantic City-Hammonton, NJ",12100.0,0.9825502871150188,1.3126072488660816,-0.08909371959603513,0.20129121005094786,-0.610560760850124,-0.14851348453017824,0.03697011324449533,-0.5302016040528336,1.8206329331988158,0.6343502156489458,-0.6343502156489458,0.147229842633691,0.6380794453030058
"Auburn, NY",12180.0,-0.1134865020774752,0.052790646856903094,-0.08744944077485918,0.13532906092481703,0.07709795731529107,-0.3172788078599263,-0.06774790684067664,-0.4615187959978593,-0.04715739714424425,0.42481715964844147,-0.4248171596484418,0.4481624764201472,0.5728818132510435
"Auburn-Opelika, AL",12220.0,0.321307498226066,-0.02554482555351259,-0.058863913601126305,0.16281328972737147,-0.19288873832355669,0.27339982379419187,-0.03766287660213847,-0.5100125985563779,0.5855499255845017,-0.07836981857369131,0.07836981857369106,-0.488483000869885,0.2494001705527343
"Augusta-Richmond County, GA-SC",12260.0,-0.2721926154839727,-0.03943809344752557,-0.08267631351250516,0.17105855836813788,-0.33185809600158483,0.14682583129688073,0.16508527830399794,0.7064129164463963,0.20134917957091505,0.14871103828294624,-0.1487110382829465,-0.3778569320150995,0.39015741484741057
"Augusta-Waterville, ME",12300.0,0.6051983661854746,-0.15681210811363952,-0.045845193869078316,0.10509640924200697,0.3049632559367854,-0.3225527242139809,-0.03931103728117814,-0.37249934803694895,0.057140866316507874,0.551501150303701,-0.5515011503037016,0.589519256273201,0.8064804680237956
"Austin, MN",12380.0,0.3505237808504896,0.3025269742671814,-0.08116391577411668,0.16006486684711607,-0.26824193826391673,0.0,-0.09035291257391846,-0.4707623504136649,-0.3334454876640637,0.7437952896799642,-0.7437952896799644,0.5067521986245129,-0.01871597540420942
"Bainbridge, GA",12460.0,0.6287935878872024,-0.022721996883136312,-0.06797096782260635,0.18205224988915972,0.1448811122846841,0.0,-0.09604655855605553,-0.5070147998527604,-0.3882552893806834,-0.2971233606080164,0.29712336060801614,-0.6208907054536182,0.2919377861037919
"Bangor, ME",12620.0,0.619028342323495,-0.005335782609839684,-0.08624799201148337,0.10509640924200697,-0.030445296240144495,-0.02721340838692178,-0.024341696314678255,0.6961441230758652,-0.3957051653421657,0.31095303531817536,-0.31095303531817586,0.6211743110447611,0.8571721328216458
"Baraboo, WI",12660.0,0.23968512300113184,-0.16772851144034048,-0.05851061748943876,0.13807748380507243,-0.05374575576087335,0.0,-0.07562400096651738,-0.41432089547811374,-0.2376613681592914,0.5855924092281642,-0.5855924092281646,0.4747865344068672,0.07230025119112503
"Barnstable Town, MA",12700.0,0.8570258911663958,0.04281415344743767,-0.08246336791094007,0.09135429484072975,0.41743745621642875,-0.3067309751518171,0.0760358188673427,-0.5927493822027301,2.119160105655356,0.6082800429697172,-0.6082800429697177,0.35436837269708743,0.7901924948536948
"Barre, VT",12740.0,1.5932136361271183,-0.028574757441911573,-0.0850719515301125,0.10234798636175158,-0.24900430104411975,0.0,-0.07535337275072017,-0.4774592112659322,-0.1706124845059508,0.1188595198222832,-0.11885951982228345,0.5423657667864065,0.7152102964375592
"Bartlesville, OK",12780.0,-0.36709494897507533,-0.13399304457578376,0.0780177610685563,0.12983221516430613,0.22530415885697622,0.0,-0.08289147198043653,-0.5885541043999932,0.0129737445448628,0.1188595198222832,-0.11885951982228345,-0.11598058372449566,-0.13872474301422694
"Batavia, NY",12860.0,-2.3658621135656754,-0.12610884633790972,-0.07658921509503923,0.14632275244583887,-0.541284431872696,0.0,-0.0804081967642372,-0.5594537219090631,0.01935935251184764,0.7828549201729982,-0.7828549201729984,0.4574986497384982,0.5016996418241342
"Batesville, AR",12900.0,-1.133460585118354,-0.1377187631611064,-0.0818608286519661,0.14357432956558333,-0.05930175206983998,0.0,-0.0913285679441745,-0.19745825081874588,-0.3733555374577188,-0.4163781175436252,0.4163781175436247,-0.2327937408258113,0.02749615830051344
"Baton Rouge, LA",12940.0,-0.0006400111353912694,0.01274497088809398,-0.08645367810390421,0.19029751852992602,0.04490790370021558,-0.053582990157194914,0.27284873693775485,1.1106113238690358,0.3870639446107236,-0.041728767630768104,0.04172876763076785,-0.7218364022768029,0.044419359862843184
"Battle Creek, MI",12980.0,0.4514421783085512,-0.12343524298516968,-0.0788190943205192,0.14907117532609424,-0.08687338375308694,-0.048309073803140395,-0.03922973266699013,-0.4679778014126302,0.38227473863548495,-0.017242036507820756,0.017242036507820243,0.4169283827903295,0.27049041182169126
"Bay City, MI",13020.0,-5.663416530323551,-0.07466998728235391,-0.0452027273098109,0.1325806380445615,-0.07343481768077388,-0.048309073803140395,-0.05412241499725562,-0.5788143343301004,0.6510024072460961,-0.1746077511106822,0.1746077511106812,0.4984370294977342,0.30261811232060176
"Bay City, TX",13060.0,0.17289942257228105,-0.18286309386220703,-0.08612095060145875,0.20129121005094786,-0.24018415690363518,0.0,-0.08829242135149677,-0.2948969610758624,-0.4558363070312728,-0.37577883767560133,0.37577883767560083,-0.8275911146409604,-0.13614723794806208
"Beatrice, NE",13100.0,-0.08022984956627457,-0.17618918106605375,-0.09143370137686978,0.1133416778827734,-1.1257057936221246,0.0,-0.09799670780207921,-0.409904166061156,-0.4882964808634456,-0.18551145932652405,0.1855114593265233,0.2245183812776857,-0.1577607376276688
"Beaver Dam, WI",13180.0,0.2963681351524107,-0.12563694294940392,0.001479546242383104,0.13807748380507243,-1.0734099783639763,-0.48604413118967443,-0.0671485756846622,-0.39056815937503214,-0.10516000284435632,-0.16894719021450613,0.16894719021450566,0.4745222014783146,0.13533276435091024
"Bedford, IN",13260.0,0.3909524859947643,-0.07643000706477669,-0.07808225414237634,0.1325806380445615,-0.16618523106358574,0.0,-0.08565234437936343,-0.5772395672956421,-0.0828103749599095,-0.20700870988860726,0.207008709888607,0.08677883690755543,0.21736358288197166
"Beeville, TX",13300.0,-2.145555625629682,-0.08083655718569636,-0.04084218215048925,0.21778174733248057,-0.26296374177039844,0.0,-0.097760924420934,-0.4015546200138712,-0.43348667914682587,0.06261756203808996,-0.06261756203809048,-0.8749690498015508,-0.20246420390084754
"Bellefontaine, OH",13340.0,-0.6915746026391935,-0.16111998810088154,-0.06507200383766332,0.14907117532609424,0.049699950516699315,0.0,-0.08320507549230453,-0.5711209412138398,-0.10303146685536142,-0.4474612449765308,0.4474612449765303,0.2018119453995336,0.31663521717147786
"Bellingham, WA",13380.0,0.6547728844522404,0.32968557817340066,0.17734478501676706,0.14632275244583887,0.4646286998657143,-0.14851348453017824,-0.00482278143711537,0.12474564596076305,-0.13123456870954436,0.6417949244328452,-0.6417949244328458,0.9738444565340945,-1.0971131386808382
"Bemidji, MN",13420.0,0.5817336348291541,0.1874460111168443,-0.07989592151025177,0.16556171260762695,0.01393322427772656,0.0,-0.08628768186451828,0.4904483811113678,-0.5489597565498014,0.3783571086738826,-0.3783571086738834,0.8664057170526039,-0.09719010040274374
"Bend, OR",13460.0,1.0630743045294209,-0.06335464950609428,-0.09029516835941094,0.1215869465235397,-0.0455159362282165,-0.09050040463557735,-0.017048672422014324,0.4899275597223672,-0.3515380435705207,0.15719065282872885,-0.15719065282872938,0.5548616130977494,-1.0641804252424671
"Big Rapids, MI",13660.0,0.7976810094321519,-0.13957342957372668,-0.05197584934140984,0.12708379228405062,-0.13298815311751006,0.0,-0.08558613919352465,-0.5283069624645007,-0.2275508222115654,0.0622923564439031,-0.06229235644390284,0.4921698016409611,0.26289657839776776
"Big Spring, TX",13700.0,-0.5073728771140367,-0.18134365153899612,-0.08885294587608368,-0.6699588429900306,0.08293175343970603,0.0,-0.11012967922790617,-0.391749234650876,-0.6261191861508679,0.4907393939405962,-0.4907393939405968,-0.5134127176436472,-0.3317569661926837
"Billings, MT",13740.0,0.49481410588264796,0.0645843272053554,-0.08480697944634684,-0.6699588429900306,-0.25629654619963843,-0.19070481536261527,-0.11012967922790617,1.9096579594472185,-0.6261191861508679,-0.1252831534488601,0.12528315344885932,0.7228917395360788,-0.602821654997889
"Binghamton, NY",13780.0,0.06342421676445105,0.21251265217140203,-0.06366365906367598,0.13532906092481703,0.20276764882873025,-0.11159607005179588,0.020847408251014197,-0.25471169500643964,0.4551770962585616,0.2314282490235299,-0.2314282490235301,0.38524813606839653,0.6103708999267632
"Birmingham-Hoover, AL",13820.0,0.13584687500733136,-0.05288562428106335,0.14970904362274215,0.1683101354878824,0.434313795004915,-0.006117742970703349,0.47064660233433026,1.1093400275651764,0.4918943420687243,0.24397089829020405,-0.24397089829020355,-0.40214744868573593,0.20902803980882634
"Bismarck, ND",13900.0,-1.6887250135211105,-0.12317689259126707,-0.09006044423041304,-0.6699588429900306,-0.2675821637022269,-0.40166146952480025,-0.11012967922790617,1.0191764129307923,-0.6261191861508679,-0.6677773526095452,0.6677773526095451,0.8645237140644033,-0.30268392388405496
"Blackfoot, ID",13940.0,0.1810879351922858,0.19280845413666445,-0.06441743809648878,0.2782470506981006,-0.07076099445708368,0.0,-0.0913819966906409,0.10691879101599522,-0.5117103767423901,-0.8927913083857149,0.8927913083857149,0.452396458311299,-0.7397649675343833
"Bloomington, IN",14020.0,-2.03576387681947,0.280947507145147,-0.016132022941603003,-0.6699588429900306,0.06886813778263422,0.23120849296175483,-0.11012967922790617,-0.4348420783959005,-0.6261191861508679,0.42831572976225085,-0.42831572976225163,0.13701587588512965,0.19844577880464165
"Bloomsburg-Berwick, PA",14100.0,-0.946495262856878,-0.13098946551844284,-0.052491274490652634,0.1215869465235397,0.1335954947820956,-0.03248732474097648,-0.06661661120897498,-0.5072813619809889,0.10556506006614272,-0.07695458994701306,0.07695458994701229,0.29176801897317606,0.5662971733212261
"Bluefield, WV-VA",14140.0,-0.06350568899980867,-0.1102076627572967,-0.08410280705935318,0.10784483212226248,-0.062426999993633714,0.17319541306715389,-0.050961988494319065,-0.2297573788484197,-0.018954295290061304,0.3781268370555251,-0.37812683705552586,-0.0756084751975607,0.4039172814726311
"Bogalusa, LA",14220.0,-0.5027799410404143,-0.06703598452157733,-0.06160800805765836,0.17105855836813788,-0.03975159005766362,0.0,-0.08569299668645745,-0.4853822579080513,-0.2546896560712509,0.1188595198222832,-0.11885951982228345,-0.646240470617298,0.08607987722486017
"Boone, NC",14380.0,0.6958479505457614,-0.040534082492680173,0.053428593678741136,0.09135429484072975,0.5092155702451716,0.0,-0.07280273085419366,-0.6340788149456267,0.2417913633618189,0.28282180738803053,-0.2828218073880313,-0.1684705680319978,0.37938963495217726
"Boulder, CO",14500.0,0.1521777646884905,0.7899046407065885,-0.08981362091950802,0.15456802108660517,-0.29244524718485265,-0.1274178191139598,0.03746258690757696,-0.4589064871412186,1.491241988901849,1.2594822229348317,-1.2594822229348326,0.17541096395887154,-0.4698192467150285
"Bowling Green, KY",14540.0,-0.03641253029008157,-0.14788635103852368,-0.08218387680888586,-0.6699588429900306,-0.18156839584403714,0.17846932942120855,-0.11012967922790617,-0.09046431350358712,-0.6261191861508679,-0.2402864297344913,0.24028642973449074,-0.09142263076910247,0.2105297548558942
"Branson, MO",14700.0,0.6348324998448299,-0.12398598484243874,-0.06826981761571191,0.10234798636175158,-0.07853938928963697,0.16264758035904464,-0.05248703075758834,-0.4953352776805269,-0.24191844013728125,-0.6733096890150454,0.6733096890150452,-0.0998769945492117,-0.05472859516596322
"Brenham, TX",14780.0,0.1710265529049744,-0.11050634631444063,-0.09236291854733565,0.14907117532609424,-0.007839336258036468,0.0,-0.09211025373486774,-0.5075971355790446,-0.3377025596420536,0.1188595198222832,-0.11885951982228345,-0.7192087723226679,-0.14778992054250092
"Bridgeport-Stamford-Norwalk, CT",14860.0,1.0173472011233962,1.5010063094822206,-0.08454926687172544,0.21228490157196964,-0.2519211991063272,-0.4069353858788549,0.3094265213664493,-0.4979065769789786,6.920605162830692,0.5273082363520348,-0.5273082363520349,0.2877759163156795,0.6983772563244479
"Brookhaven, MS",15020.0,0.044974018041086035,-0.145887294170928,-0.013668629505315855,0.1738069812483933,-0.13104355440937174,0.0,-0.09241108080736336,-0.5213312366165481,-0.3105637257823681,-0.2492446287643551,0.24924462876435455,-0.5632570907860586,0.06531639802632956
"Brownsville-Harlingen, TX",15180.0,-1.117800613099573,-0.051444790716833756,-0.07569629547029465,0.37444185150704135,0.13939456592957952,1.0117481133618396,0.05471426454378294,-0.3731596019237923,1.5838333044231292,0.7156570288151507,-0.7156570288151516,-1.1029678839016268,-0.19397936751893047
"Brownwood, TX",15220.0,-5.663416530323551,-0.16971612489229995,-0.0368748604031486,0.14357432956558333,-0.12177198556878367,0.0,-0.0888894295185344,-0.3701166927061668,-0.41432985524587146,0.000958419593644715,-0.0009584195936452254,-0.5645231688426726,-0.2410609151982709
"Brunswick, GA",15260.0,0.6955523846804792,-0.07683114246707294,0.07837468693481599,0.15181959820634977,-0.0016235653873800367,0.14155191494282623,-0.04273744602195829,-0.21089708303728846,-0.18764077241791027,-0.3172434903812817,0.3172434903812809,-0.5948574717232934,0.39639780197111657
"Burley, ID",15420.0,0.4110222648425751,-0.1732142372096033,0.46172032680685654,0.25625966765605696,0.4569892049408852,0.0,-0.0915027921174345,0.6084451828886411,-0.5574739005057812,-1.1404707911392877,1.1404707911392873,0.43258335444357204,-0.7576029565279181
"Burlington, IA-IL",15460.0,-0.6927616432299849,-0.07643713209481844,-0.08901507491363893,0.11609010076302878,-0.38557763531390604,0.0,-0.08415633947830416,-0.4242411076040382,-0.3185457357410991,-0.19179374905118446,0.19179374905118396,0.25574836752429103,0.040099001782745634
"Burlington, NC",15500.0,0.12913820910019008,-0.1529185326224744,0.19523342546642594,0.14907117532609424,0.09334924651901849,0.09408666775633447,-0.03280202216818424,-0.5844859562276421,1.2235785882857353,-0.03260188366937265,0.03260188366937214,-0.18076341833743645,0.46578497750051295
"Burlington-South Burlington, VT",15540.0,0.8016825689728603,0.16252712799600014,0.7749633067091145,0.1325806380445615,0.7568046557634975,-0.24344397890316152,-0.0028563712682540803,-0.14498242016007318,0.12046481198910736,0.4678575612355478,-0.4678575612355481,0.5907128618349008,0.6950081308068154
"Butte-Silver Bow, MT",15580.0,-2.3342935139055827,-0.01483591538509698,-0.048491284952162796,0.1188385236432843,-0.06051712626242644,0.0,-0.09071297586532247,-0.4678957822962523,-0.3728234034604701,0.9274494644082184,-0.927449464408219,0.7288048196847079,-0.7427277810665714
"Calhoun, GA",15660.0,0.540768187409583,-0.11315388885489656,-0.08111430912829755,0.20953647869171424,0.37892745679990386,0.0,-0.08425390501532977,-0.6154850812627239,0.19389930360943272,-0.870348535532448,0.8703485355324475,-0.33257129786321515,0.2667683247216022
"Cambridge, MD",15700.0,0.7014961164654475,0.009075975303875952,-0.08436293947035599,0.1215869465235397,0.014662448793278429,0.0,-0.09090229946693168,-0.5278763621035161,-0.3371704256448049,-0.06910551158826025,0.06910551158825999,0.04865209787039698,0.5899934610242006
"Cambridge, OH",15740.0,0.24389532002081926,-0.15767423846864606,-0.09060127766166076,0.14082590668532793,-0.4382207003413649,0.0,-0.08783711551204394,-0.545912365795048,-0.22222948223907804,-0.05223502058617694,0.05223502058617642,0.18044488154955154,0.40407974772041333
"Campbellsville, KY",15820.0,-1.063672539080631,-0.11960575547575066,-0.08789832042361288,0.12433536940379519,-0.3394628659494829,0.0,-0.09751120310592798,-0.5306158005905427,-0.15464846458848874,-0.6180518404385471,0.6180518404385464,-0.048838285643640005,0.26028321366430024
"Cape Coral-Fort Myers, FL",15980.0,0.9982465514962756,-0.005533284451549291,-0.0658330423796204,0.10234798636175158,0.008967552576587623,0.014977922445515079,0.320899763922865,-0.4268247097699466,3.376592741154117,-0.07836981857369131,0.07836981857369106,-1.039497312587652,0.3784389878536678
"Carlsbad-Artesia, NM",16100.0,-0.049021957554790316,-0.018449723096763276,0.019457720638154576,0.1765554041286488,0.02181579404107298,0.0,-0.08389732620739097,0.9590564006256858,-0.5580060345030299,-0.35415050051969527,0.35415050051969527,-0.4761635894863358,-0.4451671891039296
"Carson City, NV",16180.0,1.0525260869406263,-0.10887863114686352,-0.07470779230848397,0.15456802108660517,0.28371157005498804,-0.021939492032867266,-0.08279506793789931,-0.6980865333670523,1.244863948175685,0.06987488507955394,-0.06987488507955472,0.10365379265024373,-1.0073783463191364
"Casper, WY",16220.0,0.6022377576280724,-0.08219433388925414,-0.07810403266980911,0.13807748380507243,-0.2210159696377003,-0.5440572110842752,-0.07086303505856557,1.4419480492572403,-0.551620426536045,-0.6124082980745869,0.6124082980745862,0.44583943175005253,-0.5153189439683279
"Cedar City, UT",16260.0,0.16716704408525027,-0.1584381012959773,-0.0854409765782793,0.27275020493758967,-0.139620623711339,0.0,-0.08728656712454232,0.5910530292606769,-0.551620426536045,-0.5499658113047458,0.5499658113047454,-0.019532015143643455,-0.7851376922922322
"Cedar Rapids, IA",16300.0,0.01758873391297815,-0.03732043743526855,-0.08935385200703798,0.14357432956558333,-0.14316257135830524,-0.4174832185869642,0.020256207556418573,0.06586822326878401,0.05341592833576672,0.03637964649395317,-0.036379646493953685,0.3936552193039643,0.0007733878601377625
"Cedartown, GA",16340.0,0.4031727052783504,-0.07395227103421063,-0.08512518793050376,0.20953647869171424,0.07265316026811776,0.0,-0.09049113041803807,-0.6345627277322571,0.08108689619270094,0.19370820250585769,-0.19370820250585769,-0.36021444326267366,0.26136193100317856
"Celina, OH",16380.0,0.09001120032169688,-0.09501644703370003,-0.030305004627589064,0.18480067276941511,0.1607851517191011,0.0,-0.08964904691394804,-0.5684184113291832,-0.16741968052245834,0.5315700043691088,-0.531570004369109,0.2135747607201294,0.27700369833187444
"Centralia, WA",16500.0,0.5474674031943435,-0.12709586012861418,-0.09019232531320054,0.14632275244583887,-0.5803500309201178,-0.053582990157194914,-0.07058079189788437,0.2365048939374861,-0.4611576470037601,-0.3378925328384205,0.33789253283841997,0.7980163261530951,-1.0904439723923767
"Champaign-Urbana, IL",16580.0,0.2928951417057267,0.7042212223115754,-0.08891223186742851,0.13807748380507243,-0.11527841488267891,0.1204562495266076,0.007320643439107183,-0.17287712164024602,0.015102280533857771,0.253015339246952,-0.25301533924695224,0.27159529088635465,0.14554618306283384
"Charleston, WV",16620.0,-0.07934963518300625,0.10156278821467947,-0.07993705872873597,-0.6699588429900306,-0.29563994506250846,-0.1326917354680144,-0.11012967922790617,0.33161836224528524,-0.6261191861508679,-0.08983302193496907,0.08983302193496831,0.02210909224574727,0.38144863850233346
"Charleston-Mattoon, IL",16660.0,-0.5687002258275775,-0.11402482250934849,-0.08935506192522867,0.1215869465235397,-0.16760895511775845,0.0,-0.07726054670067307,-0.41112625089518895,-0.22329375023357556,0.4290512305434786,-0.4290512305434789,0.1519161843293687,0.1431505377379927
"Charlottesville, VA",16820.0,0.8124534998673641,0.3390308570388347,0.23993869269499848,-0.6699588429900306,0.11664970603974732,-0.25399181161127077,-0.11012967922790617,-0.0825084592149169,-0.6261191861508679,-0.05261747979754182,0.05261747979754156,0.005489615738907725,0.5017966092918421
"Chattanooga, TN-GA",16860.0,0.17316493004160385,-0.04671384900279731,-0.09352927968318082,0.14632275244583887,0.014141574139312808,-0.05885690651124961,0.16217108863260218,0.11414877612471985,0.6882517870535076,0.1717692075262886,-0.1717692075262894,-0.2907333099051479,0.25197401646917317
